code,section,date,open,high,low,close,vol,value,n_stock,agg_price,foreign_rate,agency_buy,agency_netbuy
A012450,KOSPI,20210726,1355,51400,51500,51400,51500,0,6590000,0,0,0.0,0
A012450,KOSPI,20210726,1354,51400,51500,51400,51400,0,10170000,0,0,0.0,0
A012450,KOSPI,20210726,1353,51400,51500,51400,51500,0,39170000,0,0,0.0,0
A012450,KOSPI,20210726,1352,51500,51500,51400,51400,0,11320000,0,0,0.0,0
A012450,KOSPI,20210726,1351,51400,51500,51400,51500,0,2470000,0,0,0.0,0
A012450,KOSPI,20210726,1350,51400,51500,51400,51500,0,17710000,0,0,0.0,0
A012450,KOSPI,20210726,1349,51400,51500,51400,51500,0,7250000,0,0,0.0,0
A012450,KOSPI,20210726,1348,51400,51500,51400,51400,0,21380000,0,0,0.0,0
A012450,KOSPI,20210726,1347,51400,51500,51400,51400,0,8230000,0,0,0.0,0
A012450,KOSPI,20210726,1346,51500,51500,51400,51400,0,3040000,0,0,0.0,0
A012450,KOSPI,20210726,1345,51400,51500,51400,51400,0,108040000,0,0,0.0,0
A012450,KOSPI,20210726,1344,51200,51300,51200,51300,0,97980000,0,0,0.0,0
A012450,KOSPI,20210726,1343,51300,51300,51200,51200,0,4460000,0,0,0.0,0
A012450,KOSPI,20210726,1342,51200,51300,51200,51200,0,4350000,0,0,0.0,0
A012450,KOSPI,20210726,1341,51300,51300,51200,51200,0,4920000,0,0,0.0,0
A012450,KOSPI,20210726,1340,51200,51300,51200,51300,0,3640000,0,0,0.0,0
A012450,KOSPI,20210726,1339,51300,51300,51200,51300,0,6410000,0,0,0.0,0
A012450,KOSPI,20210726,1338,51200,51300,51200,51300,0,5530000,0,0,0.0,0
A012450,KOSPI,20210726,1337,51100,51200,51100,51200,0,57690000,0,0,0.0,0
A012450,KOSPI,20210726,1336,51200,51200,51100,51100,0,5220000,0,0,0.0,0
A012450,KOSPI,20210726,1335,51100,51200,51100,51200,0,11210000,0,0,0.0,0
A012450,KOSPI,20210726,1334,51200,51200,51100,51100,0,64400000,0,0,0.0,0
A012450,KOSPI,20210726,1333,51200,51200,51200,51200,0,7580000,0,0,0.0,0
A012450,KOSPI,20210726,1332,51200,51200,51100,51200,0,81150000,0,0,0.0,0
A012450,KOSPI,20210726,1331,51200,51200,51100,51100,0,29740000,0,0,0.0,0
A012450,KOSPI,20210726,1330,51300,51300,51200,51200,0,7170000,0,0,0.0,0
A012450,KOSPI,20210726,1329,51200,51300,51200,51300,0,55300000,0,0,0.0,0
A012450,KOSPI,20210726,1328,51200,51300,51200,51200,0,18440000,0,0,0.0,0
A012450,KOSPI,20210726,1327,51200,51300,51200,51200,0,4710000,0,0,0.0,0
A012450,KOSPI,20210726,1326,51200,51300,51200,51200,0,8190000,0,0,0.0,0
A012450,KOSPI,20210726,1325,51300,51300,51200,51300,0,5690000,0,0,0.0,0
A012450,KOSPI,20210726,1324,51200,51300,51200,51300,0,8550000,0,0,0.0,0
A012450,KOSPI,20210726,1323,51200,51300,51200,51300,0,19560000,0,0,0.0,0
A012450,KOSPI,20210726,1322,51300,51300,51200,51200,0,14700000,0,0,0.0,0
A012450,KOSPI,20210726,1321,51200,51300,51200,51300,0,23350000,0,0,0.0,0
A012450,KOSPI,20210726,1320,51200,51300,51200,51200,0,12030000,0,0,0.0,0
A012450,KOSPI,20210726,1319,51300,51300,51200,51200,0,6810000,0,0,0.0,0
A012450,KOSPI,20210726,1318,51300,51300,51300,51300,0,14410000,0,0,0.0,0
A012450,KOSPI,20210726,1317,51200,51300,51200,51200,0,9170000,0,0,0.0,0
A012450,KOSPI,20210726,1316,51300,51300,51200,51300,0,1640000,0,0,0.0,0
A012450,KOSPI,20210726,1315,51200,51300,51200,51200,0,36350000,0,0,0.0,0
A012450,KOSPI,20210726,1314,51200,51300,51200,51200,0,17820000,0,0,0.0,0
A012450,KOSPI,20210726,1313,51300,51300,51200,51200,0,4820000,0,0,0.0,0
A012450,KOSPI,20210726,1312,51300,51300,51200,51300,0,4140000,0,0,0.0,0
A012450,KOSPI,20210726,1311,51300,51300,51200,51200,0,14960000,0,0,0.0,0
A012450,KOSPI,20210726,1310,51200,51300,51200,51300,0,6040000,0,0,0.0,0
A012450,KOSPI,20210726,1309,51200,51300,51200,51300,0,6920000,0,0,0.0,0
A012450,KOSPI,20210726,1308,51300,51300,51200,51300,0,18240000,0,0,0.0,0
A012450,KOSPI,20210726,1307,51300,51300,51200,51300,0,13310000,0,0,0.0,0
A012450,KOSPI,20210726,1306,51200,51300,51200,51200,0,15260000,0,0,0.0,0
A012450,KOSPI,20210726,1305,51200,51300,51200,51200,0,4360000,0,0,0.0,0
A012450,KOSPI,20210726,1304,51300,51300,51200,51200,0,4500000,0,0,0.0,0
A012450,KOSPI,20210726,1303,51300,51300,51200,51200,0,3640000,0,0,0.0,0
A012450,KOSPI,20210726,1302,51200,51300,51200,51300,0,15260000,0,0,0.0,0
A012450,KOSPI,20210726,1301,51300,51300,51200,51300,0,22520000,0,0,0.0,0
A012450,KOSPI,20210726,1300,51200,51300,51200,51300,0,63900000,0,0,0.0,0
A012450,KOSPI,20210726,1259,51200,51300,51100,51200,0,17540000,0,0,0.0,0
A012450,KOSPI,20210726,1258,51200,51300,51200,51200,0,8040000,0,0,0.0,0
A012450,KOSPI,20210726,1257,51200,51300,51200,51200,0,25090000,0,0,0.0,0
A012450,KOSPI,20210726,1256,51300,51300,51200,51200,0,8250000,0,0,0.0,0
A012450,KOSPI,20210726,1255,51200,51300,51200,51300,0,17310000,0,0,0.0,0
A012450,KOSPI,20210726,1254,51200,51300,51200,51200,0,13010000,0,0,0.0,0
A012450,KOSPI,20210726,1253,51200,51300,51100,51200,0,73730000,0,0,0.0,0
A012450,KOSPI,20210726,1252,51300,51300,51200,51300,0,18740000,0,0,0.0,0
A012450,KOSPI,20210726,1251,51200,51300,51200,51200,0,43930000,0,0,0.0,0
A012450,KOSPI,20210726,1250,51300,51300,51200,51200,0,9110000,0,0,0.0,0
A012450,KOSPI,20210726,1249,51300,51300,51200,51200,0,10860000,0,0,0.0,0
A012450,KOSPI,20210726,1248,51300,51300,51200,51300,0,8140000,0,0,0.0,0
A012450,KOSPI,20210726,1247,51200,51300,51200,51200,0,4510000,0,0,0.0,0
A012450,KOSPI,20210726,1246,51200,51300,51200,51200,0,7530000,0,0,0.0,0
A012450,KOSPI,20210726,1245,51200,51300,51200,51200,0,11830000,0,0,0.0,0
A012450,KOSPI,20210726,1244,51300,51300,51200,51200,0,5580000,0,0,0.0,0
A012450,KOSPI,20210726,1243,51300,51300,51200,51200,0,15060000,0,0,0.0,0
A012450,KOSPI,20210726,1242,51200,51300,51200,51200,0,6450000,0,0,0.0,0
A012450,KOSPI,20210726,1241,51200,51300,51200,51200,0,3020000,0,0,0.0,0
A012450,KOSPI,20210726,1240,51300,51300,51200,51300,0,5840000,0,0,0.0,0
A012450,KOSPI,20210726,1239,51300,51300,51200,51200,0,3540000,0,0,0.0,0
A012450,KOSPI,20210726,1238,51200,51300,51200,51300,0,3270000,0,0,0.0,0
A012450,KOSPI,20210726,1237,51200,51300,51200,51200,0,3070000,0,0,0.0,0
A012450,KOSPI,20210726,1236,51300,51300,51200,51300,0,7490000,0,0,0.0,0
A012450,KOSPI,20210726,1235,51200,51300,51200,51200,0,1790000,0,0,0.0,0
A012450,KOSPI,20210726,1234,51200,51300,51200,51200,0,13260000,0,0,0.0,0
A012450,KOSPI,20210726,1233,51300,51300,51200,51300,0,16610000,0,0,0.0,0
A012450,KOSPI,20210726,1232,51200,51300,51200,51300,0,9580000,0,0,0.0,0
A012450,KOSPI,20210726,1231,51300,51300,51200,51200,0,620000,0,0,0.0,0
A012450,KOSPI,20210726,1230,51300,51300,51200,51200,0,3690000,0,0,0.0,0
A012450,KOSPI,20210726,1229,51200,51300,51200,51300,0,16130000,0,0,0.0,0
A012450,KOSPI,20210726,1228,51200,51200,51100,51200,0,8540000,0,0,0.0,0
A012450,KOSPI,20210726,1227,51100,51200,51100,51200,0,4140000,0,0,0.0,0
A012450,KOSPI,20210726,1226,51100,51200,51100,51100,0,19040000,0,0,0.0,0
A012450,KOSPI,20210726,1225,51200,51200,51100,51200,0,4660000,0,0,0.0,0
A012450,KOSPI,20210726,1224,51100,51200,51100,51100,0,16420000,0,0,0.0,0
A012450,KOSPI,20210726,1223,51100,51200,51100,51200,0,12530000,0,0,0.0,0
A012450,KOSPI,20210726,1222,51200,51200,51100,51100,0,7110000,0,0,0.0,0
A012450,KOSPI,20210726,1221,51100,51200,51100,51200,0,9760000,0,0,0.0,0
A012450,KOSPI,20210726,1220,51200,51200,51200,51200,0,1130000,0,0,0.0,0
A012450,KOSPI,20210726,1219,51200,51200,51100,51100,0,11390000,0,0,0.0,0
A012450,KOSPI,20210726,1218,51200,51200,51100,51200,0,9580000,0,0,0.0,0
A012450,KOSPI,20210726,1217,51200,51200,51100,51100,0,52830000,0,0,0.0,0
A012450,KOSPI,20210726,1216,51300,51300,51200,51300,0,8550000,0,0,0.0,0
A012450,KOSPI,20210726,1215,51200,51300,51200,51300,0,5330000,0,0,0.0,0
A012450,KOSPI,20210726,1214,51300,51300,51200,51300,0,4050000,0,0,0.0,0
A012450,KOSPI,20210726,1213,51300,51300,51200,51200,0,22730000,0,0,0.0,0
A012450,KOSPI,20210726,1212,51300,51300,51200,51300,0,9480000,0,0,0.0,0
A012450,KOSPI,20210726,1211,51200,51300,51200,51300,0,19940000,0,0,0.0,0
A012450,KOSPI,20210726,1210,51200,51300,51200,51300,0,4250000,0,0,0.0,0
A012450,KOSPI,20210726,1209,51300,51300,51200,51200,0,11530000,0,0,0.0,0
A012450,KOSPI,20210726,1208,51200,51300,51200,51200,0,2560000,0,0,0.0,0
A012450,KOSPI,20210726,1207,51300,51300,51200,51200,0,5540000,0,0,0.0,0
A012450,KOSPI,20210726,1206,51100,51300,51100,51300,0,69650000,0,0,0.0,0
A012450,KOSPI,20210726,1205,51100,51200,51100,51100,0,870000,0,0,0.0,0
A012450,KOSPI,20210726,1204,51200,51200,51100,51200,0,7000000,0,0,0.0,0
A012450,KOSPI,20210726,1203,51300,51300,51200,51200,0,66820000,0,0,0.0,0
A012450,KOSPI,20210726,1202,51200,51300,51200,51300,0,6510000,0,0,0.0,0
A012450,KOSPI,20210726,1201,51300,51300,51200,51200,0,1890000,0,0,0.0,0
A012450,KOSPI,20210726,1200,51300,51300,51200,51200,0,24790000,0,0,0.0,0
A012450,KOSPI,20210726,1159,51200,51300,51200,51200,0,49720000,0,0,0.0,0
A012450,KOSPI,20210726,1158,51300,51300,51200,51300,0,6460000,0,0,0.0,0
A012450,KOSPI,20210726,1157,51200,51300,51200,51300,0,4710000,0,0,0.0,0
A012450,KOSPI,20210726,1156,51300,51300,51200,51200,0,8510000,0,0,0.0,0
A012450,KOSPI,20210726,1155,51300,51300,51200,51300,0,5590000,0,0,0.0,0
A012450,KOSPI,20210726,1154,51300,51300,51200,51200,0,12610000,0,0,0.0,0
A012450,KOSPI,20210726,1153,51300,51400,51200,51400,0,10930000,0,0,0.0,0
A012450,KOSPI,20210726,1152,51200,51300,51100,51300,0,142910000,0,0,0.0,0
A012450,KOSPI,20210726,1151,51200,51400,51200,51200,0,12190000,0,0,0.0,0
A012450,KOSPI,20210726,1150,51200,51300,51100,51300,0,6050000,0,0,0.0,0
