code,section,date,time,open,high,low,close,vol,value,n_stock,agg_price,foreign_rate,agency_buy,agency_netbuy
A012450,KOSPI,20210622,,1313.0,47350.0,47400.0,47350.0,47400.0,0.0,7780000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1312.0,47400.0,47400.0,47350.0,47350.0,0.0,13740000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1311.0,47350.0,47450.0,47350.0,47450.0,0.0,7440000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1310.0,47450.0,47450.0,47350.0,47350.0,0.0,12850000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1309.0,47350.0,47400.0,47350.0,47350.0,0.0,13730000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1308.0,47350.0,47400.0,47350.0,47350.0,0.0,5590000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1307.0,47400.0,47400.0,47350.0,47350.0,0.0,10230000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1306.0,47300.0,47400.0,47300.0,47350.0,0.0,15480000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1305.0,47400.0,47400.0,47350.0,47350.0,0.0,9570000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1304.0,47350.0,47400.0,47350.0,47400.0,0.0,7580000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1303.0,47400.0,47400.0,47350.0,47350.0,0.0,6490000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1302.0,47400.0,47450.0,47400.0,47400.0,0.0,13560000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1301.0,47350.0,47400.0,47350.0,47400.0,0.0,4120000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1300.0,47350.0,47350.0,47300.0,47350.0,0.0,10180000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1259.0,47450.0,47450.0,47350.0,47350.0,0.0,21850000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1258.0,47450.0,47450.0,47400.0,47450.0,0.0,6830000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1257.0,47450.0,47500.0,47450.0,47450.0,0.0,8820000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1256.0,47400.0,47500.0,47400.0,47450.0,0.0,24100000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1255.0,47450.0,47450.0,47400.0,47400.0,0.0,17400000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1254.0,47350.0,47450.0,47350.0,47450.0,0.0,10380000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1253.0,47350.0,47400.0,47350.0,47400.0,0.0,17430000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1252.0,47200.0,47400.0,47150.0,47400.0,0.0,84890000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1251.0,47150.0,47200.0,47150.0,47150.0,0.0,20470000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1250.0,47200.0,47250.0,47200.0,47200.0,0.0,138870000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1249.0,47250.0,47300.0,47200.0,47200.0,0.0,73270000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1248.0,47250.0,47300.0,47250.0,47250.0,0.0,12570000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1247.0,47250.0,47300.0,47250.0,47250.0,0.0,8130000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1246.0,47250.0,47300.0,47200.0,47250.0,0.0,89430000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1245.0,47300.0,47300.0,47250.0,47250.0,0.0,8930000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1244.0,47250.0,47250.0,47250.0,47250.0,0.0,7940000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1243.0,47300.0,47300.0,47250.0,47250.0,0.0,17970000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1242.0,47300.0,47300.0,47250.0,47300.0,0.0,29370000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1241.0,47300.0,47350.0,47300.0,47300.0,0.0,3220000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1240.0,47300.0,47300.0,47300.0,47300.0,0.0,4730000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1239.0,47400.0,47400.0,47300.0,47300.0,0.0,36540000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1238.0,47400.0,47400.0,47350.0,47350.0,0.0,2560000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1237.0,47300.0,47400.0,47300.0,47400.0,0.0,24370000.0,0.0,0.0,0.0,0.0
A012450,KOSPI,20210622,,1236.0,47350.0,47350.0,47250.0,47300.0,0.0,34010000.0,0.0,0.0,0.0,0.0
