,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
,035720.KS,BTC-USD,MSFT,TSLA,035720.KS,BTC-USD,MSFT,TSLA,035720.KS,BTC-USD,MSFT,TSLA,035720.KS,BTC-USD,MSFT,TSLA,035720.KS,BTC-USD,MSFT,TSLA,035720.KS,BTC-USD,MSFT,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,31970.916015625,9350.529296875,164.7210235595703,43.371334075927734,32033.84765625,9350.529296875,170.22999572753906,43.371334075927734,33041.19921875,9521.7060546875,172.39999389648438,43.53333282470703,31933.111328125,9230.7763671875,169.5800018310547,42.167999267578125,32738.994140625,9508.3134765625,172.2100067138672,42.66666793823242,1717703.0,29432489719,36142700.0,235789500.0
2020-02-01,,9392.875,,,,9392.875,,,,9439.3232421875,,,,9313.2392578125,,,,9346.357421875,,,,25922656496,,
2020-02-02,,9344.365234375,,,,9344.365234375,,,,9468.7978515625,,,,9217.82421875,,,,9389.8203125,,,,30835736946,,
2020-02-03,32071.453125,9293.521484375,168.73678588867188,52.0,32134.58203125,9293.521484375,174.3800048828125,52.0,32336.052734375,9540.3720703125,174.5,52.409332275390625,31429.435546875,9248.6337890625,170.39999389648438,44.90133285522461,31429.435546875,9344.68359375,170.42999267578125,44.91266632080078,2104062.0,30934096509,30107000.0,705975000.0
2020-02-04,33076.828125,9180.962890625,174.29098510742188,59.137332916259766,33141.9375,9180.962890625,180.1199951171875,59.137332916259766,33343.40625,9331.265625,180.63999938964844,64.59933471679688,32336.052734375,9112.8115234375,176.30999755859375,55.59199905395508,32537.5234375,9292.841796875,177.13999938964844,58.86399841308594,1959455.0,29893183716,36433300.0,914082000.0
2020-02-05,32775.21484375,9613.423828125,174.07810974121094,48.97999954223633,32839.73046875,9613.423828125,179.89999389648438,48.97999954223633,33645.61328125,9701.2998046875,184.1999969482422,56.39866638183594,32537.5234375,9163.7041015625,178.41000366210938,46.94066619873047,33544.87890625,9183.416015625,184.02999877929688,54.88399887084961,2268091.0,35222060874,39186300.0,726357000.0
2020-02-06,33378.4375,9729.8017578125,177.6874237060547,49.930667877197266,33444.140625,9729.8017578125,183.6300048828125,49.930667877197266,33847.08203125,9824.619140625,183.82000732421875,53.05533218383789,32940.46484375,9539.818359375,180.05999755859375,45.79999923706055,33343.40625,9617.8212890625,180.97000122070312,46.66133117675781,2740070.0,37628823716,27751400.0,598212000.0
2020-02-07,33680.05078125,9795.943359375,177.93896484375,49.871334075927734,33746.34765625,9795.943359375,183.88999938964844,49.871334075927734,34350.76171875,9834.716796875,185.6300048828125,51.31666564941406,33444.140625,9726.0029296875,182.47999572753906,48.66666793823242,33645.61328125,9726.0029296875,182.85000610351562,48.70333480834961,2591443.0,34522718159,33529100.0,255952500.0
2020-02-08,,9865.119140625,,,,9865.119140625,,,,9876.7490234375,,,,9678.91015625,,,,9793.0703125,,,,35172043762,,
2020-02-09,,10116.673828125,,,,10116.673828125,,,,10129.435546875,,,,9850.392578125,,,,9863.89453125,,,,35807884663,,
2020-02-10,33981.6640625,9856.611328125,182.5933074951172,51.41866683959961,34048.5546875,9856.611328125,188.6999969482422,51.41866683959961,34149.2890625,10165.765625,188.83999633789062,54.66600036621094,33444.140625,9784.5634765625,183.25,50.15999984741211,33746.34765625,10115.5595703125,183.5800018310547,53.33333206176758,1862349.0,39386548075,35844300.0,370338000.0
2020-02-11,34182.73828125,10208.236328125,178.47119140625,51.62533187866211,34250.0234375,10208.236328125,184.44000244140625,51.62533187866211,34250.0234375,10210.052734375,190.6999969482422,52.23400115966797,33847.08203125,9729.3349609375,183.5,50.53333282470703,34048.5546875,9855.8916015625,190.64999389648438,51.25266647338867,1524390.0,37648059389,53159900.0,175462500.0
2020-02-12,34584.88671875,10326.0546875,178.7324676513672,51.15266799926758,34652.96484375,10326.0546875,184.7100067138672,51.15266799926758,34652.96484375,10393.611328125,185.85000610351562,52.650001525878906,33847.08203125,10202.3876953125,181.85000610351562,50.891334533691406,34149.2890625,10202.3876953125,185.5800018310547,51.858001708984375,2024696.0,43444303830,47062900.0,180337500.0
2020-02-13,35992.4140625,10214.3798828125,177.76483154296875,53.599998474121094,36063.26171875,10214.3798828125,183.7100067138672,53.599998474121094,36566.9375,10457.626953125,186.22999572753906,54.53333282470703,34955.171875,10116.1611328125,182.8699951171875,49.0,35156.64453125,10323.9609375,183.0800018310547,49.45600128173828,9321353.0,49356071373,35295800.0,394339500.0
2020-02-14,36193.4921875,10312.1162109375,179.3517303466797,53.33533477783203,36264.734375,10312.1162109375,185.35000610351562,53.33533477783203,37171.3515625,10321.99609375,185.41000366210938,54.198001861572266,36063.26171875,10125.5341796875,182.64999389648438,52.366668701171875,36466.203125,10211.55078125,183.25,52.4813346862793,4705819.0,43338264162,23149500.0,235405500.0
2020-02-15,,9889.4248046875,,,,9889.4248046875,,,,10341.5556640625,,,,9874.427734375,,,,10313.8564453125,,,,43865054831,,
2020-02-16,,9934.43359375,,,,9934.43359375,,,,10053.96875,,,,9722.38671875,,,,9889.1796875,,,,43374780305,,
2020-02-17,36294.0234375,9690.142578125,,,36365.46875,9690.142578125,,,36667.67578125,9938.8154296875,,,36063.26171875,9507.6376953125,,,36264.734375,9936.560546875,,,1635016.0,45998298413,,
2020-02-18,36595.640625,10141.99609375,181.17088317871094,57.22666549682617,36667.67578125,10141.99609375,187.22999572753906,57.22666549682617,36969.87890625,10161.935546875,187.6999969482422,57.33333206176758,36063.26171875,9632.3828125,185.5,55.490665435791016,36365.46875,9691.23046875,185.61000061035156,56.106666564941406,2914830.0,47271023953,27792200.0,245725500.0
2020-02-19,38204.23828125,9633.38671875,181.71426391601562,61.16133117675781,38279.44140625,9633.38671875,187.27999877929688,61.16133117675781,38380.17578125,10191.67578125,188.17999267578125,62.98533248901367,36969.87890625,9611.2236328125,186.47000122070312,60.06800079345703,37070.6171875,10143.798828125,188.05999755859375,61.56666564941406,6765240.0,46992019710,29997500.0,381345000.0
2020-02-20,38304.7734375,9608.4755859375,178.9392547607422,59.96066665649414,38380.17578125,9608.4755859375,184.4199981689453,59.96066665649414,38581.64453125,9643.216796875,187.25,60.79999923706055,37876.5,9507.900390625,181.10000610351562,57.3293342590332,38380.17578125,9629.3251953125,186.9499969482422,60.79666519165039,2717044.0,44925260237,36862400.0,264523500.0
2020-02-21,38103.6953125,9686.44140625,173.28250122070312,60.06666564941406,38178.703125,9686.44140625,178.58999633789062,60.06666564941406,38581.64453125,9723.0146484375,183.5,60.87066650390625,37775.76171875,9589.7431640625,177.25,58.6966667175293,37977.234375,9611.7822265625,183.1699981689453,60.46533203125,2772099.0,40930547513,48572600.0,214722000.0
2020-02-22,,9663.181640625,,,,9663.181640625,,,,9698.2314453125,,,,9600.728515625,,,,9687.70703125,,,,35838025154,,
2020-02-23,,9924.515625,,,,9924.515625,,,,9937.404296875,,,,9657.791015625,,,,9663.318359375,,,,41185185761,,
2020-02-24,36897.25,9650.1748046875,165.8113555908203,55.58599853515625,36969.87890625,9650.1748046875,170.88999938964844,55.58599853515625,37473.55859375,9951.74609375,174.5500030517578,57.56666564941406,36667.67578125,9537.04296875,163.22999572753906,54.813331604003906,37171.3515625,9921.5830078125,167.77000427246094,55.93333435058594,3934730.0,45080496648,68311100.0,227883000.0
2020-02-25,37299.40234375,9341.705078125,163.07516479492188,53.32733154296875,37372.8203125,9341.705078125,168.07000732421875,53.32733154296875,37473.55859375,9652.7373046875,174.83999633789062,57.106666564941406,36264.734375,9305.021484375,167.64999389648438,52.46666717529297,36667.67578125,9651.3125,174.1999969482422,56.599998474121094,2962033.0,42515259129,68073300.0,259357500.0
2020-02-26,36997.7890625,8820.5224609375,165.1127471923828,51.91999816894531,37070.6171875,8820.5224609375,170.1699981689453,51.91999816894531,37372.8203125,9354.7783203125,173.25999450683594,54.22066879272461,36566.9375,8704.4267578125,168.2100067138672,51.740665435791016,36969.87890625,9338.2900390625,169.7100067138672,52.16666793823242,2563042.0,50420050762,56206100.0,211282500.0
2020-02-27,35891.87890625,8784.494140625,153.4790802001953,45.266666412353516,35962.52734375,8784.494140625,158.17999267578125,45.266666412353516,37372.8203125,8932.892578125,167.02999877929688,49.31800079345703,35559.5859375,8577.19921875,157.97999572753906,44.599998474121094,37070.6171875,8825.09375,163.32000732421875,48.66666793823242,3896655.0,45470195695,93174900.0,364158000.0
2020-02-28,34584.88671875,8672.455078125,157.1952362060547,44.53266525268555,34652.96484375,8672.455078125,162.00999450683594,44.53266525268555,35559.5859375,8890.4560546875,163.7100067138672,46.03466796875,34350.76171875,8492.9326171875,152.0,40.768001556396484,35156.64453125,8788.728515625,152.41000366210938,41.97999954223633,5077248.0,44605450443,97012700.0,363343500.0
2020-02-29,,8599.5087890625,,,,8599.5087890625,,,,8775.6318359375,,,,8599.5087890625,,,,8671.212890625,,,,35792392544,,
2020-03-01,,8562.4541015625,,,,8562.4541015625,,,,8726.796875,,,,8471.212890625,,,,8599.7587890625,,,,35349164300,,
2020-03-02,35188.11328125,8869.669921875,167.6548614501953,49.574668884277344,35257.37890625,8869.669921875,172.7899932861328,49.574668884277344,35559.5859375,8921.30859375,172.9199981689453,49.5793342590332,34149.2890625,8532.630859375,162.30999755859375,45.77799987792969,35156.64453125,8563.2646484375,165.30999755859375,47.41733169555664,3938512.0,42857674409,71030800.0,302925000.0
2020-03-03,35188.11328125,8787.7861328125,159.62095642089844,49.70066833496094,35257.37890625,8787.7861328125,164.50999450683594,49.70066833496094,36466.203125,8901.5986328125,175.0,53.798667907714844,35257.37890625,8704.990234375,162.25999450683594,47.740665435791016,36365.46875,8865.3876953125,173.8000030517578,53.66666793823242,3122125.0,42386715821,71677000.0,386760000.0
2020-03-04,36092.94921875,8755.24609375,165.48143005371094,49.96666717529297,36163.99609375,8755.24609375,170.5500030517578,49.96666717529297,36466.203125,8843.3662109375,170.6999969482422,51.10133361816406,35055.90625,8712.431640625,165.6199951171875,48.31533432006836,35055.90625,8788.5419921875,168.49000549316406,50.930667877197266,3520054.0,34746706368,49814400.0,225735000.0
2020-03-05,36092.94921875,9078.7626953125,161.3286590576172,48.30266571044922,36163.99609375,9078.7626953125,166.27000427246094,48.30266571044922,36869.14453125,9142.0546875,170.8699951171875,49.71666717529297,35559.5859375,8757.25390625,165.69000244140625,47.871334075927734,36768.41015625,8760.28515625,166.0500030517578,48.2513313293457,4078726.0,39698054597,47817300.0,162790500.0
2020-03-06,35288.6484375,9122.5458984375,156.76832580566406,46.89866638183594,35358.11328125,9122.5458984375,161.57000732421875,46.89866638183594,35962.52734375,9167.6953125,163.11000061035156,47.133331298828125,35055.90625,9032.0791015625,156.0,45.61800003051758,35559.5859375,9078.30859375,162.61000061035156,46.0,2821372.0,40826885651,72821100.0,189943500.0
2020-03-07,,8909.9541015625,,,,8909.9541015625,,,,9163.220703125,,,,8890.744140625,,,,9121.6005859375,,,,36216930370,,
2020-03-08,,8108.1162109375,,,,8108.1162109375,,,,8914.34375,,,,8105.2529296875,,,,8908.2060546875,,,,39973102121,,
2020-03-09,35288.6484375,7923.64453125,146.1437530517578,40.53333282470703,35358.11328125,7923.64453125,150.6199951171875,40.53333282470703,35358.11328125,8177.79345703125,157.75,44.20000076293945,35358.11328125,7690.09814453125,150.0,40.33333206176758,35358.11328125,8111.146484375,151.0,40.35933303833008,0.0,46936995808,70419300.0,256105500.0
2020-03-10,34785.96484375,7909.7294921875,156.13766479492188,43.02199935913086,34854.4375,7909.7294921875,160.9199981689453,43.02199935913086,35156.64453125,8136.9453125,161.02999877929688,44.53333282470703,33041.19921875,7814.76318359375,152.5800018310547,40.53333282470703,33141.9375,7922.14697265625,158.16000366210938,43.96200180053711,4719668.0,42213940994,65354400.0,233916000.0
2020-03-11,33981.6640625,7911.43017578125,149.06431579589844,42.28200149536133,34048.5546875,7911.43017578125,153.6300048828125,42.28200149536133,35156.64453125,7950.814453125,157.6999969482422,43.571998596191406,33645.61328125,7642.8125,151.14999389648438,40.866668701171875,34652.96484375,7910.08984375,157.1300048828125,42.68000030517578,2731051.0,38682762605,56371600.0,199837500.0
2020-03-12,32373.064453125,4970.7880859375,134.92733764648438,37.369998931884766,32436.7890625,4970.7880859375,139.05999755859375,37.369998931884766,34048.5546875,7929.1162109375,153.47000122070312,39.633331298828125,31933.111328125,4860.35400390625,138.5800018310547,36.41666793823242,33645.61328125,7913.6162109375,145.3000030517578,38.72600173950195,6045890.0,53980357243,93226400.0,283636500.0
