,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
,012450.KS,064350.KS,012450.KS,064350.KS,012450.KS,064350.KS,012450.KS,064350.KS,012450.KS,064350.KS,012450.KS,064350.KS
Date,,,,,,,,,,,,
2020-07-21,23023.9453125,15800.0,24200.0,15800.0,24400.0,15900.0,23950.0,15600.0,23950.0,15650.0,258062,659909
2020-07-22,23404.505859375,15700.0,24600.0,15700.0,24800.0,15950.0,24050.0,15650.0,24050.0,15900.0,346033,533874
2020-07-23,23119.0859375,15350.0,24300.0,15350.0,24700.0,15700.0,24100.0,15300.0,24600.0,15700.0,208999,776067
2020-07-24,22738.5234375,15700.0,23900.0,15700.0,24200.0,16550.0,23900.0,15050.0,24000.0,15200.0,242089,2067869
2020-07-27,23785.068359375,16000.0,25000.0,16000.0,26650.0,16150.0,24750.0,15750.0,25850.0,15800.0,1351751,994670
2020-07-28,24355.91015625,17600.0,25600.0,17600.0,26000.0,19100.0,24500.0,16000.0,25000.0,16150.0,886977,16865720
2020-07-29,24641.330078125,17550.0,25900.0,17550.0,28500.0,18800.0,25900.0,17550.0,27250.0,18450.0,2136279,4763020
2020-07-30,23737.49609375,18350.0,24950.0,18350.0,25950.0,18450.0,24850.0,17300.0,25900.0,17550.0,734928,4489560
2020-07-31,23119.0859375,18050.0,24300.0,18050.0,25000.0,18350.0,24300.0,17700.0,24900.0,18300.0,484757,1892042
2020-08-03,23309.3671875,17500.0,24500.0,17500.0,24800.0,18250.0,24150.0,17500.0,24200.0,18150.0,301738,1424372
2020-08-04,23975.34765625,17950.0,25200.0,17950.0,25300.0,18350.0,24500.0,17500.0,24500.0,17500.0,317390,1938496
2020-08-05,24546.189453125,17750.0,25800.0,17750.0,25900.0,18100.0,24900.0,17550.0,25250.0,18050.0,615252,1134272
2020-08-06,24165.62890625,17700.0,25400.0,17700.0,26150.0,18300.0,25400.0,17600.0,25800.0,17900.0,418552,1704515
2020-08-07,24308.337890625,17650.0,25550.0,17650.0,25550.0,18100.0,24950.0,17550.0,25350.0,17950.0,403003,1303632
2020-08-10,25545.16015625,17850.0,26850.0,17850.0,27150.0,18000.0,25150.0,17000.0,25550.0,17550.0,1199916,1668909
2020-08-11,26068.43359375,18000.0,27400.0,18000.0,27600.0,19250.0,26600.0,17900.0,27250.0,18250.0,742071,6417142
2020-08-12,25640.302734375,16050.0,26950.0,16050.0,27750.0,16750.0,26250.0,15850.0,27750.0,16050.0,1072899,10458600
2020-08-13,25783.01171875,16000.0,27100.0,16000.0,27350.0,16350.0,26400.0,15550.0,27200.0,16200.0,765699,4192564
2020-08-14,25783.01171875,16150.0,27100.0,16150.0,27800.0,16400.0,26850.0,15800.0,27100.0,15900.0,691182,3397768
2020-08-18,24498.619140625,14800.0,25750.0,14800.0,27450.0,16050.0,25700.0,14700.0,27200.0,16000.0,659799,3387147
2020-08-19,24451.048828125,14850.0,25700.0,14850.0,26150.0,15200.0,25350.0,14700.0,25950.0,14800.0,386669,1845499
2020-08-20,23594.78515625,15150.0,24800.0,15150.0,26100.0,15950.0,24650.0,15050.0,25850.0,15250.0,799075,4419568
2020-08-21,24451.048828125,15250.0,25700.0,15250.0,26250.0,15900.0,25150.0,15200.0,25650.0,15450.0,776698,2552129
2020-08-24,24355.91015625,15150.0,25600.0,15150.0,25950.0,15450.0,24900.0,14700.0,25500.0,15000.0,304220,1408164
2020-08-25,25021.892578125,15450.0,26300.0,15450.0,26450.0,15600.0,25700.0,15250.0,25750.0,15400.0,384050,1618028
2020-08-26,25021.892578125,15250.0,26300.0,15250.0,26800.0,15400.0,26050.0,15050.0,26600.0,15300.0,392912,1344497
2020-08-27,24260.767578125,14850.0,25500.0,14850.0,26400.0,15300.0,25500.0,14800.0,26350.0,15300.0,355900,1436286
2020-08-28,24355.91015625,15050.0,25600.0,15050.0,25950.0,15200.0,25300.0,14850.0,25300.0,14900.0,265309,1163874
2020-08-31,24546.189453125,15150.0,25800.0,15150.0,26100.0,15450.0,25600.0,15050.0,25650.0,15250.0,297703,1848894
2020-09-01,25402.451171875,15150.0,26700.0,15150.0,26950.0,15550.0,25600.0,15050.0,25600.0,15150.0,612603,1680696
2020-09-02,25497.591796875,15400.0,26800.0,15400.0,27050.0,15550.0,26500.0,15150.0,27000.0,15250.0,349153,1699697
2020-09-03,27828.529296875,15750.0,29250.0,15750.0,29600.0,15900.0,27100.0,15300.0,27650.0,15500.0,2721162,2245919
2020-09-04,27733.388671875,15500.0,29150.0,15500.0,31000.0,15600.0,28350.0,15100.0,28500.0,15150.0,2118062,1703908
2020-09-07,27400.396484375,16250.0,28800.0,16250.0,30200.0,16550.0,28650.0,15300.0,29500.0,15550.0,993760,5718522
2020-09-08,27780.958984375,16400.0,29200.0,16400.0,29750.0,17350.0,29050.0,16350.0,29400.0,16750.0,679513,6695614
2020-09-09,26781.986328125,16300.0,28150.0,16300.0,29450.0,16800.0,28150.0,16100.0,29000.0,16150.0,682021,2422284
2020-09-10,26972.267578125,16500.0,28350.0,16500.0,28550.0,16800.0,27750.0,16100.0,28300.0,16650.0,479004,2251430
2020-09-11,26258.71484375,16750.0,27600.0,16750.0,28200.0,17150.0,27350.0,16550.0,28200.0,16650.0,387384,4152833
2020-09-14,26781.986328125,17550.0,28150.0,17550.0,28150.0,17550.0,27250.0,16750.0,27400.0,16950.0,383368,4671578
2020-09-15,26258.71484375,17200.0,27600.0,17200.0,28200.0,17500.0,27350.0,17000.0,28200.0,17450.0,490726,2311782
2020-09-16,25783.01171875,17100.0,27100.0,17100.0,28600.0,17700.0,27000.0,16900.0,28400.0,17400.0,984418,2899855
2020-09-17,25402.451171875,16750.0,26700.0,16750.0,27050.0,17200.0,26250.0,16650.0,27050.0,17200.0,475004,1919715
2020-09-18,25687.873046875,17000.0,27000.0,17000.0,27000.0,17100.0,26450.0,16700.0,26700.0,16900.0,281855,1624404
2020-09-21,25021.892578125,16250.0,26300.0,16250.0,26900.0,17100.0,26250.0,16050.0,26700.0,17100.0,359052,2325709
2020-09-22,24118.05859375,15550.0,25350.0,15550.0,26100.0,16150.0,25250.0,15450.0,26000.0,16050.0,462899,2176110
2020-09-23,24355.91015625,15450.0,25600.0,15450.0,25750.0,15800.0,24850.0,14950.0,25500.0,15700.0,262133,1450764
2020-09-24,24308.337890625,15000.0,25550.0,15000.0,26300.0,15650.0,24950.0,15000.0,25000.0,15000.0,433197,2119321
2020-09-25,23785.068359375,15650.0,25000.0,15650.0,25950.0,16250.0,24750.0,14650.0,25950.0,14950.0,323872,3985539
2020-09-28,23832.63671875,15750.0,25050.0,15750.0,25300.0,16000.0,24950.0,15550.0,25200.0,15750.0,207220,1716462
2020-09-29,24165.62890625,15950.0,25400.0,15950.0,25500.0,16250.0,25050.0,15850.0,25300.0,16200.0,197643,1361498
2020-10-05,25117.03125,15950.0,26400.0,15950.0,26500.0,16200.0,25450.0,15550.0,25650.0,15700.0,247192,1253093
2020-10-06,25069.462890625,15850.0,26350.0,15850.0,26650.0,16100.0,26100.0,15700.0,26300.0,16100.0,176788,947674
2020-10-07,25545.16015625,15800.0,26850.0,15800.0,27000.0,15900.0,26050.0,15600.0,26500.0,15650.0,246593,647220
2020-10-08,25212.171875,15800.0,26500.0,15800.0,27000.0,16150.0,26500.0,15800.0,27000.0,15950.0,218525,957382
2020-10-12,25592.732421875,16200.0,26900.0,16200.0,26950.0,16500.0,26250.0,16050.0,26500.0,16150.0,233198,2023191
2020-10-13,25497.591796875,16050.0,26800.0,16050.0,27000.0,16400.0,26500.0,15850.0,27000.0,16400.0,233401,958363
2020-10-14,24974.322265625,15700.0,26250.0,15700.0,26950.0,16050.0,26250.0,15700.0,26900.0,16050.0,184423,817626
2020-10-15,24498.619140625,15750.0,25750.0,15750.0,26400.0,15900.0,25650.0,15450.0,26200.0,15600.0,184764,1018059
2020-10-16,24593.759765625,16000.0,25850.0,16000.0,25950.0,16150.0,25500.0,15700.0,25900.0,15800.0,149135,1385481
2020-10-19,24736.470703125,16100.0,26000.0,16100.0,26600.0,16550.0,25950.0,16050.0,26100.0,16250.0,289871,1639137
2020-10-20,24498.619140625,15950.0,25750.0,15950.0,26200.0,16350.0,25500.0,15600.0,25950.0,16100.0,216584,1127081
2020-10-21,24974.322265625,15950.0,26250.0,15950.0,26350.0,16150.0,25750.0,15850.0,25750.0,16050.0,188902,771119
2020-10-22,24688.900390625,15950.0,25950.0,15950.0,26400.0,16150.0,25900.0,15850.0,26250.0,16100.0,135130,824959
2020-10-23,25783.01171875,15700.0,27100.0,15700.0,27150.0,16000.0,26100.0,15600.0,26200.0,16000.0,585770,851059
2020-10-26,25307.3125,15300.0,26600.0,15300.0,27500.0,15700.0,26400.0,15150.0,27100.0,15650.0,372419,1445072
2020-10-27,24688.900390625,15150.0,25950.0,15150.0,26300.0,15500.0,25800.0,15100.0,26200.0,15250.0,299745,921248
2020-10-28,24879.181640625,15300.0,26150.0,15300.0,26150.0,15350.0,25600.0,14950.0,25700.0,15150.0,189656,562632
2020-10-29,24355.91015625,15100.0,25600.0,15100.0,25750.0,15150.0,25300.0,14900.0,25600.0,15050.0,292385,747556
2020-10-30,23880.20703125,14900.0,25100.0,14900.0,25550.0,15250.0,25000.0,14850.0,25500.0,15200.0,235735,748272
2020-11-02,24165.62890625,15050.0,25400.0,15050.0,25450.0,15150.0,25000.0,14900.0,25100.0,14950.0,108742,604706
2020-11-03,24498.619140625,15350.0,25750.0,15350.0,25800.0,15400.0,25350.0,15050.0,25350.0,15050.0,122177,769414
2020-11-04,24308.337890625,15900.0,25550.0,15900.0,26150.0,16150.0,25350.0,15300.0,25900.0,15500.0,264858,3456447
2020-11-05,24831.611328125,15600.0,26100.0,15600.0,26100.0,15650.0,25550.0,15300.0,25750.0,15350.0,272611,1844011
2020-11-06,24546.189453125,15400.0,25800.0,15400.0,26150.0,16050.0,25750.0,15350.0,26050.0,15800.0,146702,2070870
2020-11-09,25069.462890625,15950.0,26350.0,15950.0,26500.0,16000.0,26000.0,15450.0,26100.0,15500.0,275847,1413306
2020-11-10,26163.57421875,16050.0,27500.0,16050.0,27700.0,16350.0,26550.0,15800.0,26950.0,16100.0,789689,1563516
2020-11-11,27114.978515625,16050.0,28500.0,16050.0,28500.0,16150.0,27100.0,15800.0,27650.0,16100.0,881518,938112
2020-11-12,26068.43359375,16100.0,27400.0,16100.0,28600.0,16300.0,27300.0,15900.0,28600.0,16050.0,832583,1272908
2020-11-13,25735.443359375,15800.0,27050.0,15800.0,27800.0,16050.0,26850.0,15750.0,27400.0,15950.0,330577,1112036
2020-11-16,26258.71484375,15850.0,27600.0,15850.0,27900.0,15950.0,27150.0,15650.0,27400.0,15800.0,431589,1140015
2020-11-17,26116.00390625,15600.0,27450.0,15600.0,27900.0,16000.0,27050.0,15550.0,27750.0,15950.0,329823,1269058
2020-11-18,25735.443359375,15600.0,27050.0,15600.0,27650.0,15950.0,26900.0,15550.0,27450.0,15600.0,323754,979941
2020-11-19,25402.451171875,15550.0,26700.0,15550.0,27150.0,15600.0,26550.0,15400.0,27000.0,15550.0,246963,864266
2020-11-20,25545.16015625,15650.0,26850.0,15650.0,26950.0,15800.0,26500.0,15450.0,26600.0,15550.0,250829,780971
2020-11-23,26068.43359375,15700.0,27400.0,15700.0,27650.0,15750.0,26700.0,15500.0,26850.0,15650.0,389699,1009315
2020-11-24,25973.29296875,15900.0,27300.0,15900.0,27650.0,16150.0,26950.0,15750.0,27500.0,15850.0,471216,2046798
2020-11-25,25783.01171875,15650.0,27100.0,15650.0,27750.0,16050.0,26850.0,15500.0,27600.0,16050.0,496629,1605478
2020-11-26,25925.724609375,15650.0,27250.0,15650.0,27250.0,15900.0,26700.0,15550.0,26950.0,15600.0,286161,977009
2020-11-27,25592.732421875,15650.0,26900.0,15650.0,27200.0,15650.0,26850.0,15500.0,27000.0,15650.0,185516,752239
2020-11-30,25117.03125,15800.0,26400.0,15800.0,27050.0,15950.0,26350.0,15500.0,27000.0,15700.0,376411,1581404
2020-12-01,25069.462890625,15950.0,26350.0,15950.0,26750.0,16100.0,26350.0,15700.0,26750.0,15900.0,235531,1614623
2020-12-02,25259.7421875,15900.0,26550.0,15900.0,26600.0,16050.0,26250.0,15850.0,26450.0,16050.0,264247,1025844
2020-12-03,25545.16015625,15750.0,26850.0,15750.0,27000.0,16000.0,26250.0,15700.0,26550.0,15950.0,267825,973263
2020-12-04,25592.732421875,15600.0,26900.0,15600.0,27100.0,15850.0,26700.0,15500.0,27050.0,15750.0,263615,1479848
2020-12-07,24926.75,15400.0,26200.0,15400.0,27000.0,15650.0,26100.0,15350.0,26950.0,15600.0,395467,1014365
2020-12-08,24688.900390625,15350.0,25950.0,15350.0,26300.0,15600.0,25850.0,15350.0,26150.0,15500.0,402499,830433
2020-12-09,25164.6015625,15600.0,26450.0,15600.0,26450.0,15650.0,25800.0,15350.0,26100.0,15400.0,351162,1010388
2020-12-10,25735.443359375,16300.0,27050.0,16300.0,27100.0,16600.0,26050.0,15450.0,26350.0,15550.0,517033,5594169
2020-12-11,25830.58203125,16300.0,27150.0,16300.0,27800.0,16750.0,27050.0,16100.0,27050.0,16750.0,558211,2662680
2020-12-14,25830.58203125,16250.0,27150.0,16250.0,27200.0,16650.0,26900.0,16150.0,27150.0,16450.0,264516,2340351
2020-12-15,26686.845703125,17050.0,28050.0,17050.0,28150.0,17150.0,27350.0,16250.0,27450.0,16500.0,884240,6412828
2020-12-16,27685.81640625,16850.0,29100.0,16850.0,29100.0,17200.0,28000.0,16800.0,28200.0,17100.0,957560,1906891
2020-12-17,27210.1171875,16400.0,28600.0,16400.0,29150.0,16950.0,28100.0,16300.0,29100.0,16900.0,588422,2311640
2020-12-18,27638.248046875,16850.0,29050.0,16850.0,29400.0,17350.0,28500.0,16600.0,28500.0,16650.0,574274,4265837
2020-12-21,27305.255859375,17050.0,28700.0,17050.0,29200.0,17300.0,28250.0,16800.0,29150.0,17050.0,326975,2639296
2020-12-22,26306.28515625,16500.0,27650.0,16500.0,28450.0,17500.0,27500.0,16450.0,28300.0,17300.0,451522,3320360
2020-12-23,26353.85546875,16350.0,27700.0,16350.0,28050.0,16800.0,26900.0,16100.0,27850.0,16700.0,401352,1829356
2020-12-24,26639.275390625,16650.0,28000.0,16650.0,28400.0,16950.0,27600.0,16550.0,27750.0,16600.0,299556,1668145
2020-12-28,27019.837890625,16450.0,28400.0,16450.0,28750.0,16900.0,27900.0,16400.0,28050.0,16750.0,435452,1591650
2020-12-29,27408.609375,16800.0,28200.0,16800.0,28750.0,17000.0,28000.0,16600.0,28450.0,16650.0,304860,1314794
2020-12-30,27700.193359375,17200.0,28500.0,17200.0,28700.0,17300.0,27950.0,16750.0,28200.0,16800.0,320361,2365008
2021-01-04,28963.7109375,19650.0,29800.0,19650.0,29900.0,20000.0,28500.0,17350.0,28900.0,17550.0,908760,21091762
2021-01-05,29838.453125,21650.0,30700.0,21650.0,30800.0,24250.0,29150.0,20200.0,29800.0,20250.0,895327,52212004
2021-01-06,29498.275390625,21900.0,30350.0,21900.0,31350.0,22800.0,30150.0,21150.0,31150.0,21850.0,781170,12299836
2021-01-07,29935.646484375,21700.0,30800.0,21700.0,30850.0,22550.0,30350.0,21500.0,30700.0,22050.0,552883,7937103
2021-01-08,31830.921875,22350.0,32750.0,22350.0,33700.0,23350.0,30650.0,21800.0,31050.0,22250.0,2066290,15432236
2021-01-11,30907.583984375,21000.0,31800.0,21000.0,33750.0,23300.0,30700.0,20400.0,32950.0,22900.0,1621108,11230469
2021-01-12,32608.47265625,21100.0,33550.0,21100.0,33900.0,21900.0,30650.0,20150.0,31500.0,20550.0,2251689,4481709
2021-01-13,32122.50390625,20650.0,33050.0,20650.0,34300.0,21300.0,32750.0,20600.0,34300.0,21200.0,1224200,2481247
2021-01-14,31587.939453125,21000.0,32500.0,21000.0,33400.0,21350.0,31950.0,20450.0,33100.0,20450.0,527806,2277774
2021-01-15,34941.1171875,20350.0,35950.0,20350.0,36250.0,21200.0,32650.0,20350.0,32850.0,21150.0,3417300,1946976
2021-01-18,37613.9453125,19900.0,38700.0,19900.0,39700.0,20550.0,35250.0,19700.0,36200.0,20300.0,4354287,2509143
2021-01-19,38051.3125,20800.0,39150.0,20800.0,40000.0,21100.0,37500.0,20000.0,39750.0,20150.0,1855204,3400442
2021-01-20,39946.59375,20950.0,41100.0,20950.0,42000.0,21500.0,38450.0,20800.0,39450.0,21450.0,2832400,2390585
2021-01-21,40918.53125,21950.0,42100.0,21950.0,43450.0,22250.0,40300.0,21100.0,41800.0,21350.0,2440809,4711591
2021-01-22,38780.26953125,21350.0,39900.0,21350.0,42400.0,22050.0,39800.0,21250.0,42400.0,22000.0,1300089,2159763
2021-01-25,41841.87109375,21150.0,43050.0,21150.0,43750.0,21650.0,39650.0,21050.0,39900.0,21500.0,1797615,1523386
2021-01-26,43348.37109375,21400.0,44600.0,21400.0,46650.0,21900.0,42200.0,20600.0,43400.0,21250.0,2067691,3033602
2021-01-27,41404.49609375,20650.0,42600.0,20650.0,46650.0,21650.0,42250.0,20600.0,45400.0,21600.0,1361488,2324588
2021-01-28,39412.02734375,20050.0,40550.0,20050.0,42350.0,20350.0,40450.0,19850.0,41350.0,19950.0,1182716,1818159
2021-01-29,39509.21875,19250.0,40650.0,19250.0,42700.0,20400.0,38950.0,18800.0,41000.0,20300.0,2115936,2288605
2021-02-01,39752.203125,19550.0,40900.0,19550.0,41250.0,19850.0,39000.0,18600.0,40250.0,19150.0,969024,1637433
2021-02-02,40529.75390625,19650.0,41700.0,19650.0,44200.0,20150.0,41000.0,19500.0,42500.0,19700.0,1569950,1358930
2021-02-03,41112.9140625,19850.0,42300.0,19850.0,42350.0,20250.0,41100.0,19700.0,41800.0,20050.0,667465,1357614
2021-02-04,43008.19140625,21050.0,44250.0,21050.0,45700.0,21250.0,41500.0,19700.0,42650.0,20000.0,2641000,3783708
2021-02-05,42327.8359375,20900.0,43550.0,20900.0,44700.0,21950.0,42650.0,20850.0,44200.0,21650.0,945828,3571635
2021-02-08,41210.109375,20400.0,42400.0,20400.0,44000.0,20750.0,42300.0,20050.0,43500.0,20500.0,602992,1771997
2021-02-09,39703.609375,20500.0,40850.0,20500.0,43150.0,20950.0,40700.0,20400.0,42700.0,20600.0,812088,1267577
2021-02-10,42084.85546875,20550.0,43300.0,20550.0,43900.0,20650.0,40950.0,20150.0,41300.0,20500.0,1351918,1010903
2021-02-15,43153.98046875,20700.0,44400.0,20700.0,45150.0,20950.0,43300.0,20550.0,44400.0,20750.0,911115,1337660
2021-02-16,41696.078125,20500.0,42900.0,20500.0,44650.0,20700.0,42650.0,20250.0,44600.0,20700.0,643550,1286329
2021-02-17,40432.55859375,20000.0,41600.0,20000.0,42700.0,20500.0,41400.0,20000.0,42700.0,20500.0,631326,1249138
2021-02-18,41258.70703125,19550.0,42450.0,19550.0,44100.0,20000.0,41700.0,19500.0,41700.0,19900.0,928139,1250035
2021-02-19,40675.54296875,19700.0,41850.0,19700.0,43850.0,19900.0,40750.0,19100.0,43000.0,19550.0,798665,1329857
2021-02-22,40383.96484375,19900.0,41550.0,19900.0,43300.0,20350.0,41100.0,19750.0,42200.0,19800.0,501385,1361245
2021-02-23,39266.23828125,20400.0,40400.0,20400.0,41500.0,20600.0,40350.0,19500.0,41050.0,19950.0,437091,2028547
2021-02-24,37030.78515625,19450.0,38100.0,19450.0,40750.0,20650.0,37950.0,19400.0,40400.0,20550.0,1010963,1640361
2021-02-25,37808.33203125,20000.0,38900.0,20000.0,39250.0,20050.0,38300.0,19600.0,38950.0,19800.0,481891,926114
2021-02-26,35864.45703125,19600.0,36900.0,19600.0,37600.0,19600.0,36100.0,19200.0,37500.0,19300.0,1013867,1439768
2021-03-02,36544.8125,19750.0,37600.0,19750.0,39300.0,20400.0,37050.0,19600.0,38750.0,20150.0,740979,1380459
2021-03-03,37273.76953125,20300.0,38350.0,20300.0,38850.0,20400.0,37100.0,19750.0,37500.0,19750.0,554328,1560909
2021-03-04,36690.60546875,20050.0,37750.0,20050.0,38600.0,20200.0,37400.0,19850.0,37900.0,20100.0,365926,779131
2021-03-05,35961.65234375,19950.0,37000.0,19950.0,37300.0,20050.0,36350.0,19700.0,37200.0,19850.0,469599,743593
2021-03-08,36350.4296875,19900.0,37400.0,19900.0,38950.0,20450.0,37300.0,19850.0,37800.0,20050.0,724952,1359590
2021-03-09,35864.45703125,20000.0,36900.0,20000.0,38000.0,20100.0,36000.0,19550.0,37600.0,19900.0,399715,1114807
2021-03-10,36010.25,19700.0,37050.0,19700.0,38150.0,20250.0,36700.0,19700.0,37800.0,20200.0,339697,779785
2021-03-11,40092.3828125,19900.0,41250.0,19900.0,42150.0,20100.0,37250.0,19750.0,37350.0,19850.0,1940345,864378
2021-03-12,40092.3828125,20800.0,41250.0,20800.0,41750.0,21100.0,40500.0,20100.0,41300.0,20250.0,763609,3604091
2021-03-15,40140.98046875,20800.0,41300.0,20800.0,41800.0,21250.0,40700.0,20700.0,41200.0,21200.0,470214,1716549
2021-03-16,39557.8203125,20900.0,40700.0,20900.0,41800.0,21000.0,40600.0,20600.0,41700.0,20800.0,460886,1373613
2021-03-17,40092.3828125,20850.0,41250.0,20850.0,41350.0,20950.0,39700.0,20550.0,40800.0,20950.0,563386,937622
2021-03-18,40675.54296875,20300.0,41850.0,20300.0,42350.0,21000.0,41100.0,20200.0,41700.0,20850.0,601872,1624434
2021-03-19,40481.16015625,20650.0,41650.0,20650.0,42100.0,21250.0,40450.0,19900.0,41000.0,20000.0,534895,3869038
2021-03-22,39655.01171875,20500.0,40800.0,20500.0,42000.0,20850.0,40700.0,20450.0,41850.0,20750.0,444340,957234
2021-03-23,38148.5078125,20100.0,39250.0,20100.0,41500.0,20650.0,38900.0,20050.0,41200.0,20650.0,670885,971235
2021-03-24,38148.5078125,20050.0,39250.0,20050.0,39600.0,20300.0,38600.0,19750.0,39250.0,19900.0,338616,926966
2021-03-25,38002.71875,20150.0,39100.0,20150.0,39700.0,20300.0,38800.0,19900.0,39350.0,20000.0,363911,721285
2021-03-26,38877.46484375,20550.0,40000.0,20550.0,41250.0,20700.0,39150.0,20150.0,39150.0,20200.0,868923,1273609
2021-03-29,39703.609375,20400.0,40850.0,20400.0,41800.0,20800.0,40100.0,20350.0,40500.0,20800.0,926982,1277563
2021-03-30,38585.87890625,20400.0,39700.0,20400.0,41950.0,20750.0,38950.0,20300.0,41700.0,20450.0,1135292,1025500
2021-03-31,39752.203125,20350.0,40900.0,20350.0,41650.0,20650.0,39250.0,20250.0,39700.0,20450.0,933510,813728
2021-04-01,39120.4453125,19900.0,40250.0,19900.0,41250.0,20600.0,40000.0,19800.0,40900.0,20400.0,365316,1831838
2021-04-02,38780.26953125,20050.0,39900.0,20050.0,40600.0,20250.0,39850.0,19900.0,40400.0,20000.0,293435,803521
2021-04-05,39800.8046875,20050.0,40950.0,20050.0,41300.0,20200.0,39900.0,19900.0,40000.0,20050.0,472086,870352
2021-04-06,39169.04296875,20100.0,40300.0,20100.0,41300.0,20400.0,39900.0,20050.0,41050.0,20200.0,295003,1218294
2021-04-07,38780.26953125,20200.0,39900.0,20200.0,40700.0,20450.0,39850.0,20050.0,40300.0,20100.0,303302,1029037
2021-04-08,38585.87890625,20100.0,39700.0,20100.0,40300.0,20500.0,39700.0,20100.0,40250.0,20350.0,359071,1282305
2021-04-09,38926.05859375,20050.0,40050.0,20050.0,40350.0,20350.0,39900.0,20050.0,40000.0,20100.0,291491,783889
2021-04-12,38780.26953125,19950.0,39900.0,19950.0,40400.0,20100.0,39700.0,19900.0,40250.0,20050.0,379774,894962
2021-04-13,39266.23828125,19950.0,40400.0,19950.0,40400.0,20250.0,39800.0,19900.0,40000.0,19950.0,355221,1017228
2021-04-14,40140.98046875,20000.0,41300.0,20000.0,42650.0,20150.0,40750.0,19950.0,41300.0,20000.0,1408478,742715
2021-04-15,39557.8203125,20300.0,40700.0,20300.0,41350.0,20500.0,40600.0,19950.0,41300.0,20050.0,304566,1800862
2021-04-16,39314.8359375,20450.0,40450.0,20450.0,41000.0,20850.0,40150.0,20400.0,40850.0,20550.0,318655,2037558
2021-04-19,39217.640625,20750.0,40350.0,20750.0,40550.0,21000.0,39950.0,20500.0,40300.0,20550.0,387789,1879554
2021-04-20,39557.8203125,21400.0,40700.0,21400.0,40750.0,22800.0,40300.0,20800.0,40450.0,20800.0,299498,11473068
2021-04-21,38342.8984375,20350.0,39450.0,20350.0,40800.0,21300.0,39300.0,20300.0,40700.0,21250.0,700217,5430329
2021-04-22,38926.05859375,20350.0,40050.0,20350.0,40100.0,20650.0,39500.0,20100.0,39700.0,20450.0,351193,2193353
2021-04-23,38780.26953125,20350.0,39900.0,20350.0,40150.0,20850.0,39500.0,20350.0,40050.0,20500.0,394646,2384665
2021-04-26,38585.87890625,20550.0,39700.0,20550.0,40150.0,20900.0,39650.0,20400.0,39950.0,20450.0,249971,1824715
2021-04-27,37759.734375,20650.0,38850.0,20650.0,39700.0,20700.0,38650.0,20400.0,39700.0,20600.0,479467,1315427
2021-04-28,36933.58984375,20450.0,38000.0,20450.0,39650.0,21200.0,38000.0,20400.0,38850.0,20800.0,422904,2300166
2021-04-29,36884.9921875,20450.0,37950.0,20450.0,38700.0,20850.0,37550.0,20300.0,38200.0,20500.0,208436,1390810
2021-04-30,37516.75,20150.0,38600.0,20150.0,38950.0,20650.0,37900.0,20100.0,38000.0,20500.0,198989,1355342
2021-05-03,36399.0234375,20200.0,37450.0,20200.0,38800.0,20750.0,37200.0,20100.0,38750.0,20250.0,322868,2002641
2021-05-04,36204.63671875,19350.0,37250.0,19350.0,37400.0,20300.0,36200.0,18750.0,37400.0,20200.0,391579,3726812
2021-05-06,38051.3125,19500.0,39150.0,19500.0,39500.0,19550.0,36800.0,19050.0,37050.0,19200.0,540969,1050752
2021-05-07,39120.4453125,20050.0,40250.0,20050.0,40600.0,20150.0,39100.0,19500.0,39600.0,19550.0,556561,1350818
2021-05-10,39363.4296875,20500.0,40500.0,20500.0,41000.0,20650.0,40150.0,20100.0,40750.0,20350.0,424796,1759265
2021-05-11,39266.23828125,21150.0,40400.0,21150.0,40950.0,21400.0,39700.0,20500.0,40350.0,20500.0,844385,4803940
2021-05-12,39606.4140625,20250.0,40750.0,20250.0,41750.0,21650.0,39650.0,20200.0,41000.0,21350.0,1201996,3478199
2021-05-13,41064.3203125,20100.0,42250.0,20100.0,43000.0,20550.0,39700.0,19800.0,39950.0,19800.0,1919085,1686459
2021-05-14,42036.25390625,20100.0,43250.0,20100.0,43750.0,20400.0,41700.0,20050.0,42700.0,20350.0,1074285,834428
2021-05-17,41210.109375,20250.0,42400.0,20250.0,44050.0,20550.0,42200.0,20100.0,43700.0,20350.0,704076,958892
2021-05-18,42813.8046875,20900.0,44050.0,20900.0,44700.0,20900.0,42500.0,20400.0,42800.0,20450.0,1124351,1542989
2021-05-20,41355.8984375,20700.0,42550.0,20700.0,43700.0,21150.0,42100.0,20500.0,43700.0,20950.0,534695,1371837
2021-05-21,41501.69140625,20800.0,42700.0,20800.0,43600.0,21700.0,42000.0,20450.0,43000.0,21000.0,491061,4235367
2021-05-24,42279.2421875,20200.0,43500.0,20200.0,45300.0,20900.0,42900.0,20050.0,45000.0,20900.0,1621726,1643562
2021-05-25,47576.29296875,20350.0,48950.0,20350.0,49300.0,20500.0,43500.0,20250.0,43900.0,20300.0,5914845,978271
2021-05-26,47673.48828125,21000.0,49050.0,21000.0,49750.0,21150.0,47700.0,20350.0,49200.0,20350.0,1815223,2381385
2021-05-27,45924.0,21150.0,47250.0,21150.0,49400.0,21400.0,47200.0,20850.0,49050.0,21050.0,995945,2247607
