date,time,open,high,low,close,qty,value,sign,jongchk,rate,
20230105,090100,71900,72200,71900,72200,4214,303,2,0,0.0,
20230105,090200,72100,72400,72000,72000,4042,0,2,0,0.0,
20230105,090300,72000,72100,72000,72000,3285,0,2,0,0.0,
20230105,090400,72100,72200,71900,71900,6409,0,2,0,0.0,
20230105,090500,71900,71900,71600,71700,3359,0,5,0,0.0,
20230105,090600,71700,71700,71200,71200,10199,0,5,0,0.0,
20230105,090700,71200,71400,71200,71400,2652,0,5,0,0.0,
20230105,090800,71400,71500,71000,71500,5816,0,5,0,0.0,
20230105,090900,71500,71700,71500,71600,2080,0,5,0,0.0,
20230105,091000,71700,71900,71700,71900,3456,0,2,0,0.0,
20230105,091100,71800,71900,71700,71800,1279,0,3,0,0.0,
20230105,091200,71700,71900,71700,71800,2478,0,3,0,0.0,
20230105,091300,71800,71900,71700,71800,2242,0,3,0,0.0,
20230105,091400,71900,72100,71800,72000,3709,0,2,0,0.0,
20230105,091500,72000,72200,72000,72100,3078,0,2,0,0.0,
20230105,091600,72200,72300,71900,71900,3423,0,2,0,0.0,
20230105,091700,71800,72000,71800,71900,2280,0,2,0,0.0,
20230105,091800,71900,71900,71800,71800,366,0,3,0,0.0,
20230105,091900,71900,72000,71600,71700,4580,0,5,0,0.0,
20230105,092000,71800,72000,71800,71800,1812,0,3,0,0.0,
20230105,092100,71800,72000,71800,71900,1252,0,2,0,0.0,
20230105,092200,71800,71900,71700,71800,1749,0,3,0,0.0,
20230105,092300,71800,71900,71800,71800,577,0,3,0,0.0,
20230105,092400,71900,71900,71700,71800,1526,0,3,0,0.0,
20230105,092500,71900,72100,71800,72100,4066,0,2,0,0.0,
20230105,092600,72100,72100,72000,72100,1075,0,2,0,0.0,
20230105,092700,72000,72000,71700,71700,2133,0,5,0,0.0,
20230105,092800,71700,71700,71300,71600,4027,0,5,0,0.0,
20230105,092900,71500,71600,71400,71600,1352,0,5,0,0.0,
20230105,093000,71500,71500,71400,71400,473,0,5,0,0.0,
20230105,093100,71500,71500,71300,71400,2561,0,5,0,0.0,
