date,time,open,high,low,close,qty,value,sign,jongchk,rate,
20230102,100100,74000,74900,74000,74800,24987,1858,2,0,0.0,
20230102,100200,74800,74800,74300,74400,6961,0,2,0,0.0,
20230102,100300,74400,74600,74400,74600,5900,0,2,0,0.0,
20230102,100400,74700,74800,74600,74700,3060,0,2,0,0.0,
20230102,100500,74700,75500,74700,75400,25436,0,2,0,0.0,
20230102,100600,75400,75400,75100,75300,9756,0,2,0,0.0,
20230102,100700,75300,75600,75300,75600,13228,0,2,0,0.0,
20230102,100800,75500,75800,75500,75800,8929,0,2,0,0.0,
20230102,100900,75800,75900,75500,75600,12128,0,2,0,0.0,
20230102,101000,75600,75700,75000,75100,10180,0,2,0,0.0,
20230102,101100,75200,75800,75200,75800,8414,0,2,0,0.0,
20230102,101200,75800,75800,75500,75700,10708,0,2,0,0.0,
20230102,101300,75600,75800,75600,75800,6546,0,2,0,0.0,
20230102,101400,75700,76000,75700,76000,14454,0,2,0,0.0,
20230102,101500,75900,76000,75600,75700,11477,0,2,0,0.0,
20230102,101600,75600,75700,75400,75400,8403,0,2,0,0.0,
20230102,101700,75500,75500,75100,75200,5810,0,2,0,0.0,
20230102,101800,75200,75500,75100,75400,4503,0,2,0,0.0,
20230102,101900,75400,75400,75000,75300,8704,0,2,0,0.0,
20230102,102000,75300,75300,74900,75000,6511,0,2,0,0.0,
20230102,102100,75100,75100,75000,75100,2021,0,2,0,0.0,
20230102,102200,75100,75200,75100,75200,3098,0,2,0,0.0,
20230102,102300,75200,75200,74800,75000,7180,0,2,0,0.0,
20230102,102400,74900,75000,74800,74900,9284,0,2,0,0.0,
20230102,102500,74900,74900,74800,74900,3014,0,2,0,0.0,
20230102,102600,74800,74900,74700,74800,3036,0,2,0,0.0,
20230102,102700,74700,74800,74600,74600,4656,0,2,0,0.0,
20230102,102800,74600,74700,74400,74400,7294,0,2,0,0.0,
20230102,102900,74400,74500,74300,74300,4826,0,2,0,0.0,
20230102,103000,74400,74400,73900,74200,12932,0,2,0,0.0,
20230102,103100,74300,74300,74100,74200,2904,0,2,0,0.0,
20230102,103200,74200,74200,74100,74200,2869,0,2,0,0.0,
20230102,103300,74200,74200,73700,73800,15239,0,2,0,0.0,
20230102,103400,73800,73800,73600,73700,4899,0,2,0,0.0,
20230102,103500,73600,74000,73600,74000,4461,0,2,0,0.0,
20230102,103600,74100,74100,73600,73800,11204,0,2,0,0.0,
20230102,103700,73800,73900,73700,73900,4809,0,2,0,0.0,
20230102,103800,73900,74000,73800,74000,2885,0,2,0,0.0,
20230102,103900,74000,74300,73900,74300,4188,0,2,0,0.0,
20230102,104000,74300,74600,74200,74400,8858,0,2,0,0.0,
20230102,104100,74500,74600,74300,74400,1824,0,2,0,0.0,
20230102,104200,74400,74400,74300,74400,478,0,2,0,0.0,
20230102,104300,74400,74400,74200,74300,1619,0,2,0,0.0,
20230102,104400,74300,74400,74300,74300,544,0,2,0,0.0,
20230102,104500,74300,74300,74100,74200,845,0,2,0,0.0,
20230102,104600,74100,74200,74100,74200,326,0,2,0,0.0,
20230102,104700,74200,74200,74100,74100,2105,0,2,0,0.0,
20230102,104800,74100,74200,74100,74200,197,0,2,0,0.0,
20230102,104900,74200,74300,74100,74200,817,0,2,0,0.0,
20230102,105000,74200,74300,74000,74000,3347,0,2,0,0.0,
20230102,105100,74200,74200,74000,74000,1608,0,2,0,0.0,
20230102,105200,74000,74000,73900,73900,461,0,2,0,0.0,
20230102,105300,74000,74100,73900,74000,2864,0,2,0,0.0,
20230102,105400,74000,74100,73800,73800,4533,0,2,0,0.0,
20230102,105500,73800,73900,73800,73900,2870,0,2,0,0.0,
20230102,105600,73900,74000,73900,73900,617,0,2,0,0.0,
20230102,105700,73900,74000,73800,73900,1120,0,2,0,0.0,
20230102,105800,73900,74200,73800,74100,3997,0,2,0,0.0,
20230102,105900,74100,74100,74000,74100,461,0,2,0,0.0,
20230102,110000,74100,74300,74100,74200,2981,0,2,0,0.0,
20230102,110100,74100,74400,74100,74300,2352,0,2,0,0.0,
20230102,110200,74300,74300,74200,74200,420,0,2,0,0.0,
20230102,110300,74200,74200,74100,74100,919,0,2,0,0.0,
20230102,110400,74100,74200,74100,74100,397,0,2,0,0.0,
20230102,110500,74200,74200,74100,74200,835,0,2,0,0.0,
20230102,110600,74100,74200,74100,74100,320,0,2,0,0.0,
20230102,110700,74200,74200,74100,74100,257,0,2,0,0.0,
20230102,110800,74200,74200,73900,73900,3046,0,2,0,0.0,
20230102,110900,73900,74000,73800,73900,1299,0,2,0,0.0,
20230102,111000,73900,74000,73800,73900,1440,0,2,0,0.0,
20230102,111100,73800,73800,73700,73700,4168,0,2,0,0.0,
20230102,111200,73700,73700,73600,73700,743,0,2,0,0.0,
20230102,111300,73700,73800,73600,73600,5909,0,3,0,0.0,
