date,time,open,high,low,close,qty,value,sign,jongchk,rate,
20230106,090100,66000,66500,66000,66300,11631,768,5,0,0.0,
20230106,090200,66100,66300,65800,66000,11250,0,5,0,0.0,
20230106,090300,66200,66500,66000,66400,8595,0,5,0,0.0,
20230106,090400,66400,66500,66200,66500,4965,0,5,0,0.0,
20230106,090500,66500,66600,66300,66600,2795,0,5,0,0.0,
20230106,090600,66500,66900,66500,66900,2122,0,2,0,0.0,
20230106,090700,66900,67300,66800,67200,5589,0,2,0,0.0,
20230106,090800,67200,67400,66800,66900,9288,0,2,0,0.0,
20230106,090900,67000,67200,66900,67100,1690,0,2,0,0.0,
20230106,091000,67100,67200,67000,67000,2584,0,2,0,0.0,
20230106,091100,67100,67200,67100,67200,1241,0,2,0,0.0,
20230106,091200,67100,67200,67000,67200,3121,0,2,0,0.0,
20230106,091300,67100,67500,67100,67400,4689,0,2,0,0.0,
20230106,091400,67500,67600,67400,67500,4779,0,2,0,0.0,
20230106,091500,67500,67500,67200,67500,6935,0,2,0,0.0,
20230106,091600,67500,67500,67200,67300,2701,0,2,0,0.0,
20230106,091700,67300,67300,66900,66900,6584,0,2,0,0.0,
20230106,091800,66900,67300,66800,67200,12829,0,2,0,0.0,
20230106,091900,67100,67400,66900,67100,8180,0,2,0,0.0,
20230106,092000,67100,67400,67100,67300,6347,0,2,0,0.0,
20230106,092100,67300,67400,67300,67300,1662,0,2,0,0.0,
20230106,092200,67300,67400,67200,67300,1624,0,2,0,0.0,
20230106,092300,67300,67400,67200,67300,813,0,2,0,0.0,
20230106,092400,67200,67300,67000,67200,3082,0,2,0,0.0,
20230106,092500,67100,67200,67000,67100,1702,0,2,0,0.0,
20230106,092600,67100,67100,67000,67100,1791,0,2,0,0.0,
20230106,092700,67100,67200,67100,67100,1543,0,2,0,0.0,
20230106,092800,67000,67100,67000,67000,1683,0,2,0,0.0,
20230106,092900,67000,67100,66900,67000,1737,0,2,0,0.0,
20230106,093000,67000,67000,66900,66900,1859,0,2,0,0.0,
20230106,093100,66800,66900,66600,66900,5473,0,2,0,0.0,
20230106,093200,66900,67100,66900,67100,3869,0,2,0,0.0,
20230106,093300,67100,67200,67000,67100,809,0,2,0,0.0,
20230106,093400,67200,67200,67100,67200,430,0,2,0,0.0,
20230106,093500,67200,67200,67100,67100,173,0,2,0,0.0,
20230106,093600,67200,67200,67100,67200,312,0,2,0,0.0,
20230106,093700,67200,67500,67200,67500,6996,0,2,0,0.0,
20230106,093800,67400,67500,67300,67400,755,0,2,0,0.0,
20230106,093900,67300,67400,67300,67300,750,0,2,0,0.0,
20230106,094000,67400,67400,67300,67400,339,0,2,0,0.0,
20230106,094100,67300,67400,67000,67100,3393,0,2,0,0.0,
20230106,094200,67100,67300,67100,67300,577,0,2,0,0.0,
20230106,094300,67200,67300,67200,67300,81,0,2,0,0.0,
20230106,094400,67300,67500,67200,67500,2414,0,2,0,0.0,
20230106,094500,67400,67500,67400,67400,610,0,2,0,0.0,
20230106,094600,67400,67700,67400,67700,4287,0,2,0,0.0,
20230106,094700,67700,67800,67600,67600,4973,0,2,0,0.0,
20230106,094800,67700,67900,67600,67900,4829,0,2,0,0.0,
20230106,094900,67800,68000,67700,67800,5997,0,2,0,0.0,
20230106,095000,67800,68000,67700,67900,1870,0,2,0,0.0,
20230106,095100,67900,68000,67800,67900,3829,0,2,0,0.0,
20230106,095200,68000,68000,67900,68000,2109,0,2,0,0.0,
20230106,095300,67900,68000,67800,67900,3694,0,2,0,0.0,
20230106,095400,67800,67900,67700,67800,2028,0,2,0,0.0,
20230106,095500,67800,67800,67700,67700,1281,0,2,0,0.0,
20230106,095600,67700,67700,67600,67700,286,0,2,0,0.0,
20230106,095700,67600,67700,67600,67700,270,0,2,0,0.0,
20230106,095800,67600,67700,67600,67700,679,0,2,0,0.0,
20230106,095900,67700,67700,67600,67700,981,0,2,0,0.0,
20230106,100000,67600,67700,67600,67700,1306,0,2,0,0.0,
20230106,100100,67700,67900,67700,67900,1862,0,2,0,0.0,
20230106,100200,68000,68100,68000,68100,3648,0,2,0,0.0,
20230106,100300,68100,68200,68000,68100,2905,0,2,0,0.0,
20230106,100400,68100,68100,67800,67900,5738,0,2,0,0.0,
20230106,100500,67900,68100,67900,67900,587,0,2,0,0.0,
20230106,100600,67900,68100,67900,68100,3726,0,2,0,0.0,
20230106,100700,68100,68100,68000,68100,827,0,2,0,0.0,
20230106,100800,68000,68100,68000,68100,326,0,2,0,0.0,
20230106,100900,68100,68100,68000,68100,1191,0,2,0,0.0,
20230106,101000,68100,68100,67800,67900,4310,0,2,0,0.0,
20230106,101100,67900,67900,67700,67700,2177,0,2,0,0.0,
20230106,101200,67800,67900,67700,67900,566,0,2,0,0.0,
20230106,101300,67800,67900,67800,67800,869,0,2,0,0.0,
20230106,101400,67800,67800,67700,67800,473,0,2,0,0.0,
20230106,101500,67800,67900,67700,67800,289,0,2,0,0.0,
20230106,101600,67800,68000,67800,67800,859,0,2,0,0.0,
20230106,101700,67800,67900,67700,67800,1589,0,2,0,0.0,
20230106,101800,67800,67800,67700,67700,201,0,2,0,0.0,
20230106,101900,67700,67800,67700,67800,598,0,2,0,0.0,
20230106,102000,67800,67800,67700,67800,286,0,2,0,0.0,
20230106,102100,67800,67800,67700,67700,959,0,2,0,0.0,
20230106,102200,67700,67800,67700,67700,414,0,2,0,0.0,
20230106,102300,67700,67800,67700,67700,1180,0,2,0,0.0,
20230106,102400,67700,67800,67700,67800,1047,0,2,0,0.0,
20230106,102500,67800,67900,67800,67900,428,0,2,0,0.0,
20230106,102600,67800,67800,67700,67700,522,0,2,0,0.0,
20230106,102700,67700,67700,67600,67700,1151,0,2,0,0.0,
20230106,102800,67600,67700,67500,67600,3647,0,2,0,0.0,
20230106,102900,67500,67600,67500,67500,288,0,2,0,0.0,
20230106,103000,67500,67600,67500,67600,682,0,2,0,0.0,
