text,sentiment
0,(-;,1
1,(;_;),-1
2,(^^),1
3,(^-^),1
4,(^^*,1
5,(^_^),1
6,(^_^;,-1
7,(^o^),1
8,(-_-),-1
9,(T_T),-1
10,(ㅡㅡ),-1
11,)-:,-1
12,*^^*,1
13,/^o^\,1
14,:(,1
15,:'-(,1
16,:-(,1
17,:),-1
18,:-),1
19,:/,-1
20,:|,1
21,:D,-1
22,:-D,-1
23,:p,0
24,:-P,-1
25,;,1
26,;),1
27,;-),1
28,;ㅅ;,-1
29,^///^,1
30,^^,1
31,^^//,1
32,^-^;,-1
33,^-^;;,-1
34,^-^;;;;;,-1
35,-_-^,-1
36,<3,1
37,=),1
38,8-),0
39,B-),0
40,XD,1
41,ㄱㅅ,1
42,ㄱㅇㄷ,1
43,가격이 싸다,1
44,가까스로,0
45,가까이 사귀어,1
46,가까이하다,1
47,가꾸러뜨리다,-1
48,가꾸러트리다,-1
49,가난,-2
50,가난뱅이,-2
51,가난살이,-2
52,가난살이하다,-2
53,가난설음,-2
54,가난에,-2
55,가난에 쪼들려서,-2
56,가난하게,-2
57,가난하고,-2
58,가난하고 어렵다,-2
59,가난하고 천한,-2
60,가난하다,-2
61,가난하여,-2
62,가난한,-2
63,가난한 데다가,-2
64,가난한 사람을,-2
65,가난히,-2
66,가년스럽다,-2
67,가념하다,-1
68,가녕스럽다,-2
69,가누기 어려워하다,-1
70,가누지 못하고,-2
71,가누지 못하다,-2
72,가누지 못할,-2
73,가누지 못할 정도로,-2
74,가누지 못함,-2
75,가눌 수 없게,-2
76,가눌 수 없을,-2
77,가눌 수 없이,-2
78,가능성이 늘어나다,2
79,가능성이 있다고,2
80,가능하다,2
81,가닐가닐하다,-1
82,가다듬어,1
83,가다듬어 수습하는,1
84,가다듬어 수습하다,1
85,가다듬어 정하다,1
86,가당찮다,-2
87,가당찮이,-2
88,가당히,1
89,가두거나,-1
90,가두거나 해치거나,-2
91,가드올려,-1
92,가뜬하게,1
93,가라앉다,0
94,가라앉지 않은,0
95,가라앉혀 바로잡다,1
96,가래,-1
97,가래 따위가,-1
98,가래가,-1
99,가래가 섞인,-1
100,가량맞고,-1
101,가량맞고 야살스러운,-1
102,가량맞고 야살스러움,-1
103,가려서 좋아하다,-1
104,가려운,-1
105,가려운 느낌이,-1
106,가려운 증상을,-1
107,가련하게,-1
108,가련하게 여기다,-1
109,가련하게 여김,-1
110,가련한,-1
111,가련한 듯하다,-1
112,가렵고,-1
113,가로막아서,-1
114,가로채서,-1
115,가로채어,-1
116,가르치며,1
117,가르침,1
118,가르침을 받아,0
119,가리지 못하다,-1
120,가리지 않고,0
121,가마득하다,-1
122,가만있지 못하고,-1
123,가망 없는,-1
124,가망이 없게,-2
125,가벼운 마음으로,1
126,가벼운 말이나,-1
127,가벼운 상처,-1
128,가벼운 슬픔,-1
129,가벼운 행동으로,-1
130,가볍게,-1
131,가볍게 까부는,-1
132,가볍게 까불다,-1
133,가볍게 쑤시듯,-1
134,가볍게 웃다,1
135,가볍게 채신없이,-1
136,가볍게 행동하거나,-1
137,가볍게 행동하는,-1
138,가볍게 행동하다,-1
139,가볍고,1
140,가볍고 보드랍게,1
141,가볍고 상쾌하다,2
142,가볍고 상쾌한,2
143,가볍고 시원하게,2
144,가볍고 편안하게,2
145,가볍고 환하게,2
146,가분가분,1
147,가분히,1
148,가뿐가뿐,1
149,가뿐가뿐하다,1
150,가뿐가뿐히,1
151,가뿐하게,1
152,가뿐하다,1
153,가뿐한,1
154,가뿐한 느낌,1
155,가뿐한 느낌이,1
156,가뿐히,1
157,가쁘게,-1
158,가쁘게 쉬다,-1
159,가쁘고,-1
160,가쁘고 거칠게,-1
161,가쁘고 급하게,-1
162,가쁜,-1
163,가쁜 증상,-1
164,가살스럽다,-1
165,가소롭게,-1
166,가소롭다,-1
167,가스 중독이나,-1
168,가슴 아파하다,-2
169,가슴 아파함,-2
170,가슴 아프게,-2
171,가슴 아프고,-2
172,가슴 아프다,-2
173,가슴속에 근심이나,-2
174,가슴앓이,-2
175,가슴앓이하다,-2
176,가슴이 갑갑할,-2
177,가슴이 괴롭거나,-2
178,가슴이 그득한,-2
179,가슴이 답답하고,-2
180,가슴이 답답하다,-2
181,가슴이 답답하며,-2
182,가슴이 답답하여,-1
183,가슴이 답답한,-1
184,가슴이 답답해진다,-1
185,가슴이 아프다,-2
186,가슴이 아픈,-2
187,가슴이 울렁거리는,-2
188,가슴이 울렁거리다,-2
189,가슴이 찢어질,-2
190,가습이 답답하고,-1
191,가엽다,-1
192,가엾게,-1
193,가엾게 여겨,-1
194,가엾게 여기다,-1
195,가엾고,-1
196,가엾고 불쌍하다,-2
197,가엾고 불쌍하여,-2
198,가엾고 불쌍한,-2
199,가엾고 불쌍함,-2
200,가엾고 애처롭다,-2
201,가엾다,-1
202,가운데에서 뛰어남,2
203,가위눌리다,-1
204,가음 아프고,-2
205,가장 거룩한,2
206,가장 뛰어나,2
207,가장 뛰어난,2
208,가장 올바르게,2
209,가장 좋은,2
210,가장 중요한,1
211,가증맞다,-1
212,가증스럽다,-1
213,가지런하게 하는,1
214,가지런하게 하다,1
215,가지런하다,1
216,가지런하지 아니하다,-1
217,가지런하지 아니한,-1
218,가짜,-2
219,가책이 되어,-1
220,가치,1
221,가치 없는,-2
222,가치 있는,2
223,가치 있다,2
224,가치가,1
225,가치가 없다,-2
226,가치가 없을,-2
227,가치가 없이,-2
228,가치가 있다,2
229,가치를 믿다,2
230,가치를 인정하다,2
231,가치보다 비싼,-1
232,가치없는,-2
233,가치있는,1
234,가치작거리는,-1
235,가치작거리는 모양,-1
236,가치작거리는 소리,-1
237,가탈스럽다,-1
238,가혹하게,-2
239,가혹하게 착취하여,-2
240,각근하지 못하여,-1
241,각별나다,1
242,각별하다,1
243,간 장애,-2
244,간 질환의,-1
245,간드러진,2
246,간드러진 느낌이,2
247,간사스럽게,-1
248,간사스럽게 행동하는,-1
249,간사스럽게 행동하다,-1
250,간사하고,-1
251,간사하다,-1
252,간사한,-1
253,간사한 사람이나,-1
254,간사한 짓을,-2
255,간섭받고,-1
256,간섭하거나,-1
257,간섭하거나 방해하여,-1
258,간섭하고,-1
259,간섭하다,-1
260,간섭하여,-1
261,간신히 짜내는,-1
262,간절하다,2
263,간지러워서,-1
264,간지럽게,-1
265,간지럽고,-1
266,간지럽고 자릿한,-1
267,간직하다,1
268,간직하지 아니하고,-1
269,간질,-1
270,간질간질하다,-1
271,간질간질한,-1
272,간질간질한 느낌,-1
273,간편하거나,2
274,간편하다,2
275,갈강병균이,-1
276,갈라서다,-1
277,갈라지는 피부병,-1
278,갈색굳음병,-1
279,갈증이 나고,-1
280,갈증이 심하게,-1
281,갈팡질팡,-1
282,갈팡질팡하다,-1
283,갈팡질팡하며,-1
284,갈피를 잡을 수 없다,-1
285,갈피를 잡지 못하고,-1
286,갈피를 잡지 못하고 이리저리 헤매는 모양,-1
287,갈피를 잡지 못하는,-1
288,갈피를 잡지 못하다,-1
289,감각이 둔하고,-1
290,감각이 마비되고,-1
291,감각적이다,1
292,감감히,-1
293,감개무량하다,2
294,감격,2
295,감격성,2
296,감격스럽다,2
297,감격스레,2
298,감격이,2
299,감격적,2
300,감격하다,2
301,감격하여,2
302,감금하여,-2
303,감기,-1
304,감기가,-1
305,감기가 들어,-1
306,감기나,-1
307,감기나 천식,-1
308,감기로,-1
309,감기로 인하여,-1
310,감당하다,1
311,감동,2
312,감동시킬,1
313,감동시킬 만한,1
314,감동을 받아,2
315,감동을 일으킬,2
316,감동을 주거나,2
317,감동이,2
318,감동이 되는,2
319,감동이나,2
320,감동이나 고마움을,2
321,감동하는,2
322,감동하다,2
323,감동하여,2
324,감동함,2
325,감명되다,2
326,감명적,2
327,감명하다,2
328,감모,1
329,감미롭다,2
330,감병,-1
331,감복하다,2
332,감복하여,2
333,감사,2
334,감사를 표하다,2
335,감사하는,2
336,감사하는 마음으로,2
337,감사하다,2
338,감싸고,1
339,감싸고 달래다,0
340,감옥,-1
341,감옥에,-1
342,감정 사납게,-1
343,감정을 건드려,-1
344,감정의 불화,-2
345,감정이 거칠어져,-1
346,감정이 북받쳐,1
347,감칠맛이 있을,2
348,감탄,2
349,감탄스러울,2
350,감탄스러울 때,2
351,감탄스럽다,2
352,감탄적으로,2
353,감탄하다,2
354,감탄할,2
355,감탄할 때,2
356,감회가 새롭거나,2
357,감회에 젖음,2
358,갑갑궁금하다,-1
359,갑갑하고 궁금하다,-1
360,갑갑하다,-1
361,갑갑한,-1
362,갑갑한 증상,-1
363,갑갑할,-1
364,갑갑할 정도로,-1
365,갑분띠,-1
366,갑분싸,-1
367,갑자기 게우는,-1
368,갑자기 놀라거나,-1
369,갑자기 놀라서,-1
370,갑자기 무섭거나,-1
371,갑자기 분별없이,-1
372,갑자기 서늘한,-1
373,갑자기 서늘한서늘한 느낌이,-1
374,갑자기 성을,-1
375,갑자기 소란스럽게,-1
376,갑자기 소름이,-1
377,갑자기 어지러워,-1
378,갑작스러워 두렵거나,-1
379,갑작스럽게 화를,-1
380,값을 매길 수 없을 만큼,2
381,값진,2
382,강간죄,-2
383,강개무량,-2
384,강개무량하다,-2
385,강구하다,0
386,강도가,-1
387,강등하여,-1
388,강렬하게,1
389,강박,-1
390,강박하여,-1
391,강세,1
392,강인하다,1
393,강인한,2
394,강제로,-1
395,강제로 누르는,-1
396,강제로 누르다,-2
397,강제로 누름,-2
398,강제로 빼앗는,-1
399,강제로 빼앗다,-1
400,강제로 빼앗아,-2
401,강제로 빼앗음,-1
402,강제로 요구하다,-1
403,강제적으로,-2
404,강추,2
405,강탈,-2
406,강탈하다,-2
407,강퇴,-1
408,강하게,1
409,강하게 만들다,2
410,강하게 하다,1
411,강하고,1
412,강하고 야무지게,2
413,강하고 야무지다,2
414,강하고 튼튼하게,2
415,강하다,1
416,강한 비판이나,-2
417,강한 충격을,-1
418,강화하다,1
419,갖지 아니하게,-1
420,갖추다,1
421,갖추지 못한,-1
422,같잖다,-1
423,같잖아서,-1
424,같잖아서 우스운,-1
425,같잖은,-1
426,같잖은 꼴로,-1
427,갚지 않다,-1
428,개가 무섭거나,-1
429,개가 아프거나,-1
430,개선,2
431,개선 방도를,2
432,개선하고,1
433,개선하다,2
434,개선함,2
435,개성,1
436,개성있는,1
437,개성있다,1
438,개운치 않거나,-1
439,개운하게,2
440,개운하고,2
441,개운하고 시원한,2
442,개운하고 홀가분해지다,2
443,개운하다,2
444,개운하지 않고,-1
445,개으름을,-1
446,개이득,2
447,개짓하다,-2
448,개회하다,0
449,갠소,1
450,갸륵한,1
451,갸륵한 데가,1
452,갸름하다,1
453,거꾸러뜨리다,-1
454,거꾸로 넘어지거나,-1
455,거두지 못한,-1
456,거드럭거드럭,-1
457,거드럭거리다,-1
458,거들먹거들먹,-1
459,거들먹거들먹하다,-1
460,거들먹거리다,-1
461,거들먹대다,-1
462,거들먹이다,-1
463,거듭 따뜻이,2
464,거듭 죄를,-1
465,거뜬하다,2
466,거래가 금지된,-1
467,거룩한,2
468,거룩한 모습,2
469,거룩한 사람,2
470,거리끼어,-1
471,거리낌 없이,1
472,거만스럽게,-2
473,거만을,-2
474,거만을 떠는,-2
475,거만을 떨다,-2
476,거만하게,-2
477,거만하게 행동하는,-2
478,거만하게 행동하다,-2
479,거만하고,-2
480,거만하다,-2
481,거만한,-1
482,거만한 태도로,-2
483,거무스름한 피고름이,-1
484,거볍게 까부는,-1
485,거볍게 성을,-1
486,거볍게 채신없이,-1
487,거볍게 행동하거나,-1
488,거볍게 행동하는,-1
489,거볍게 행동하다,-1
490,거볍고 온화하게,2
491,거부감,-2
492,거부감 없이,2
493,거부하거나,-2
494,거부하다,-1
495,거북스럽게,-2
496,거북스럽게 저는,-2
497,거북스럽게 절다,-2
498,거북하거나,-2
499,거북하거나 괴로움,-2
500,거북하거나 괴롭다,-2
501,거북하거나 더럽고,-2
502,거북하게,-2
503,거북하고,-2
504,거북하고 불편한,-2
505,거북하고 주체스럽게,-2
506,거북하다,-2
507,거북한,-2
508,거북한 모양,-2
509,거북한 상태로,-2
510,거북한 소리가,-2
511,거북할,-2
512,거북할 만큼,-2
513,거세고,-1
514,거세고 급하다,-1
515,거슬려,-1
516,거슬려 불쾌하다,-2
517,거슬리거나,-1
518,거슬리거나 마음이,-1
519,거슬리게,-1
520,거슬리게 싫다,-1
521,거슬리는,-1
522,거슬리는 느낌이,-1
523,거슬리다,-1
524,거슬림이 없이,2
525,거역하다,-1
526,거역함,-1
527,거의 없다,-1
528,거절하거나,-2
529,거절하거나 싫다는,-2
530,거절하다,-2
531,거짓,-2
532,거짓 없다,1
533,거짓말,-2
534,거짓말을,-1
535,거짓없다,1
536,거짓으로,-1
537,거짓으로 감정이나,-1
538,거짓으로 꾸며서,-1
539,거짓으로 꾸미는,-1
540,거짓으로 꾸미다,-1
541,거짓으로 꾸민,-1
542,거짓으로 속이다,-1
543,거짓으로 속임,-1
544,거짓을 버리고,2
545,거짓이 없고,2
546,거짓이 없다,2
547,거짓이 없이,2
548,거짓이나,-1
549,거추장스러워서,-1
550,거추장스러워서 거슬리거나,-1
551,거추장스럽거나,-1
552,거추장스럽거나 성가시어,-1
553,거추장스럽게,-1
554,거추장스럽게 걸리거나,-1
555,거추장스럽다,-1
556,거추장스레,-1
557,거치적거리는,-1
558,거치적거리는 소리,-1
559,거치적거치적,-1
560,거치적거치적하다,-1
561,거친,-2
562,거친 데가,-2
563,거친 말로,-2
564,거친 모양,-2
565,거친 목소리로,-2
566,거친 성질이나,-2
567,거친 소리가,-2
568,거칠거나 사납게,-2
569,거칠게,-2
570,거칠게 나는,-2
571,거칠게 된,-1
572,거칠게 말다툼하다,-2
573,거칠게 말함,-2
574,거칠게 몰아쉬는,-2
575,거칠게 몰아쉬다,-2
576,거칠게 소리가,-2
577,거칠게 쉬는,-2
578,거칠게 울려,-2
579,거칠게 일다,-2
580,거칠게 잇따라,-2
581,거칠게 행동하는,-1
582,거칠게 행동하다,-2
583,거칠고,-2
584,거칠고 가쁘게,-2
585,거칠고 격한,-2
586,거칠고 깔끄럽게,-2
587,거칠고 껄끄럽게,-2
588,거칠고 나쁘다,-2
589,거칠고 무뚝뚝하다,-2
590,거칠고 사나우며,-2
591,거칠고 세차다,-2
592,거칠고 심하다,-2
593,거칠고 험하게,-2
594,거칠고 험한,-2
595,거칠다,-2
596,거칠면서,-2
597,거칠면서 가쁘고,-2
598,거칠어져,-2
599,거침새가 없고,2
600,거침없이,1
601,거침이 없는,1
602,걱정,-2
603,걱정 같은,-1
604,걱정 따위로,-1
605,걱정 없이,2
606,걱정거리,-1
607,걱정과,-1
608,걱정과 근심,-1
609,걱정되거나,-1
610,걱정스러워서,-1
611,걱정스럽거나,-1
612,걱정스럽거나 조바심이,-1
613,걱정스럽다,-1
614,걱정으로,-1
615,걱정을,-1
616,걱정이,-1
617,걱정이 되거나,-1
618,걱정이 되는,-1
619,걱정이 되어,-1
620,걱정이 없고,2
621,걱정이 없는,1
622,걱정이나,-1
623,걱정이나 근심,-1
624,걱정이나 근심에,-1
625,걱정이나 언짢은,-2
626,걱정인 해를,-1
627,걱정하기는,-1
628,걱정하기는 하나,-1
629,걱정하는,-1
630,걱정하는 게,-1
631,걱정하다,-1
632,건강에 긍정적인,1
633,건강에 좋은,2
634,건강에 해로운,-2
635,건강하고,2
636,건강하고 온전하다,2
637,건강하고 온전한,2
638,건강하다,2
639,건강하여,2
640,건강하여 아름다운,2
641,건강하지 못하다,-1
642,건강한,2
643,건달처럼,-1
644,건둥건둥,1
645,건둥건둥하다,1
646,건둥반둥하다,-1
647,건드려 귀찮게,-1
648,건들거리고,-1
649,건들거리고 벙글거리며,-1
650,건들건들,-1
651,건들건들 지내다,-1
652,건들대다,-1
653,건망증이,-1
654,건망증이 심하며,-1
655,건방져,-2
656,건방지게,-2
657,건방지게 행동하다,-2
658,건방지네,-2
659,건방지다,-2
660,건방지며,-2
661,건방진,-1
662,건방짐,-2
663,건성 기침,-1
664,건성으로,-1
665,건성으로 묻다,-1
666,건장하다,2
667,건장한,2
668,건장한 모양,2
669,건전하고,2
670,건전하고 착실한,2
671,건전하지 못하고,-1
672,건전하지 못한,-1
673,건전하지 아니하게,-1
674,건전한,2
675,건전함,2
676,건정히,2
677,걷지 못하고,-1
678,걷지 못하는,-1
679,걸리거나,-1
680,걸리거나 막히는,-1
681,걸리다,-1
682,걸리적대다,-1
683,걸핏하면,-1
684,검사에 불합격한,-2
685,검소하다,1
686,검소한,2
687,검은 티끌이라는,-1
688,검질기게 구는,-1
689,검질기게 굴다,-1
690,겁,-1
691,겁나게,-1
692,겁나게 하기,-1
693,겁나다,-1
694,겁내다,-1
695,겁에,-1
696,겁에 지리다,-2
697,겁에 질려,-2
698,겁에 질려서,-2
699,겁에 질리거나,-2
700,겁을,-1
701,겁을 내거나,-1
702,겁을 내다,-1
703,겁을 먹거나,-1
704,겁을 먹어,-1
705,겁을 주며,-1
706,겁이 나거나,-1
707,겁이 나서,-1
708,겁이 많고,-2
709,겁이 많다,-2
710,겁이 많아,-2
711,겁이 많은,-2
712,겁이 많음,-2
713,겁자기 부서지거나,-1
714,겁쟁이,-2
715,것같이 아프다,-1
716,것보다 낫다,2
717,것을 샘하여,-1
718,것을 짓밟다,-1
719,것이 거북하거나,-1
720,것이 깨끗하고,2
721,것이 해결되어,2
722,겉만 그럴듯한,-1
723,겉면이 매끄럽고,1
724,겉모양의 아름다움과,1
725,겉치레,-1
726,게걸스럽게,-2
727,게걸스럽게 돌아다니는,-2
728,게걸스럽게 돌아다니다,-2
729,게우는,-1
730,게우는 소리,-1
731,게우는 소리가,-1
732,게울,-1
733,게울 듯이,-1
734,게워,-1
735,게워 내는,-1
736,게워 내다,-1
737,게으르거나,-1
738,게으르게,-1
739,게으르게 놀며,-1
740,게으르게 행동하는,-1
741,게으르게 행동하다,-1
742,게으르고,-1
743,게으르다,-1
744,게으름,-1
745,게으름을,-1
746,게으름을 피우며,-1
747,게으름이,-1
748,게으름이 나는,-1
749,게으름이나,-1
750,게으름이나 싫증,-1
751,게을러빠지다,-2
752,게을러터지다,-2
753,게을리하지 않고,2
754,겐트위한,-1
755,겨를이 없음,-1
756,겨우 빠듯하게,-1
757,겨우겨우,-1
758,겨우겨우 살기를,-1
759,겨운,-1
760,겨운 일에,-1
761,격노,-2
762,격노하다,-2
763,격동시키다,0
764,격려되다,1
765,격려하다,1
766,격분,-2
767,격분하다,-2
768,격식에 맞아,1
769,격식을 갖추지 않고,-1
770,격에 어울리지,-1
771,격하게,-2
772,격하게 되다,-2
773,격하다,0
774,격하시키다,-2
775,격한,-2
776,격한 감정이,-2
777,격한 기운이,-2
778,격한 느낌이,-2
779,겪거나 불쌍한,-1
780,견고하다,1
781,견디기 어렵게,-2
782,견디기가 어려울,-2
783,견디어 내다,1
784,견딜 수 없는,-2
785,견줄 수 없을 정도로,1
786,결기가,-1
787,결기가 나다,-1
788,결단성 없다,-1
789,결단성 없이,-1
790,결단성이 없고,-1
791,결단성이 없다,-1
792,결단을 못 내리는,-1
793,결딴날,-2
794,결딴날 듯이,-2
795,결막염,-1
796,결석,-2
797,결석하다,-2
798,결심 없이,-1
799,결점,-1
800,결점이 없도록,1
801,결정을 못하고,-1
802,결정하지 못하고,-1
803,결정하지 못하는,-1
804,결정하지 못하다,-1
805,결정하지 못함,-1
806,결핍,-2
807,결핍증,-2
808,결함,-1
809,결함을,-1
810,결함을 드러내어,-1
811,결함을 들추어,-1
812,결함을 풍자하였다,-1
813,결함이 없이,2
814,결함이 있다,-1
815,결함이나,-1
816,결함이나 잘못,-1
817,결함이나 잘못에,-1
818,결핵,-1
819,겸손하게,1
820,겸손하게 이르는,1
821,겸손하고,1
822,겸손하고 예의,2
823,겸손하고 예의 바른,2
824,겸손하다,2
825,겸손한,2
826,겸연쩍고,-1
827,겸연쩍다,-1
828,겹거나,-2
829,겹게,-2
830,겹게 여기다,-2
831,경건하다,2
832,경건한,1
833,경련,-1
834,경련을 일으키다,-2
835,경련이,-1
836,경련이 일어나,-2
837,경망스러우며,-1
838,경망스러우며 추잡하다,-2
839,경망스러운,-1
840,경망스러운 여자를,-1
841,경망스럽게,-1
842,경망스럽게 까부는,-1
843,경망스럽게 내어,-1
844,경망스럽게 내흔들거나,-2
845,경망스럽게 놀려,-1
846,경망스럽게 덤비며,-1
847,경망스럽게 떠벌리는,-1
848,경망스럽게 이리저리,-1
849,경망스럽게 추켰다,-1
850,경망스럽게 행동하는,-1
851,경망스럽게 행동하다,-1
852,경망스럽고,-1
853,경망스럽고 가볍게,-1
854,경망스럽고 방정맞은,-1
855,경망스럽다,-2
856,경망하게,-1
857,경망하게 행동하는,-1
858,경망하게 행동하다,-1
859,경망한,-1
860,경망한 짓,-1
861,경멸,-2
862,경멸하다,-2
863,경멸히,-2
864,경멸히 여겨,-2
865,경박스럽게,-1
866,경박스럽게 함부로,-2
867,경박하게,-1
868,경박하다,-1
869,경박한,-1
870,경박한 행동을,-1
871,경사스러운,2
872,경사스러운 일을,2
873,경상,-2
874,경솔하게,-1
875,경솔하게 까부는,-1
876,경솔하게 말하며,-1
877,경솔하게 행동하는,-1
878,경솔하게 행동하다,-1
879,경솔하게 행동하여,-1
880,경솔하고,-1
881,경솔하고 방정맞게,-2
882,경솔하다,-1
883,경솔한,-1
884,경솔한 모양,-1
885,경이로운,2
886,경이롭다,2
887,경치 좋은,2
888,경치가 뛰어나거나,2
889,경치가 맑고,2
890,경치가 아름다움을,2
891,경치가 아름답다,2
892,경치가 좋거나,2
893,경치도 좋음,2
894,경치를 즐기는,2
895,경쾌하다,2
896,경험이 많고,1
897,경험이 적거나,-1
898,경황이 없어,-1
899,계급을 올림,2
900,계급이 오름,2
901,계속 게워,-1
902,계속 공허하다,-1
903,계속 공허한,-1
904,계속 까부는,-1
905,계속 까불다,-1
906,계속 놀리다,-1
907,계속 다투다,-1
908,계속 떠들어,-1
909,계속 밉살스럽게,-1
910,계속 부정하다,-2
911,계속 불평을,-2
912,계속 서운하다,-1
913,계속 서운한,-1
914,계속 성을,-1
915,계속 아첨하는,-1
916,계속 어지럽고,-1
917,계속 쩔쩔매거나,-1
918,계속 토할,-1
919,계속 헤프게,-1
920,계속 흥겹게,2
921,고결 함,2
922,고결한 풍채를,2
923,고귀한,2
924,고귀한 사람,2
925,고급,2
926,고급스럽다,2
927,고급지다,2
928,고까워하는,-1
929,고까워하는 데가,-1
930,고까워하는 태도가,-1
931,고까워하는 태도를,-1
932,고난,-2
933,고단하다,-2
934,고단하여,-2
935,고달프다,-2
936,고도화,-2
937,고도화되다,-2
938,고되다,-2
939,고르고,2
940,고르고 반듯하게,2
941,고르고 야무지다,2
942,고르다,2
943,고르지 못하거나,-1
944,고르지 못한,-1
945,고르지 아니하게,-1
946,고르지 아니하고,-1
947,고르지 않고,-1
948,고름,-1
949,고름이 나오는,-1
950,고름이 생기는,-1
951,고름이 생기다,-1
952,고름집,-1
953,고리게,-1
954,고마운,2
955,고마운 마음,2
956,고마운 마음이,2
957,고마움,2
958,고마움을,2
959,고마움을 깊이,2
960,고마움을 나타내거나,2
961,고마움을 나타내는,2
962,고마워하다,2
963,고맙게,2
964,고맙게 베풀어,2
965,고맙게 여기는,2
966,고맙게 여기다,2
967,고맙게 여김,2
968,고맙다,2
969,고백,2
970,고부라지거나,0
971,고부라지거나 비틀어지며,0
972,고분고분하게,2
973,고분고분하고,2
974,고분고분하고 온순하게,2
975,고분고분하고 온순하다,2
976,고분고분하다,2
977,고분고분하지 못하고,-1
978,고비를,-1
979,고상하고,1
980,고상하다,2
981,고상한,2
982,고상한 기질과,2
983,고상한 남자,1
984,고상한 이야기,1
985,고상한 인품을,2
986,고상한 풍채,2
987,고생스러운,-2
988,고생을,-1
989,고생을 격다,-1
990,고생을 하다,-1
991,고생이나,-1
992,고생하거나,-1
993,고생하거나 두려워하여,-2
994,고생하다,-1
995,고성능,2
996,고소 공포증,-1
997,고약하게,-2
998,고약하다,-2
999,고약함,-2
1000,고약해서,-2
1001,고열,-1
1002,고열 따위로,-1
1003,고요하게,1
1004,고요하게 함,1
1005,고요하고,1
1006,고요하고 아름다운,2
1007,고요함,1
1008,고요해짐,1
1009,고운,2
1010,고운 빛깔,2
1011,고움,2
1012,고자질함,-1
1013,고작,-1
1014,고장나다,-1
1015,고지혈증,-1
1016,고질병,-1
1017,고집,-1
1018,고집스레,-1
1019,고집스레 싫다고,-1
1020,고집을,-1
1021,고집을 부리거나,-1
1022,고집을 부리는,-1
1023,고집을 부림,-1
1024,고집이,-1
1025,고집이 세어,-1
1026,고집이 센,-1
1027,고집이 있는,-1
1028,고쳐,1
1029,고쳐 세우다,1
1030,고쳐 지음,1
1031,고쳐 짓다,1
1032,고충,-2
1033,고치기 어려운,-1
1034,고치긱 어려운,-1
1035,고치다,1
1036,고치어 바로잡다,2
1037,고타분히,-1
1038,고통,-2
1039,고통스러운,-2
1040,고통스러운 상태,-2
1041,고통스러운 일이나,-2
1042,고통스럽거나,-2
1043,고통스럽게,-2
1044,고통스럽게 일함,-2
1045,고통스럽다,-2
1046,고통을,-2
1047,고통을 당하여,-2
1048,고통을 이른다,-2
1049,고통을 주다,-2
1050,고통을 주며,-2
1051,고통이,-2
1052,고통이 지속되는,-2
1053,고통이나,-2
1054,고통이나 곤란에,-2
1055,고통이나 시달림으로,-2
1056,고통이나 어려운,-2
1057,고통이라는,-2
1058,고통이라는 뜻으로,-2
1059,고품질,2
1060,고한,-2
1061,고함,-1
1062,고함을 지르면서,-1
1063,고혈압,-1
1064,곤궁하고,-2
1065,곤궁하다,-2
1066,곤궁하여,-1
1067,곤궁함,-1
1068,곤란에,-1
1069,곤란에 대하여,-1
1070,곤란이나,-1
1071,곤란이나 시련이,-1
1072,곤란하게,-1
1073,곤란하게 되다,-1
1074,곤란하다,-1
1075,곤란하여 지는,-1
1076,곤란한,-1
1077,곤란한 병,-1
1078,곤란한 사정을,-1
1079,곤란한 상태를,-1
1080,곤장으로 치던,-1
1081,곤혹스러운,-2
1082,곤혹스럽다,-2
1083,곧게,1
1084,곧게 되다,1
1085,곧고,1
1086,곧고 올바름,1
1087,곧다,1
1088,곧바르지 아니하고,-1
1089,곧잘 흥분하는,-1
1090,곧장 나아가다,1
1091,곧지 못하고,-1
1092,골골 앓아서,-2
1093,골나다,-2
1094,골똘하게,0
1095,골리는,-2
1096,골리는 짓,-2
1097,골이 나게,-2
1098,곪느라고,-1
1099,곪느라고 쑤시다,-1
1100,곯려 주다,-1
1101,곯리거나,-1
1102,곯아서,-1
1103,곯아서 물크러질,-1
1104,곯은,-1
1105,곯은 듯하다,-1
1106,곰살갑지 못하며,-1
1107,곰살궂지 못하고,-1
1108,곰팡내,-1
1109,곰팡이,-2
1110,곱거나,2
1111,곱게,2
1112,곱게 꾸며,2
1113,곱게 피어나는,2
1114,곱게 피어나다,2
1115,곱고,2
1116,곱고 바르며,2
1117,곱고 보드라운,2
1118,곱고 보드랍다,2
1119,곱고 아름답다,2
1120,곱다,2
1121,곱살스러우면서도,2
1122,곱살스러우면서도 트인,2
1123,곱살스럽게,2
1124,곱살스레,2
1125,곱실대다,-1
1126,곱절 용감하다,2
1127,곱지 아니하다,-1
1128,곱지 않고,-1
1129,곳에서 평안히,1
1130,공갈,-1
1131,공개적으로 비난하다,-2
1132,공격받다,-2
1133,공격하다,0
1134,공경의,2
1135,공경의 예를,2
1136,공경하는,2
1137,공경하는 마음으로,2
1138,공경하다,2
1139,공경하며,2
1140,공경하여,2
1141,공경하여 모시다,2
1142,공경할,2
1143,공경할 만하다,2
1144,공공연히 불법적으로,-1
1145,공교롭고,-1
1146,공교롭고 이상하다,-1
1147,공기가 상쾌하다,2
1148,공덕으로,2
1149,공덕을,2
