text,sentiment
6510,삐죽삐죽 투박한,-2
6511,삐죽이,-2
6512,ㅄ,-1
6513,ㅅㅂ,-1
6514,ㅅㅅ,1
6515,사건에 적극적으로,1
6516,사고가,0
6517,사고가 없다,1
6518,사고나,-1
6519,사고나 병,-1
6520,사고나다,-2
6521,사고를 당하여,-2
6522,사교적,1
6523,사교적이다,1
6524,사교적인,1
6525,사귀다,1
6526,사귀어,1
6527,사나우며,-1
6528,사나운,-1
6529,사나운 기색이,-1
6530,사나운 모양,-1
6531,사나운 사람,-1
6532,사나운 사람을,-1
6533,사나운 짐승,-1
6534,사나운 짓을,-1
6535,사납거나,-1
6536,사납거나 불길하다,-2
6537,사납게,-1
6538,사납게 되다,-1
6539,사납게 맞서서,-1
6540,사납게 성을,-1
6541,사납게 우는,-1
6542,사납게 울다,-1
6543,사납게 흘겨보는,-1
6544,사납고,-1
6545,사납고 무서운,-2
6546,사납다,-1
6547,사납던,-1
6548,사늘한,-1
6549,사늘한 기운이,-1
6550,사늘한 느낌이,-1
6551,사라져 없어짐,-1
6552,사람과 대립하는,-1
6553,사람다운,1
6554,사람답지 못함,-2
6555,사람됨이 야무지다,2
6556,사람됨이 좋은,2
6557,사람들과 어울려,2
6558,사람들이 시끄럽게,-1
6559,사람들이 어수선하게,-1
6560,사람에게 베풀거나,2
6561,사람을 감동시킬,2
6562,사람을 구원하다,2
6563,사람을 귀엽게,2
6564,사람을 낮잡아,-2
6565,사람을 내쫓아,-2
6566,사람을 몸져눕게,-2
6567,사람을 못살게,-2
6568,사람을 소중하게,2
6569,사람을 속이며,-2
6570,사람을 아끼고,2
6571,사람을 아끼어,2
6572,사람을 업신여기는,-2
6573,사람을 위협하거나,-2
6574,사람을 처벌하여,-2
6575,사람의 업적과,2
6576,사람의 죽음을,-2
6577,사람의 착함을,2
6578,사람이 병이나,-2
6579,사람이 섭섭하게,-1
6580,사람이 좋아하여,2
6581,사람이 죽어서,-2
6582,사람이나 짐승을 죽이다,-2
6583,사랑,2
6584,사랑겹다,2
6585,사랑과,1
6586,사랑과 은혜,2
6587,사랑과 은혜를,2
6588,사랑꾼,2
6589,사랑둥이,2
6590,사랑받고,2
6591,사랑받고 칭찬받다,2
6592,사랑받다,2
6593,사랑스러운,2
6594,사랑스러움,2
6595,사랑스럽거나,2
6596,사랑스럽거나 귀엽다,2
6597,사랑스럽게,2
6598,사랑스럽게 부르는,2
6599,사랑스럽게 이르는,2
6600,사랑스럽다,2
6601,사랑스레,2
6602,사랑으로,2
6603,사랑을,1
6604,사랑을 느낄,1
6605,사랑을 받는,2
6606,사랑을 받아,2
6607,사랑을 표현하는,1
6608,사랑의,2
6609,사랑의 마음,2
6610,사랑이,1
6611,사랑이 담긴,2
6612,사랑이다,2
6613,사랑하거나,2
6614,사랑하거나 끌리어서,2
6615,사랑하고,2
6616,사랑하고 소중히,2
6617,사랑하고 좋아함,2
6618,사랑하고 즐기는,2
6619,사랑하고 칭찬하다,2
6620,사랑하는,2
6621,사랑하는 마음,2
6622,사랑하는 사람,2
6623,사랑하는 태도를,1
6624,사랑하다,2
6625,사랑하여,2
6626,사랑함,2
6627,사랑해,2
6628,사로잡다,1
6629,사리를 밝혀,1
6630,사리를 분별할 여유가 없다,-1
6631,사리를 분별할 여유가 없이,-1
6632,사리에 맞게,2
6633,사리에 맞고,2
6634,사리에 밝고,1
6635,사리에 밝은,2
6636,사리에 밝음,2
6637,사리에 어긋나게,-2
6638,사리에 어두운,-2
6639,사리에 어두운 사람,-2
6640,사리에 어두워,-1
6641,사망하다,-2
6642,사멸하는,-2
6643,사멸하는 것,-2
6644,사모,2
6645,사모하다,2
6646,사모하여,2
6647,사모하여 동경함,2
6648,사모함,2
6649,사무치게 미워하는,-2
6650,사무치게 미워하다,-2
6651,사무치게 미워함,-2
6652,사물에 밝은,1
6653,사뿐사뿐하다,1
6654,사뿐하다,1
6655,사사로운 분노,-2
6656,사사로움이 없다,1
6657,사사로움이 없음,1
6658,사세난연,-2
6659,사세난연하다,-2
6660,사실을 긍정적으로,2
6661,사실을 날조하여,-1
6662,사실인 것처럼,-1
6663,사심없는,1
6664,사악하다,-2
6665,사악한,-2
6666,사악한 모의,-2
6667,사양하는,-1
6668,사양하는 모양,-1
6669,사이가 꽤 벌어져,-1
6670,사이가 꽤 벌어지는,-1
6671,사이가 꽤 벌어지다,-1
6672,사이가 끊어지고,-1
6673,사이가 뜬,-1
6674,사이가 뜬 상태로,-1
6675,사이가 벌어지게,-1
6676,사이가 벌어지는,-1
6677,사이가 벌어지다,-1
6678,사이가 소원하다,-1
6679,사이가 소원한,-1
6680,사이가 어그러지고,-1
6681,사이가 틀어져서,-1
6682,사이를 끊고,-1
6683,사이를 두다,-1
6684,사정없이 마구,-1
6685,사정없이 몰아쳐서,-1
6686,사정을 살피다,0
6687,사치,-1
6688,사치스러운,-2
6689,사치스럽다,-1
6690,사태가 복잡하여,-1
6691,사형에,-2
6692,사형에 처하다,-2
6693,사형에 처함,-2
6694,사형에 처해지다,-2
6695,사회가 혼란스럽고,-2
6696,사회의 발전이나,1
6697,삭는,-1
6698,삭막하다,-2
6699,산 교훈,1
6700,산뜻하거나,2
6701,산뜻하거나 뜨거우면서,1
6702,산뜻하게,2
6703,산뜻하게 느껴지는,2
6704,산뜻하게 생생히,2
6705,산뜻하게 싱싱히,2
6706,산뜻하고,2
6707,산뜻하고 뚜렷하여,2
6708,산뜻하고 부드러운,2
6709,산뜻하다,2
6710,산뜻하지 못하게,-1
6711,산뜻하지 못하고,-1
6712,산뜻하지 아니하고,-1
6713,산뜻하지 않게,-1
6714,산뜻한,1
6715,산후 질병,-1
6716,살가죽이 짓무르고,-1
6717,살갗이 갈라지는,-1
6718,살갗이 오그라들며,-1
6719,살그머니,1
6720,살그머니 웃는,1
6721,살그머니 웃다,1
6722,살기,-2
6723,살기 있고,-2
6724,살기 힘든,-2
6725,살려 주다,1
6726,살림이 넉넉한,2
6727,살림이 어렵고,-2
6728,살모넬라균에,-1
6729,살모넬라균에 오염된,-1
6730,살빛이 희고,1
6731,살아가는 지혜를,2
6732,살아나거나,1
6733,살아나거나 생겨나다,1
6734,살을 찌르는,-1
6735,살이 쪄,-1
6736,살이 쪄서,-1
6737,살이 찌고,-1
6738,살이 찌는,-1
6739,살이 찐,-1
6740,살인,-1
6741,살인자,-2
6742,살인죄,-2
6743,살인하다,-1
6744,살지 못하고,-2
6745,살짝 속여,-1
6746,살펴보지 않고,-1
6747,살피지 아니한,-1
6748,살해,-1
6749,살해되다,-2
6750,살해됨,-2
6751,살해됨을,-2
6752,살해하다,-2
6753,삼연히,0
6754,상긋,1
6755,상긋거리다,1
6756,상긋방긋하다,1
6757,상긋상긋,1
6758,상긋하다,1
6759,상냥하게,2
6760,상냥하게 행동하는,2
6761,상냥하게 행동하다,2
6762,상냥하고,2
6763,상냥하고 너그러운,2
6764,상냥하고 너그럽다,2
6765,상냥하고 보드라운,2
6766,상냥하고 보드랍다,2
6767,상냥하고 부드러운,2
6768,상냥하고 부드럽게,2
6769,상냥하고 부드럽다,2
6770,상냥하다,2
6771,상냥하면서,2
6772,상냥하면서 활발하다,2
6773,상냥하면서 활발한,2
6774,상냥한,2
6775,상냥함,2
6776,상당하다고,1
6777,상당한,1
6778,상당한 수준이나,1
6779,상당한 지식과,1
6780,상당히 차갑게,-1
6781,상당히 차갑다,-1
6782,상대를 몰아붙이듯이,-2
6783,상대를 이기다,1
6784,상대편을 위협하는,-2
6785,상서로운,1
6786,상서로운 날,1
6787,상서롭다,1
6788,상서롭지 못한,-2
6789,상스러운,-2
6790,상스러운 말,-2
6791,상스러운 말로,-2
6792,상스럽고,-2
6793,상스럽다,-2
6794,상습범,-2
6795,상승곡선,1
6796,상승세,1
6797,상승효과,1
6798,상실된,-1
6799,상실된 심리,-1
6800,상실한,-1
6801,상실한 상태를,-1
6802,상심,-2
6803,상심하다,-2
6804,상처,-2
6805,상처 따위가,-2
6806,상처가,-1
6807,상처가 많아,-2
6808,상처가 생기고,-2
6809,상처가 쓰리고,-2
6810,상처를,-2
6811,상처를 내다,-2
6812,상처를 내면,-2
6813,상처를 내어,-2
6814,상처를 입게,-2
6815,상처를 입다,-2
6816,상처를 입히다,-2
6817,상처를 입힘,-2
6818,상처를 입힘으로써,-2
6819,상처에서,-1
6820,상쾌하게,2
6821,상쾌하다,2
6822,상쾌하지 않고,-1
6823,상쾌한,2
6824,상쾌한 느낌,2
6825,상쾌한 마음으로,2
6826,상쾌한 몸의,2
6827,상쾌할,2
6828,상쾌할 때,2
6829,상쾌히,2
6830,상큼하다,1
6831,상태가 나쁘거나,-2
6832,상태를 부정하거나,-2
6833,상태를 부정하는,-2
6834,상태를 어지럽게,-2
6835,상태를 유지함,1
6836,상태에 시들해져서,-1
6837,상하거나,-2
6838,상하게,-2
6839,상하게 되다,-2
6840,상하게 하거나,-2
6841,상하게 하다,-2
6842,상하게 하여,-2
6843,상하고,-2
6844,상하다,-2
6845,상하여,-2
6846,상하지 아니하고,1
6847,상한,-2
6848,상한 데가,-2
6849,상함,-2
6850,상해서,-2
6851,상향하다,1
6852,상혼,-2
6853,상혼하다,-2
6854,새눈무늿병,-1
6855,새로운,1
6856,새로운 길에,1
6857,새로운 접근 방식,2
6858,새로워지다,1
6859,새롭게,1
6860,새롭게 고치다,1
6861,새롭지 못하고,-1
6862,새롭지 못하다,-1
6863,새실대다,1
6864,새파랗게 독이,-1
6865,색감이 밝고,1
6866,색다른,1
6867,색에 빠져,-1
6868,샐그러뜨리며,-1
6869,샐쭉,-1
6870,샐쭉거리다,-1
6871,샐쭉대다,-1
6872,샐쭉샐쭉하다,-1
6873,샐쭉하다,-1
6874,샘나다,-1
6875,샘바르고,-1
6876,샘바르고 시기하는,-1
6877,샘을,-1
6878,샘을 부리다,-1
6879,샘하는,-1
6880,샘하는 마음을,-1
6881,샘하는 마음이,-1
6882,샘하여,-1
6883,샘하여 미워하다,-2
6884,생각 따위가 좁고,-1
6885,생각 없이,-1
6886,생각이 모자라거나,-1
6887,생각이 모자라고,-1
6888,생각이 부족하여,-1
6889,생각이 아득하다,-2
6890,생각이 좁아,-1
6891,생각하고 그리워하다,1
6892,생각하고 그리워함,1
6893,생겨나다,1
6894,생글생글,1
6895,생글생글 웃으면서,1
6896,생긋,1
6897,생긋거리다,1
6898,생긋대다,1
6899,생긋방긋,1
6900,생긋방긋거리다,1
6901,생기 없이,-2
6902,생기 있게,1
6903,생기 있고,1
6904,생기 있는,1
6905,생기가,1
6906,생기가 없거나,-2
6907,생기가 없고,-2
6908,생기가 없는,-2
6909,생기가 없다,-2
6910,생기가 없어,-2
6911,생기가 없어져,-2
6912,생기가 없어지다,-2
6913,생기가 없이,-2
6914,생기가 있게,1
6915,생기가 있고,1
6916,생기가 있는,1
6917,생기가 있다,1
6918,생기가 적은,-1
6919,생기는 병,-1
6920,생기는 병의,-1
6921,생긴 병증으로,-1
6922,생김새가 아담하고,1
6923,생김새가 훤하고,2
6924,생동감이,1
6925,생생하게,1
6926,생생하게 보이는,1
6927,생생하고,1
6928,생생하고 산뜻하게,1
6929,생생하다,1
6930,생생하지 아니하고,-1
6931,생생한,1
6932,생생한 기운이,1
6933,생생히,1
6934,생활에 유용함을,1
6935,생활이 곤궁하여,-2
6936,생활이 넉넉하여,1
6937,생활이 원만하고,1
6938,생활이 즐겁고,2
6939,생활이 풍요로워지다,2
6940,서글서글한,2
6941,서글서글한 데가,2
6942,서글퍼지다,-2
6943,서글프다,-2
6944,서글픔,-2
6945,서글피,-2
6946,서늘하다,1
6947,서늘한,-1
6948,서늘한 기운,-1
6949,서늘한 느낌이,-1
6950,서두르며,-1
6951,서두르며 부산하게,-1
6952,서러운,-2
6953,서러운 마음,-2
6954,서러움,-2
6955,서러워하다,-2
6956,서러이,-2
6957,서럽게,-2
6958,서럽게 여기다,-2
6959,서럽다,-2
6960,서로 거칠게,-2
6961,서로 덤벼들어,-1
6962,서로 따지며,-1
6963,서로 맞지 않아,-1
6964,서로 사귀며,1
6965,서로 어긋나고,-1
6966,서로 정답고,2
6967,서로 정답다,2
6968,서로 친하다,1
6969,서로 협력함을,1
6970,서로 화답하며,1
6971,서먹거리다,-1
6972,서먹서먹하게,-1
6973,서먹서먹하게 되다,-1
6974,서먹서먹하게 행동하다,-1
6975,서먹서먹하다,-1
6976,서먹서먹한,-1
6977,서먹서먹한 모양,-1
6978,서분대다,-1
6979,서운감,-2
6980,서운하거나,-2
6981,서운하거나 불만스럽게,-2
6982,서운하게,-2
6983,서운하게 여기다,-2
6984,서운하고,-2
6985,서운하고 아깝다,-2
6986,서운하다,-2
6987,서운한,-2
6988,서운한 느낌,-2
6989,서운한 느낌이,-2
6990,서운한 모양,-2
6991,서운함,-2
6992,서운히,-2
6993,서정적인,1
6994,서투르거나,-1
6995,서투르게,-1
6996,서투르게 읽다,-1
6997,서투르게 휘청거리며,-1
6998,서투르고,-1
6999,서투르다,-1
7000,서투른,-1
7001,서투른 걸음으로,-1
7002,서투른 모양,-1
7003,서투른 사람,-1
7004,서투름,-1
7005,선득선득,-1
7006,선득선득하다,-1
7007,선뜻 내키지 않아,-2
7008,선뜻 행동하는,1
7009,선뜻 행동하다,1
7010,선량하다,1
7011,선량한,1
7012,선명하게,1
7013,선명하다,1
7014,선명하다는,1
7015,선명하다는 뜻으로,1
7016,선명하지 못하고,-1
7017,선명하지 못한,-1
7018,선명하지 아니하고,-1
7019,선명한,1
7020,선선한,1
7021,선선한 느낌이,1
7022,선업을,1
7023,선전하다,1
7024,선진적인,1
7025,선천적 기형으로,-1
7026,선하다,2
7027,선행을,2
7028,선행을 베푼,2
7029,선호하는,2
7030,선호하다,2
7031,설렁거리다,-1
7032,설렁대다,-1
7033,설렁설렁,-1
7034,설렁설렁하다,-1
7035,설레거나,1
7036,설레거나 움직이다,1
7037,설레게,1
7038,설레게 하는,1
7039,설레게 하다,1
7040,설레는,1
7041,설레는 모양,1
7042,설레다,1
7043,설레발,-1
7044,설레발치다,-1
7045,설레어,1
7046,설레이다,1
7047,설사,-1
7048,설사가,-1
7049,설사를,-1
7050,설사를 하는,-1
7051,설사를 하면서,-1
7052,설사의,-1
7053,설사의 하나,-1
7054,설사하는,-1
7055,설사하는 병,-1
7056,설움,-2
7057,설움에,-2
7058,설움에 겨워,-2
7059,설움으로,-2
7060,설움이,-2
7061,설움이 북받쳐,-2
7062,설친,-1
7063,설친 잠,-1
7064,섬기지 아니하여,-1
7065,섬뜩,-2
7066,섬뜩섬뜩,-2
7067,섬뜩섬뜩하다,-2
7068,섬뜩하다,-2
7069,섬세하게,1
7070,섬세하고,1
7071,섬약하여,-1
7072,섭섭이,-2
7073,섭섭하거나,-1
7074,섭섭하거나 불만스러운,-2
7075,섭섭하거나 불만스럽게,-2
7076,섭섭하거나 서운한,-2
7077,섭섭하게,-1
7078,섭섭하게 여겨져,-1
7079,섭섭하게 여겨질,-1
7080,섭섭하고,-1
7081,섭섭하고 언짢게,-2
7082,섭섭하고 언짢다,-2
7083,섭섭하다,-1
7084,섭섭한,-1
7085,섭섭한 느낌으로,-1
7086,섭섭한 느낌이,-1
7087,섭하다,-1
7088,성,0
7089,성가시게,-2
7090,성가시게 구는,-2
7091,성가시게 굴다,-2
7092,성가시게 달라붙어,-2
7093,성가시게 달라붙어서,-2
7094,성가시게 하는,-2
7095,성가시게 하다,-2
7096,성가시고,-2
7097,성가시고 귀찮게,-2
7098,성가시고 귀찮다,-2
7099,성가시다,-2
7100,성가시어,-2
7101,성가실,-2
7102,성가실 정도로,-2
7103,성격이 너그럽고,2
7104,성격이 사납고,-2
7105,성격이 온화하고,2
7106,성공,2
7107,성공적,2
7108,성공적이다,2
7109,성공하다,2
7110,성공하여,2
7111,성공한,2
7112,성과가,1
7113,성과가 있을,1
7114,성교,1
7115,성교 하다,1
7116,성글,2
7117,성글거리다,2
7118,성글고,2
7119,성글고 곱다,2
7120,성글다,-1
7121,성글대다,2
7122,성글벙글,2
7123,성글벙글거리다,2
7124,성글벙글대다,2
7125,성글벙글하다,2
7126,성글성글,2
7127,성글성글하다,2
7128,성글하다,2
7129,성급하게,-1
7130,성급하다,-1
7131,성급한,-1
7132,성기다,-1
7133,성나다,-2
7134,성난,-2
7135,성난 빛이,-2
7136,성난 얼굴로,-2
7137,성내다,-2
7138,성내어,-2
7139,성대하다,2
7140,성대한,2
7141,성립되는 죄,-2
7142,성립하는 범죄,-2
7143,성미가 급하고,-1
7144,성미가 급하여,-1
7145,성미가 매우 느리고,-2
7146,성미가 매우 무르고,-2
7147,성미를 부리고,-1
7148,성숙되다,1
7149,성숙하고,1
7150,성숙하고 발전하다,1
7151,성숙하다,1
7152,성숙한,2
7153,성실하지 못하고,-1
7154,성실한 마음이,2
7155,성을,0
7156,성을 내거나,-2
7157,성을 내는,-2
7158,성을 내다,-2
7159,성을 내며,-2
7160,성을 내어,-2
7161,성을 냄,-2
7162,성을 왈칵,-2
7163,성을 잘 내는,-2
7164,성을내다,-2
7165,성의 없이,-2
7166,성의가,1
7167,성의를 보이거나,1
7168,성의있다,2
7169,성이,0
7170,성이 나거나,-2
7171,성이 나다,-2
7172,성이 나서,-2
7173,성이 남,-2
7174,성이나서,-2
7175,성장되거나,1
7176,성장되거나 성숙되다,1
7177,성장되거나 성숙하다,1
7178,성적인 매력에,1
7179,성질나다,-2
7180,성질내다,-2
7181,성질부리다,-2
7182,성질이 거세고,-2
7183,성질이 거칠고,-2
7184,성질이 깐깐하여,-2
7185,성질이 깐작깐작하고,-2
7186,성질이 보드라우면서,1
7187,성질이 부드러우면서,1
7188,성질이 부드럽고,1
7189,성질이 악하고,-2
7190,성질이 음흉한,-2
7191,성취함을,2
7192,성품이 상냥하고,2
7193,성품이 좋은,2
7194,성품이 착하다,2
7195,성하고,0
7196,성하고 쇠함을,0
7197,성하다,1
7198,성해지다,1
7199,세계를 동경하고,1
7200,세계적인,1
7201,세력에 내리눌리다,-1
7202,세력이 없는,-2
7203,세련되고,2
7204,세련되고 깔끔해지다,2
7205,세련되고 아름다움,2
7206,세련되다,2
7207,세련되지 않고,-1
7208,세련된,2
7209,세련된 데서,2
7210,세련됨이 없이,-1
7211,세련미,1
7212,세상을 업신여기고,-2
7213,세상의 종말,-2
7214,세상이 망하는,-2
7215,세속의 때를,-2
7216,세운 공로에,1
7217,세월만 허비하는,-2
7218,세일,1
7219,세일하다,1
7220,세지 못하다,-1
7221,세차고,-1
7222,세차고 사납게,-1
7223,센 고집,-1
7224,센셰이셔널,1
7225,소갈병,-1
7226,소견이 얕은,-1
7227,소견이 좁은,-1
7228,소견이 좁은 사람을,-1
7229,소고집,-1
7230,소극적이다,-1
7231,소담스러운,2
7232,소담스러운 데가,2
7233,소동을,0
7234,소동을 일으키는,-2
7235,소동을 일으킴,-2
7236,소득,1
7237,소득이 있다,1
7238,소란스러운,-2
7239,소란스러운 소리가,-2
7240,소란스러운 형세,-2
7241,소란스러움,-2
7242,소란스럽게,-2
7243,소란스럽게 떠드는,-2
7244,소란스럽게 이리저리,-2
7245,소란스럽게 지르는,-2
7246,소란스럽고,-1
7247,소란스럽다,-2
7248,소란이,-2
7249,소란이 이는,-2
7250,소란하게,-2
7251,소란하게 떠벌리는,-2
7252,소란하게 함,-2
7253,소란하고,-2
7254,소란해지거나,-2
7255,소름,-2
7256,소름끼치는,-2
7257,소름이,-2
7258,소름이 끼치는,-2
7259,소름이 끼치다,-2
7260,소름이 끼치도록,-2
7261,소름이 끼칠,-2
7262,소름이 돋는,-2
7263,소리가 맑고,2
7264,소리가 맑고 은은하게,2
7265,소리가 요란하다,-1
7266,소망,1
7267,소문난 명성,2
7268,소복하게,1
7269,소스라치게,-2
7270,소외,-2
7271,소외감,-2
7272,소외되다,-2
7273,소용없다,-2
7274,소용없이,-2
7275,소용이 없음을,-2
7276,소원하다,-1
7277,소원한,-1
7278,소원한 모양,-1
7279,소음,-1
7280,소중하게,2
7281,소중하게 여겨,2
7282,소중하다,2
7283,소중한,2
7284,소중히,2
7285,소중히 대하다,2
7286,소중히 여기거나,2
7287,소중히 여기고,2
7288,소중히 여기는,2
7289,소중히 여기다,2
7290,소중히 여김,2
7291,소질과,1
7292,소탈하여,1
7293,소홀,-2
7294,소홀하게,-2
7295,소홀하다,-2
7296,소홀히,-2
7297,소홀히 여겨,-2
7298,소홀히 하거나,-2
7299,소화 불량,-1
7300,소화가 되지 아니하면서,-1
7301,소화되지 못하고,-1
7302,소화되지 아니하고,-1
7303,속되게,-2
7304,속되게 이르는,-2
7305,속박되다,-2
7306,속병이,-1
7307,속병이 나서,-1
7308,속상,-2
7309,속상하다,-2
7310,속셈이 음흉한,-2
7311,속아 넘어가게,-1
7312,속에 거슬리게,-1
7313,속에 답답하게,-1
7314,속에 병이,-1
7315,속여,-1
7316,속여 넘기게,-1
7317,속여 넘기는,-1
7318,속여 넘기다,-1
7319,속으로 불평스럽게,-2
7320,속으로는 멀리하다,-1
7321,속으로는 엉큼한,-1
7322,속으로만 언짢고,-2
7323,속을 썩이다,-2
7324,속을 썩임,-2
7325,속을 태우다,-2
7326,속을 태우며,-2
7327,속을 태움,-2
7328,속을 후련하게,1
7329,속이 거북하다,-2
7330,속이 거북한,-2
7331,속이 그득한,-1
7332,속이 깊다,2
7333,속이 깊지 못하고,-1
7334,속이 깐깐하고,-1
7335,속이 끓는,-2
7336,속이 느글거리는,-2
7337,속이 느글거리다,-2
7338,속이 느끼하다,-2
7339,속이 느끼해지는,-2
7340,속이 느끼해지다,-2
7341,속이 답답하고,-1
7342,속이 답답하다,-2
7343,속이 답답한,-2
7344,속이 답답함,-2
7345,속이 매스껍고,-2
7346,속이 매슥매슥하여,-2
7347,속이 메스꺼워,-2
7348,속이 메스껍고,-2
7349,속이 메슥메슥하여,-2
7350,속이 부글거리는,-2
7351,속이 부글거리다,-2
7352,속이 불편하거나,-2
7353,속이 빈,-1
7354,속이 상하거나,-2
7355,속이 상하고,-2
7356,속이 상하여,-2
7357,속이 상해서,-2
7358,속이 시원하고,2
7359,속이 쓰리고,-1
7360,속이 아픈,-2
7361,속이 언짢고,-2
7362,속이 엉큼하고,-1
7363,속이 울렁거리는,-2
7364,속이 울렁거리다,-2
7365,속이 좁다,-2
7366,속이 찌르듯이,-2
7367,속이 타,-1
7368,속이 타는,-2
7369,속이 타다,-1
7370,속이거나,-2
7371,속이고,-2
7372,속이고 배반하다,-2
7373,속이기,-2
7374,속이기 위하여,-2
7375,속이는,-2
7376,속이는 모양,-2
7377,속이다,-2
7378,속이려는,-2
7379,속이려는 모략,-2
7380,속이려는 짓을,-2
7381,속이며,-2
7382,속인다는,-2
7383,속인다는 뜻으로,-2
7384,속임,-2
7385,속임수,-2
7386,속절없다,-1
7387,속절없이,-1
7388,속죄,1
7389,속태,-2
7390,손가락이 없거나,-1
7391,손발이 굳어서,-1
7392,손발이 잘린,-1
7393,손발이 차며,-1
7394,손보아 고치다,1
7395,손부끄러이,-1
7396,손부끄럽다,-1
7397,손상되다,-2
7398,손상되어,-1
7399,손상된,-2
7400,손상을,-1
7401,손상을 끼치다,-2
7402,손상을 입음,-2
7403,손상을 입힘,-2
7404,손상이나,-1
7405,손상이나 치욕,-2
7406,손실이 생길,-2
7407,손으로 탐스럽게,1
7408,손해,-2
7409,손해 배상,-2
7410,손해가,-2
7411,손해가 되는,-2
7412,손해나,-2
7413,손해나 빚,-2
7414,손해를,-2
7415,손해를 끼치거나,-2
7416,손해를 끼치다,-2
7417,손해를 보거나,-2
7418,손해를 보다,-2
7419,손해를 보아서,-2
7420,손해를 봄,-2
7421,손해를 입다,-2
7422,손해의,-2
7423,솔직하다,2
7424,솔직한,2
7425,솜씨가 깨끗하고,2
7426,솜씨가 뛰어난,2
7427,솟아나는,1
7428,솟아나는 모양,1
7429,송구스럽거나,-2
7430,송구스럽거나 부끄러워서,-1
7431,송구스럽게,-2
7432,송구스럽게 망설이며,-2
7433,쇠멸하다,-2
7434,쇠약감,-1
7435,쇠약감 따위가,-1
7436,쇠약하다,-1
7437,쇠약한,-2
7438,쇠약한 데다,-2
7439,쇠약한 지경을,-1
7440,쇠약해져서,-2
7441,쇠약해지는,-2
7442,쇠약해지는 일,-2
7443,쇠약해지면서,-1
7444,쇠약해진,-2
7445,쇠약해진 사람을,-2
7446,쇠약해진 지경을,-2
7447,쇠잔하여,-2
7448,쇠퇴하여,-2
7449,쇠퇴하여 사멸하는,-2
7450,쇠퇴한,-2
7451,쇠퇴한 제도나,-2
7452,쇠하여지다,-2
7453,수고가,0
7454,수고가 되는,0
7455,수고하는,1
7456,수군덕수군덕하다,-1
7457,수긍하다,1
7458,수꼴,-1
7459,수더분하거나,0
7460,수더분하게,0
7461,수두,-1
7462,수령에게 기쁨을,1
7463,수막염,-1
7464,수면 부족,-1
7465,수면부족,-2
7466,수분이 부족하거나,-1
7467,수상쩍거나,-1
7468,수선,-1
7469,수선 부리기를,-1
7470,수선스러워,-1
7471,수선스럽게,-1
7472,수선스럽게 뒤끓는,-1
7473,수선스럽게 뒤끓다,-1
7474,수선스럽게 들끓다,-1
7475,수선스럽게 움직이다,-1
7476,수선스럽고,-1
7477,수선스럽다,-1
7478,수선을,-1
7479,수선을 부리다,-1
7480,수수하다,1
7481,수습하는,1
7482,수습하는 모양,1
7483,수습하다,1
7484,수요가 늘어나다,1
7485,수월하게,2
7486,수월하게 거침없이,2
7487,수월하다,2
7488,수익,1
7489,수익을,1
7490,수익을 거두게,2
7491,수익을 거두다,2
7492,수익을 거둠,2
7493,수준에 미치지 못한,-1
7494,수준에 미치지 못함,-1
7495,수준을 뛰어넘어,1
7496,수준이 낮다,-2
7497,수준이 낮은,-2
7498,수준이 높고,1
7499,수준이 매우 낮아지다,-2
7500,수준이어서 만족할,2
7501,수준이어서 만족할 만하다,2
7502,수줍다,0
7503,수줍음만,0
7504,수줍음만 타는,0
7505,수척하다,-2
7506,수치스러운,-2
7507,수치와,-2
7508,수치와 모욕을,-2
7509,수치플,-1
7510,수행의 공덕을,1
7511,수혜,1
7512,수혜자,1
7513,숙련된,1
7514,순간적으로 치미는,-2
7515,순결,2
7516,순결무구하다,1
7517,순결한 사랑,1
7518,순박하게,1
7519,순서상으로 앞선,1
7520,순수하게,1
7521,순수하게 되게,1
7522,순수하게 되다,1
7523,순수하게 됨,1
7524,순수하고,1
7525,순수하고 깨끗하며,2
7526,순수하고 깨끗한,2
7527,순수하고 바르게,2
7528,순수하고 바르다,2
7529,순수하고 올바르다,2
7530,순수하다,1
7531,순수한,1
7532,순수한 애정이나,1
7533,순수한 이익,2
7534,순수한 황금,2
7535,순수화,1
7536,순수화하다,1
7537,순순하다,1
7538,순순히,1
7539,순정파,1
7540,순정하다,1
7541,순조롭게,2
7542,순조롭게 되어,2
7543,순조롭게 진행되어,2
7544,순조롭게 하지 못하고,-2
7545,순조롭지 못하게,-2
7546,순조롭지 않거나,-2
7547,순종하는,1
7548,순종하는 모양,0
7549,순진하게,1
7550,순진하고 어리석은,-2
7551,순탄하게,1
7552,순탄하고,1
7553,순탄하고 원활하여,1
7554,순탄하지 못하고,-2
7555,순탄하지 않게,-2
7556,순탄하지 않다,-2
7557,순편하다,1
7558,순편히,1
7559,순하게,1
7560,순하게 되다,1
7561,순하고 어리석다,-2
7562,순하다,1
7563,순하지 않고,-2
7564,순한,1
7565,순한 모양,1
7566,순환의 장애로,-2
7567,술렁거리어,-1
7568,술렁거리어 뒤숭숭하게,-1
7569,술렁거리어 뒤숭숭하다,-1
7570,술렁거리어 뒤숭숭한,-1
7571,술렁거리어 뒤숭숭함,-1
7572,숨 막히듯이,-2
7573,숨 쉬기 어렵게,-1
7574,숨결이 밭고,-1
7575,숨김없이,1
7576,숨김없이 말하다,1
7577,숨김이 없이,1
