,날짜,시가,고가,저가,종가,거래량,거래대금,수정구분,수정비율,수정주가반영항목,수정비율반영거래대금,종가등락구분
1302,19890615,37100,38100,37000,38100,57750,70,0,0.00,0,0,2
1303,19890616,37900,37900,37200,37400,25890,32,0,0.00,0,0,5
1304,19890617,37400,37800,37000,37600,19620,24,0,0.00,0,0,2
1305,19890619,37800,38000,37000,37200,35600,43,0,0.00,0,0,5
1306,19890620,37500,38500,37300,37900,50670,62,0,0.00,0,0,2
1307,19890621,38000,38000,37600,37900,23860,29,0,0.00,0,0,3
1308,19890622,38000,38100,37600,37600,56150,69,0,0.00,0,0,5
1309,19890623,37900,37900,37300,37600,60310,74,0,0.00,0,0,3
1310,19890624,37600,37800,37500,37500,48370,59,0,0.00,0,0,5
1311,19890626,37700,37800,37000,37000,52220,64,0,0.00,0,0,5
1312,19890627,37000,37500,36800,37000,53000,64,0,0.00,0,0,3
1313,19890628,36800,37100,36600,36900,43720,52,0,0.00,0,0,5
1314,19890629,37200,37500,37000,37000,41810,51,0,0.00,0,0,2
1315,19890630,37100,37500,37100,37300,26590,32,0,0.00,0,0,2
1316,19890701,37200,37200,37000,37000,15270,18,0,0.00,0,0,5
1317,19890703,37000,37300,36800,36900,14150,17,0,0.00,0,0,5
1318,19890704,37100,37200,36500,37200,20220,24,0,0.00,0,0,2
1319,19890705,37200,37200,36700,37100,10500,13,0,0.00,0,0,5
1320,19890706,37100,37100,36600,36800,6890,8,0,0.00,0,0,5
1321,19890707,36700,37200,36600,37100,26560,32,0,0.00,0,0,2
1322,19890708,37000,37100,36800,37100,11560,14,0,0.00,0,0,3
1323,19890710,37300,37300,36800,37100,7020,8,0,0.00,0,0,3
1324,19890711,37400,38000,37300,37700,36820,45,0,0.00,0,0,2
1325,19890712,38000,38300,37900,38000,51230,63,0,0.00,0,0,2
1326,19890713,38000,38500,37900,38400,52830,66,0,0.00,0,0,2
1327,19890714,38000,38800,38000,38700,62680,78,0,0.00,0,0,2
1328,19890715,38900,40000,38900,40000,50070,64,0,0.00,0,0,2
1329,19890718,41200,41400,40200,41000,227220,302,0,0.00,0,0,2
1330,19890719,40500,40700,40000,40300,102590,135,0,0.00,0,0,5
1331,19890720,40500,41300,40500,41200,135790,180,0,0.00,0,0,2
1332,19890721,41600,41700,41000,41600,175840,237,0,0.00,0,0,2
1333,19890722,41600,41600,41200,41300,97820,132,0,0.00,0,0,5
1334,19890724,41600,41900,41300,41900,117260,159,0,0.00,0,0,2
1335,19890725,42300,43500,42300,43000,201790,280,0,0.00,0,0,2
1336,19890726,43300,44000,43000,43500,211100,298,0,0.00,0,0,2
1337,19890727,43500,44200,43000,43000,200510,284,0,0.00,0,0,5
1338,19890728,42800,43600,42500,42500,196830,275,0,0.00,0,0,5
1339,19890729,42700,42900,42200,42300,92230,128,0,0.00,0,0,5
1340,19890731,42200,42800,42000,42600,141490,195,0,0.00,0,0,2
1341,19890801,42900,43000,42600,42700,82220,114,0,0.00,0,0,2
1342,19890802,42400,43000,42300,42900,76850,106,0,0.00,0,0,2
1343,19890803,43100,43100,42800,43000,75540,106,0,0.00,0,0,2
1344,19890804,43000,43000,42600,42900,71710,100,0,0.00,0,0,5
1345,19890805,43000,43100,42700,42800,61180,85,0,0.00,0,0,5
1346,19890807,43300,43300,42700,42900,57370,80,0,0.00,0,0,2
1347,19890808,43000,43200,42800,43100,68770,96,0,0.00,0,0,2
1348,19890809,43400,44300,43400,44200,106640,152,0,0.00,0,0,2
1349,19890810,44600,45200,44200,45000,195340,284,0,0.00,0,0,2
1350,19890811,45000,46300,44800,45500,215040,317,0,0.00,0,0,2
1351,19890812,45600,47100,45600,47000,232110,348,0,0.00,0,0,2
1352,19890814,47600,48000,46700,47000,224870,346,0,0.00,0,0,3
1353,19890816,47200,47300,46500,46900,189850,290,0,0.00,0,0,5
1354,19890817,47300,47800,46900,47000,270670,416,0,0.00,0,0,2
1355,19890818,47300,47300,46600,46900,135680,207,0,0.00,0,0,5
1356,19890819,47500,47600,46700,47000,151040,232,0,0.00,0,0,2
1357,19890821,47100,47300,46800,46800,92840,142,0,0.00,0,0,5
1358,19890822,47000,48400,46800,48200,283770,438,0,0.00,0,0,2
1359,19890823,48700,49200,48300,48700,372450,590,0,0.00,0,0,2
1360,19890824,45000,46000,45000,46000,239920,354,0,0.00,0,0,5
1361,19890825,47000,47600,46900,46900,268870,412,0,0.00,0,0,2
1362,19890826,47300,48500,47300,48500,171700,267,0,0.00,0,0,2
1363,19890828,50000,50100,48600,49700,392920,633,0,0.00,0,0,2
1364,19890829,49500,49500,48600,49000,349410,559,0,0.00,0,0,5
1365,19890830,48500,49500,48000,48500,357480,565,0,0.00,0,0,5
1366,19890831,48000,48000,46900,47300,286250,443,0,0.00,0,0,5
1367,19890901,47700,48300,46800,47900,286750,444,0,0.00,0,0,2
1368,19890902,47600,49500,47500,49500,298970,469,0,0.00,0,0,2
1369,19890904,49900,50300,48500,49300,477710,769,0,0.00,0,0,5
1370,19890905,49000,50000,48800,50000,290720,466,0,0.00,0,0,2
1371,19890906,50400,50500,49000,49500,202780,329,0,0.00,0,0,5
1372,19890907,49500,49900,49100,49400,122760,197,0,0.00,0,0,5
1373,19890908,49600,49800,49300,49700,124490,201,0,0.00,0,0,2
1374,19890909,50000,50000,49500,49500,64260,104,0,0.00,0,0,5
1375,19890911,49300,49700,49300,49400,83550,41,0,0.00,0,0,5
1376,19890912,49500,50300,49300,49800,134080,67,0,0.00,0,0,2
1377,19890916,50000,50200,49500,49700,66960,33,0,0.00,0,0,5
1378,19890918,50000,50000,49600,49700,89430,45,0,0.00,0,0,3
1379,19890919,49700,49800,49500,49600,57180,28,0,0.00,0,0,5
1380,19890920,49200,49500,48600,48700,78970,39,0,0.00,0,0,5
1381,19890921,48400,49000,48100,48200,106620,52,0,0.00,0,0,5
1382,19890922,48400,48600,47900,48000,76240,37,0,0.00,0,0,5
1383,19890923,48200,48300,47600,47700,52250,25,0,0.00,0,0,5
1384,19890925,47500,47900,47000,47100,75690,36,0,0.00,0,0,5
1385,19890926,47500,47500,46300,46900,104900,49,0,0.00,0,0,5
1386,19890927,46900,48100,46500,47800,156200,74,0,0.00,0,0,2
1387,19890928,48400,48800,48000,48800,281360,136,0,0.00,0,0,2
1388,19890929,49100,49100,48100,48100,115540,56,0,0.00,0,0,5
1389,19890930,47900,47900,47500,47700,81570,39,0,0.00,0,0,5
1390,19891004,47700,47700,46900,46900,51380,24,0,0.00,0,0,5
1391,19891005,46800,47500,46600,47000,84150,40,0,0.00,0,0,2
1392,19891006,47000,47300,46600,47200,55410,26,0,0.00,0,0,2
1393,19891007,47400,47500,46700,46800,43670,21,0,0.00,0,0,5
1394,19891010,46500,46800,46400,46700,36070,17,0,0.00,0,0,5
1395,19891011,46900,47200,46600,47200,63680,30,0,0.00,0,0,2
1396,19891012,47300,47400,46900,47100,54510,26,0,0.00,0,0,5
1397,19891013,47300,47300,46900,47100,42060,20,0,0.00,0,0,3
1398,19891014,47100,47100,46800,47000,30340,14,0,0.00,0,0,5
1399,19891016,46800,46800,46500,46500,37370,17,0,0.00,0,0,5
1400,19891017,46500,46800,46200,46300,37260,17,0,0.00,0,0,5
1401,19891018,46300,46400,45500,45800,50890,23,0,0.00,0,0,5
1402,19891019,45500,45500,44500,45000,51660,23,0,0.00,0,0,5
1403,19891020,45000,45100,44000,44300,57030,25,0,0.00,0,0,5
1404,19891021,44000,44200,44000,44100,36180,16,0,0.00,0,0,5
1405,19891023,43700,44900,43700,44500,26830,12,0,0.00,0,0,2
1406,19891024,44500,45500,44500,45200,43420,20,0,0.00,0,0,2
1407,19891025,45000,45000,44600,44800,21740,10,0,0.00,0,0,5
1408,19891026,44600,44700,44400,44600,33170,15,0,0.00,0,0,5
1409,19891027,44600,44600,44200,44600,28100,12,0,0.00,0,0,3
1410,19891028,45000,45400,44900,45000,25940,12,0,0.00,0,0,2
1411,19891030,45000,45700,45000,45600,29960,14,0,0.00,0,0,2
1412,19891031,45400,45900,45000,45800,47830,22,0,0.00,0,0,2
1413,19891101,46200,46200,45700,45900,23520,11,0,0.00,0,0,2
1414,19891102,45300,46000,45300,45700,36660,17,0,0.00,0,0,5
1415,19891103,45700,46000,45700,45800,33360,15,0,0.00,0,0,2
1416,19891104,46000,46000,45100,45600,13010,6,0,0.00,0,0,5
1417,19891106,45800,45800,45100,45300,24980,11,0,0.00,0,0,5
1418,19891107,45300,45400,45000,45200,31160,14,0,0.00,0,0,5
1419,19891108,45400,45500,44700,45200,43240,20,0,0.00,0,0,3
1420,19891109,45200,46800,45100,46700,39870,18,0,0.00,0,0,2
1421,19891110,46700,47000,46000,46400,69840,33,0,0.00,0,0,5
1422,19891111,46500,46700,46100,46200,34970,16,0,0.00,0,0,5
1423,19891113,46200,47800,46000,46600,106150,49,0,0.00,0,0,2
1424,19891114,46500,47200,46100,46200,47830,22,0,0.00,0,0,5
1425,19891115,46300,46600,46200,46500,73830,34,0,0.00,0,0,2
1426,19891116,46600,46900,46600,46700,41790,20,0,0.00,0,0,2
1427,19891117,46700,46700,46000,46500,27040,13,0,0.00,0,0,5
1428,19891118,46300,46500,46000,46200,24140,11,0,0.00,0,0,5
1429,19891120,46000,46000,45300,45700,24930,11,0,0.00,0,0,5
1430,19891121,45500,45500,44800,44900,14450,7,0,0.00,0,0,5
1431,19891122,44800,45200,44300,45000,19860,9,0,0.00,0,0,2
1432,19891123,45000,45500,44800,44800,13540,6,0,0.00,0,0,5
1433,19891124,44700,45700,44500,45000,39540,18,0,0.00,0,0,2
1434,19891125,45100,45100,44700,45100,30710,14,0,0.00,0,0,2
1435,19891127,44800,45000,44600,44800,34940,16,0,0.00,0,0,5
1436,19891128,44800,45000,44400,44500,52530,23,0,0.00,0,0,5
1437,19891129,44400,45000,44200,44600,24820,11,0,0.00,0,0,2
1438,19891130,44500,45000,44300,44400,32240,14,0,0.00,0,0,5
1439,19891201,44600,44900,44200,44300,12460,6,0,0.00,0,0,5
1440,19891202,44300,44300,42800,43600,13660,6,0,0.00,0,0,5
1441,19891204,43600,43600,42600,42800,59520,26,0,0.00,0,0,5
1442,19891205,42700,42700,42100,42200,46450,20,0,0.00,0,0,5
1443,19891206,42100,42600,41300,41900,63610,27,0,0.00,0,0,5
1444,19891207,41900,42000,41500,41700,74860,31,0,0.00,0,0,5
1445,19891208,41500,42500,40600,41500,101480,42,0,0.00,0,0,5
1446,19891209,41300,41400,40800,41000,30190,12,0,0.00,0,0,5
1447,19891211,40700,41900,40600,41000,60000,25,0,0.00,0,0,3
1448,19891212,42600,42600,42600,42600,9920,4,0,0.00,0,0,2
1449,19891213,44200,44200,44200,44200,14500,6,0,0.00,0,0,2
1450,19891214,45800,45800,45300,45800,232790,107,0,0.00,0,0,2
1451,19891215,46000,46800,45100,46000,274400,127,0,0.00,0,0,2
1452,19891216,46900,46900,46000,46500,194400,90,0,0.00,0,0,2
1453,19891218,46700,46800,46000,46400,138140,64,0,0.00,0,0,5
1454,19891219,46600,46700,45800,46700,202380,94,0,0.00,0,0,2
1455,19891220,46900,47000,46100,46900,270520,127,0,0.00,0,0,2
1456,19891221,46900,47100,46400,47000,224550,105,0,0.00,0,0,2
1457,19891222,47100,47100,46300,47000,305050,143,0,0.00,0,0,3
1458,19891223,47000,47000,46600,46600,216630,102,0,0.00,0,0,5
1459,19891226,46600,46600,45300,45300,103070,48,0,0.00,0,0,5
1460,19900103,44000,45000,43200,44800,26240,12,0,0.00,0,0,5
1461,19900104,45000,45800,44800,45300,41900,19,0,0.00,0,0,2
1462,19900105,45000,45300,44300,44300,27400,12,0,0.00,0,0,5
1463,19900106,44800,45000,44500,44500,26380,12,0,0.00,0,0,2
1464,19900108,44500,44900,44000,44000,14790,7,0,0.00,0,0,5
1465,19900109,44500,44500,43500,44300,31250,14,0,0.00,0,0,2
1466,19900110,44300,44300,43800,43800,27820,12,0,0.00,0,0,5
1467,19900111,43800,43800,43200,43200,46610,20,0,0.00,0,0,5
1468,19900112,43300,43400,42900,43400,51580,22,0,0.00,0,0,2
1469,19900113,43200,43200,42900,43000,21860,9,0,0.00,0,0,5
1470,19900115,42700,42800,42200,42300,38330,16,0,0.00,0,0,5
1471,19900116,42300,42300,41400,42300,31830,13,0,0.00,0,0,3
1472,19900117,42200,42200,41800,41800,26060,11,0,0.00,0,0,5
1473,19900118,42000,42300,41500,41800,24970,10,0,0.00,0,0,3
1474,19900119,41800,41800,41300,41300,35810,15,0,0.00,0,0,5
1475,19900120,41200,41500,41000,41400,28100,12,0,0.00,0,0,2
1476,19900122,42000,42900,41800,42900,50080,21,0,0.00,0,0,2
1477,19900123,42900,43800,42800,42900,61580,27,0,0.00,0,0,3
1478,19900124,43500,43700,43400,43600,51840,23,0,0.00,0,0,2
1479,19900125,44000,44000,43600,43700,55370,24,0,0.00,0,0,2
1480,19900129,43600,43900,43300,43500,43820,19,0,0.00,0,0,5
1481,19900130,43600,43600,42500,43000,69720,30,0,0.00,0,0,5
1482,19900131,42400,43000,42400,42800,47050,20,0,0.00,0,0,5
1483,19900201,42500,42500,42100,42400,34470,15,0,0.00,0,0,5
1484,19900202,42100,42300,41700,41700,25630,11,0,0.00,0,0,5
1485,19900203,41500,41700,41300,41500,30620,13,0,0.00,0,0,5
1486,19900205,41500,41800,41500,41700,25500,11,0,0.00,0,0,2
1487,19900206,41900,43000,41900,43000,40070,17,0,0.00,0,0,2
1488,19900207,43000,43600,42600,43000,60290,26,0,0.00,0,0,3
1489,19900208,43000,43500,42700,43400,70000,30,0,0.00,0,0,2
1490,19900209,43600,43800,43000,43400,55720,24,0,0.00,0,0,3
1491,19900210,43300,43300,43000,43100,20940,9,0,0.00,0,0,5
1492,19900212,42900,43300,42800,42900,30770,13,0,0.00,0,0,5
1493,19900213,42700,42800,42200,42200,14160,6,0,0.00,0,0,5
1494,19900214,42200,42600,42200,42500,23050,10,0,0.00,0,0,2
1495,19900215,43800,44100,43300,44100,96550,42,0,0.00,0,0,2
1496,19900216,44600,44900,44200,44300,129400,58,0,0.00,0,0,2
1497,19900217,44500,44600,44000,44000,46230,20,0,0.00,0,0,5
1498,19900219,43800,45400,43600,44300,103140,46,0,0.00,0,0,2
1499,19900220,44600,44800,44400,44500,39090,17,0,0.00,0,0,2
1500,19900221,44600,44700,44000,44000,29620,13,0,0.00,0,0,5
1501,19900222,43900,44500,43900,44000,40890,18,0,0.00,0,0,3
1502,19900223,44400,44400,43900,43900,38790,17,0,0.00,0,0,5
1503,19900224,44000,44000,43600,43800,17620,8,0,0.00,0,0,5
1504,19900226,43600,43800,43100,43100,33960,15,0,0.00,0,0,5
1505,19900227,43000,44400,42900,43900,28470,12,0,0.00,0,0,2
1506,19900228,43800,44200,43200,43500,28890,13,0,0.00,0,0,5
1507,19900302,44000,45000,43800,44100,98990,44,0,0.00,0,0,2
1508,19900303,44000,44000,43700,43800,21870,10,0,0.00,0,0,5
1509,19900305,43800,44100,43500,43500,24820,11,0,0.00,0,0,5
1510,19900306,43300,44000,43300,43700,48090,21,0,0.00,0,0,2
1511,19900307,44000,44000,43400,43500,30540,13,0,0.00,0,0,5
1512,19900308,43400,44000,43400,43400,25740,11,0,0.00,0,0,5
1513,19900309,43700,43700,43100,43400,27950,12,0,0.00,0,0,3
1514,19900312,43400,43600,43100,43200,29870,13,0,0.00,0,0,5
1515,19900313,43100,43200,42800,42800,28780,12,0,0.00,0,0,5
1516,19900314,42700,43100,42400,42800,25250,11,0,0.00,0,0,3
1517,19900315,42800,42800,42500,42600,21590,9,0,0.00,0,0,5
1518,19900316,42700,43300,42600,43000,45270,19,0,0.00,0,0,2
1519,19900317,43000,43100,42800,43100,22310,10,0,0.00,0,0,2
1520,19900319,43200,43600,43000,43200,23710,10,0,0.00,0,0,2
1521,19900320,43800,44800,43600,44600,109990,48,0,0.00,0,0,2
1522,19900321,44800,45000,44200,44700,98920,44,0,0.00,0,0,2
1523,19900322,44600,44900,44300,44700,64400,29,0,0.00,0,0,3
1524,19900323,44700,44900,44200,44900,69550,31,0,0.00,0,0,2
1525,19900324,44800,44800,44300,44400,1450510,646,0,0.00,0,0,5
1526,19900326,44400,44500,44000,44100,32860,15,0,0.00,0,0,5
1527,19900327,44300,44300,43800,43800,46120,20,0,0.00,0,0,5
1528,19900328,43800,44000,43300,43300,64360,28,0,0.00,0,0,5
1529,19900329,43400,44000,43400,43700,38650,17,0,0.00,0,0,2
1530,19900330,43800,45300,43800,45300,57810,26,0,0.00,0,0,2
1531,19900331,45400,46000,44900,45700,111870,51,0,0.00,0,0,2
1532,19900402,45600,45700,45100,45300,39060,18,0,0.00,0,0,5
1533,19900403,45100,45300,44700,45200,22080,10,0,0.00,0,0,5
1534,19900404,45200,45300,44200,44900,27240,12,0,0.00,0,0,5
1535,19900406,44900,44900,44300,44400,17060,8,0,0.00,0,0,5
1536,19900407,44400,44600,44300,44500,17440,8,0,0.00,0,0,2
1537,19900409,44300,44700,44300,44400,27540,12,0,0.00,0,0,5
1538,19900410,44200,44300,43800,44000,23880,11,0,0.00,0,0,5
1539,19900411,44000,44500,43800,44300,23020,10,0,0.00,0,0,2
1540,19900412,44500,44500,43800,43900,7920,3,0,0.00,0,0,5
1541,19900413,43600,43900,43300,43800,27780,12,0,0.00,0,0,5
1542,19900414,43700,43700,43100,43300,12420,5,0,0.00,0,0,5
1543,19900416,43200,43400,42500,42600,31380,14,0,0.00,0,0,5
1544,19900417,42400,43200,42000,43200,28090,12,0,0.00,0,0,2
1545,19900418,43000,43300,42000,42700,16650,7,0,0.00,0,0,5
1546,19900419,42500,42800,41500,41500,21750,9,0,0.00,0,0,5
1547,19900420,41500,42000,40100,40100,25720,11,0,0.00,0,0,5
1548,19900421,40100,41000,40100,40800,21080,9,0,0.00,0,0,2
1549,19900423,40800,41100,40500,40700,15610,6,0,0.00,0,0,5
1550,19900424,40800,41200,40700,40700,12520,5,0,0.00,0,0,3
1551,19900425,40700,40900,40000,40100,15710,6,0,0.00,0,0,5
1552,19900426,39800,39800,38500,38500,23170,9,0,0.00,0,0,5
1553,19900427,38500,39500,38300,39300,25380,10,0,0.00,0,0,2
1554,19900428,38900,38900,38000,38000,7970,3,0,0.00,0,0,5
1555,19900430,36700,37100,36700,36700,14060,5,0,0.00,0,0,5
1556,19900501,36000,38000,36000,38000,24660,9,0,0.00,0,0,2
1557,19900503,39300,39300,39000,39300,4840,2,0,0.00,0,0,2
1558,19900504,40600,40600,40100,40600,51100,21,0,0.00,0,0,2
1559,19900507,41000,41800,40600,40600,26520,11,0,0.00,0,0,3
1560,19900508,40100,41100,40100,40200,19720,8,0,0.00,0,0,5
1561,19900509,40000,40900,39700,40200,43830,18,0,0.00,0,0,3
1562,19900510,40300,40300,39300,39500,19690,8,0,0.00,0,0,5
1563,19900511,39200,39400,38200,38500,20840,8,0,0.00,0,0,5
1564,19900512,38700,38800,38000,38200,27010,10,0,0.00,0,0,5
1565,19900514,37900,38100,37000,37500,27600,10,0,0.00,0,0,5
1566,19900515,37000,37000,36300,36800,20490,8,0,0.00,0,0,5
1567,19900516,37100,38100,37100,38100,17810,7,0,0.00,0,0,2
1568,19900517,39000,39400,38400,38800,27590,11,0,0.00,0,0,2
1569,19900518,38400,39200,38400,39100,32890,13,0,0.00,0,0,2
1570,19900519,39000,39500,39000,39100,13890,5,0,0.00,0,0,3
1571,19900521,39100,39500,38800,39300,10950,4,0,0.00,0,0,2
1572,19900522,39600,40300,39600,40100,24670,10,0,0.00,0,0,2
1573,19900523,40200,40600,40000,40500,22910,9,0,0.00,0,0,2
1574,19900524,40200,40600,40200,40500,15970,6,0,0.00,0,0,3
1575,19900525,40500,41000,40500,40800,18880,8,0,0.00,0,0,2
1576,19900526,41000,41000,40300,40700,12470,5,0,0.00,0,0,5
1577,19900528,40700,40700,39800,39800,10660,4,0,0.00,0,0,5
1578,19900529,40200,40200,39600,40000,7920,3,0,0.00,0,0,2
1579,19900530,39900,41200,39700,40600,17840,7,0,0.00,0,0,2
1580,19900531,40800,41200,40800,40800,25520,10,0,0.00,0,0,2
1581,19900601,42400,42400,42400,42400,22720,10,0,0.00,0,0,2
1582,19900602,44000,44000,43000,44000,91690,40,0,0.00,0,0,2
1583,19900604,44000,44500,43700,44000,69680,31,0,0.00,0,0,3
1584,19900605,44000,44000,43100,43600,56940,25,0,0.00,0,0,5
1585,19900607,43500,43700,43200,43500,49610,22,0,0.00,0,0,5
1586,19900608,43200,43600,43200,43600,55260,24,0,0.00,0,0,2
1587,19900609,43300,43500,43000,43400,20840,9,0,0.00,0,0,5
1588,19900611,43200,43200,42500,42500,17220,7,0,0.00,0,0,5
1589,19900612,42300,42700,42000,42700,24870,11,0,0.00,0,0,2
1590,19900613,42500,42500,42000,42300,36020,15,0,0.00,0,0,5
1591,19900614,42200,42200,41600,41600,13410,6,0,0.00,0,0,5
1592,19900615,41600,41700,41300,41600,36720,15,0,0.00,0,0,3
1593,19900616,41500,41600,41200,41600,26750,11,0,0.00,0,0,3
1594,19900618,41300,41300,40600,40600,16450,7,0,0.00,0,0,5
1595,19900619,40100,41500,39800,40200,33660,14,0,0.00,0,0,5
1596,19900620,40000,40500,39900,39900,21290,9,0,0.00,0,0,5
1597,19900621,39900,40300,39900,39900,18520,7,0,0.00,0,0,3
1598,19900622,40100,40200,39800,40000,39100,16,0,0.00,0,0,2
1599,19900623,40100,40300,40100,40200,13390,5,0,0.00,0,0,2
1600,19900625,40200,40200,39800,40200,28240,11,0,0.00,0,0,3
1601,19900626,40200,40200,39600,40000,37360,15,0,0.00,0,0,5
1602,19900627,40000,40000,39600,39600,22890,9,0,0.00,0,0,5
1603,19900628,39600,39900,39300,39700,40880,16,0,0.00,0,0,2
1604,19900629,39500,39600,39000,39500,15690,6,0,0.00,0,0,5
1605,19900630,39000,39500,38800,39000,17820,7,0,0.00,0,0,5
1606,19900702,39100,39300,39000,39300,13690,5,0,0.00,0,0,2
1607,19900703,39500,40600,39500,40600,9290,4,0,0.00,0,0,2
1608,19900704,40900,41000,40000,40100,30590,12,0,0.00,0,0,5
1609,19900705,39800,40200,39500,39500,20620,8,0,0.00,0,0,5
1610,19900706,39600,39800,39300,39300,6520,3,0,0.00,0,0,5
1611,19900707,39300,39500,39000,39400,8940,4,0,0.00,0,0,2
1612,19900709,39200,39600,39200,39500,15290,6,0,0.00,0,0,2
1613,19900710,39500,39800,39000,39700,18280,7,0,0.00,0,0,2
1614,19900711,39500,39800,39500,39700,26260,10,0,0.00,0,0,3
1615,19900712,39500,39700,38700,39000,33270,13,0,0.00,0,0,5
1616,19900713,39100,39100,38400,38500,20150,8,0,0.00,0,0,5
1617,19900714,38500,38900,38500,38700,18470,7,0,0.00,0,0,2
1618,19900716,38700,38700,38000,38100,11040,4,0,0.00,0,0,5
1619,19900718,38600,39100,38400,38400,12530,5,0,0.00,0,0,2
1620,19900719,38200,38600,38100,38200,8250,3,0,0.00,0,0,5
1621,19900720,38500,38500,38100,38200,12220,5,0,0.00,0,0,3
1622,19900721,38100,38100,37800,37800,6680,3,0,0.00,0,0,5
1623,19900723,37700,37800,37500,37500,9940,4,0,0.00,0,0,5
1624,19900724,37200,37500,37000,37500,9620,4,0,0.00,0,0,3
1625,19900725,37400,38000,37400,37500,9500,4,0,0.00,0,0,3
1626,19900726,37400,37500,37000,37000,10940,4,0,0.00,0,0,5
1627,19900727,37100,37300,36700,37000,21410,8,0,0.00,0,0,3
1628,19900728,36900,37500,36900,37500,11210,4,0,0.00,0,0,2
1629,19900730,37500,37500,36900,37100,11450,4,0,0.00,0,0,5
1630,19900731,36700,37500,36700,37400,11070,4,0,0.00,0,0,2
1631,19900801,37400,38600,37400,38000,18100,7,0,0.00,0,0,2
1632,19900802,38300,38300,38000,38200,10760,4,0,0.00,0,0,2
1633,19900803,37800,37800,37100,37300,19980,8,0,0.00,0,0,5
1634,19900804,37000,37100,36800,36900,10790,4,0,0.00,0,0,5
1635,19900806,37000,37000,36300,36400,19120,7,0,0.00,0,0,5
1636,19900807,36100,36100,35300,36000,18400,7,0,0.00,0,0,5
1637,19900808,35500,35700,35400,35700,20820,7,0,0.00,0,0,5
1638,19900809,35700,36000,35000,35800,41880,15,0,0.00,0,0,2
1639,19900810,35800,37100,35500,36500,35830,13,0,0.00,0,0,2
1640,19900811,36500,37000,36500,36500,20710,8,0,0.00,0,0,3
1641,19900813,36400,36500,36100,36200,11580,4,0,0.00,0,0,5
1642,19900814,35200,35500,34900,34900,14360,5,0,0.00,0,0,5
1643,19900816,34900,35400,33600,34300,27880,10,0,0.00,0,0,5
1644,19900817,33300,34300,33300,34200,19180,7,0,0.00,0,0,5
1645,19900818,34000,34400,34000,34100,10150,3,0,0.00,0,0,5
1646,19900820,33000,34200,33000,33300,17660,6,0,0.00,0,0,5
1647,19900821,33300,33300,32000,32000,25040,8,0,0.00,0,0,5
1648,19900822,32000,32200,30700,32000,68310,22,0,0.00,0,0,3
1649,19900823,32000,32000,31000,31900,112490,36,0,0.00,0,0,5
1650,19900824,31900,32200,30700,31900,57150,18,0,0.00,0,0,3
1651,19900825,31700,31800,31000,31600,10660,3,0,0.00,0,0,5
1652,19900827,32000,32900,32000,32900,6150,2,0,0.00,0,0,2
1653,19900828,34000,34200,33900,34200,14680,5,0,0.00,0,0,2
1654,19900829,34900,34900,32900,33600,11830,4,0,0.00,0,0,5
1655,19900830,33400,33400,32300,32300,13310,4,0,0.00,0,0,5
1656,19900831,31300,32300,31300,31600,47900,15,0,0.00,0,0,5
1657,19900901,31600,32000,31600,31600,6820,2,0,0.00,0,0,3
1658,19900903,32000,32900,31700,32900,13440,4,0,0.00,0,0,2
1659,19900904,33000,33500,32400,32400,9890,3,0,0.00,0,0,5
1660,19900905,32400,32400,31800,32400,16370,5,0,0.00,0,0,3
1661,19900906,32500,32500,31900,32400,39560,13,0,0.00,0,0,3
1662,19900907,32400,32400,31900,32400,30360,10,0,0.00,0,0,3
1663,19900908,32400,32500,32000,32000,10550,3,0,0.00,0,0,5
1664,19900910,32000,32300,32000,32000,7040,2,0,0.00,0,0,3
1665,19900911,32000,32100,32000,32000,5370,2,0,0.00,0,0,3
1666,19900912,32000,32100,31600,31600,11750,4,0,0.00,0,0,5
1667,19900913,31600,31700,31600,31600,7360,2,0,0.00,0,0,3
1668,19900914,31500,31600,31400,31600,22090,7,0,0.00,0,0,3
1669,19900915,31600,31600,31200,31200,22560,7,0,0.00,0,0,5
1670,19900917,31000,31200,29900,30000,20390,6,0,0.00,0,0,5
1671,19900918,30000,31300,30000,31300,18240,6,0,0.00,0,0,2
1672,19900919,32100,32100,30900,31300,55360,17,0,0.00,0,0,3
1673,19900920,31400,31500,31000,31400,33110,10,0,0.00,0,0,2
1674,19900921,30100,31600,30100,31400,57720,18,0,0.00,0,0,3
1675,19900922,31400,31600,31400,31500,13590,4,0,0.00,0,0,2
1676,19900924,31500,31700,31500,31600,21050,7,0,0.00,0,0,2
1677,19900925,31600,31900,31600,31700,15610,5,0,0.00,0,0,2
1678,19900926,31700,32300,31700,32000,17070,5,0,0.00,0,0,2
1679,19900927,32000,32200,31700,32100,24350,8,0,0.00,0,0,2
1680,19900928,32100,32200,32000,32200,16770,5,0,0.00,0,0,2
1681,19900929,32200,32500,32200,32500,12860,4,0,0.00,0,0,2
1682,19901005,32500,33800,32500,33800,26640,9,0,0.00,0,0,2
1683,19901006,33800,33900,32800,33700,22740,8,0,0.00,0,0,5
1684,19901008,33700,33800,33700,33800,27530,9,0,0.00,0,0,2
1685,19901010,33800,34300,33000,34300,19800,7,0,0.00,0,0,2
1686,19901011,34400,35400,34300,34800,9950,3,0,0.00,0,0,2
1687,19901012,34700,35600,34700,35200,28720,10,0,0.00,0,0,2
1688,19901013,35200,35500,35100,35100,12060,4,0,0.00,0,0,5
