,날짜,시가,고가,저가,종가,거래량,거래대금,수정구분,수정비율,수정주가반영항목,수정비율반영거래대금,종가등락구분
0,19850104,8500,8500,8450,8450,1710,0,0,0.00,0,0,3
1,19850105,8400,8440,8390,8390,1660,0,0,0.00,0,0,5
2,19850107,8400,8500,8390,8410,11810,3,0,0.00,0,0,2
3,19850108,8400,8400,8300,8300,12930,4,0,0.00,0,0,5
4,19850109,8240,8240,7950,8010,4970,1,0,0.00,0,0,5
5,19850110,8080,8190,8080,8100,7080,2,0,0.00,0,0,2
6,19850111,8130,8190,8100,8150,6090,2,0,0.00,0,0,2
7,19850112,8300,8300,8250,8290,7860,2,0,0.00,0,0,2
8,19850114,8300,8300,8180,8250,3300,1,0,0.00,0,0,5
9,19850115,8260,8300,8260,8270,8060,2,0,0.00,0,0,2
10,19850116,8270,8270,8110,8140,2950,1,0,0.00,0,0,5
11,19850117,8150,8150,8100,8120,7680,2,0,0.00,0,0,5
12,19850118,8100,8130,8100,8120,5070,1,0,0.00,0,0,3
13,19850119,8100,8120,8100,8100,2280,1,0,0.00,0,0,5
14,19850121,8100,8100,8100,8100,8320,2,0,0.00,0,0,3
15,19850122,8100,8120,8090,8100,7020,2,0,0.00,0,0,3
16,19850123,8100,8180,7810,7950,11810,3,0,0.00,0,0,5
17,19850124,8000,8100,8000,8000,10740,3,0,0.00,0,0,2
18,19850125,8030,8050,8000,8000,3690,1,0,0.00,0,0,3
19,19850126,8000,8020,8000,8000,4810,1,0,0.00,0,0,3
20,19850128,8000,8020,8000,8010,11470,3,0,0.00,0,0,2
21,19850129,8010,8050,7980,8000,14620,4,0,0.00,0,0,5
22,19850130,8010,8050,8010,8030,15430,4,0,0.00,0,0,2
23,19850131,8050,8080,8030,8030,5500,1,0,0.00,0,0,3
24,19850201,8050,8050,8010,8020,8280,2,0,0.00,0,0,5
25,19850202,8170,8170,8030,8100,5020,1,0,0.00,0,0,2
26,19850204,8100,8200,8050,8070,10390,3,0,0.00,0,0,5
27,19850205,8100,8100,8070,8100,6740,2,0,0.00,0,0,2
28,19850206,8100,8150,8100,8120,4270,1,0,0.00,0,0,2
29,19850207,8110,8110,8030,8030,8950,2,0,0.00,0,0,5
30,19850208,8050,8090,8040,8090,8190,2,0,0.00,0,0,2
31,19850209,8000,8060,8000,8050,5260,1,0,0.00,0,0,5
32,19850211,8050,8050,8030,8040,11240,3,0,0.00,0,0,5
33,19850213,8000,8090,8000,8080,2850,1,0,0.00,0,0,2
34,19850214,8080,8080,8040,8080,10170,3,0,0.00,0,0,3
35,19850215,8050,8100,8030,8100,3320,1,0,0.00,0,0,2
36,19850216,8120,8150,8000,8120,1690,0,0,0.00,0,0,2
37,19850218,8120,8130,8090,8100,7580,2,0,0.00,0,0,5
38,19850219,8050,8070,8050,8070,2440,1,0,0.00,0,0,5
39,19850221,8070,8070,8000,8070,11940,3,0,0.00,0,0,3
40,19850222,8070,8100,8070,8100,7920,2,0,0.00,0,0,2
41,19850223,8100,8120,8090,8100,3700,1,0,0.00,0,0,3
42,19850225,8110,8110,8070,8100,3660,1,0,0.00,0,0,3
43,19850226,8070,8100,8070,8100,10900,3,0,0.00,0,0,3
44,19850227,8090,8300,8090,8300,9350,2,0,0.00,0,0,2
45,19850228,8280,8490,8070,8350,23030,6,0,0.00,0,0,2
46,19850302,8370,8450,8370,8400,11640,3,0,0.00,0,0,2
47,19850304,8410,8480,8410,8440,14180,4,0,0.00,0,0,2
48,19850305,8450,8500,8430,8450,13060,4,0,0.00,0,0,2
49,19850306,8460,8470,8000,8180,7710,2,0,0.00,0,0,5
50,19850307,8170,8170,8100,8110,5530,1,0,0.00,0,0,5
51,19850308,8070,8100,7970,7970,8870,2,0,0.00,0,0,5
52,19850309,7970,8000,7910,8000,17690,5,0,0.00,0,0,2
53,19850311,8010,8050,8010,8050,2080,1,0,0.00,0,0,2
54,19850312,8010,8010,8000,8000,3400,1,0,0.00,0,0,5
55,19850313,8000,8060,8000,8050,12470,3,0,0.00,0,0,2
56,19850314,8090,8150,8090,8150,2050,1,0,0.00,0,0,2
57,19850315,8150,8190,8150,8190,4900,1,0,0.00,0,0,2
58,19850316,8250,8500,8250,8440,11440,3,0,0.00,0,0,2
59,19850318,8490,8510,8390,8400,14970,4,0,0.00,0,0,5
60,19850319,8390,8500,8260,8500,6720,2,0,0.00,0,0,2
61,19850320,8500,8650,8500,8550,26020,7,0,0.00,0,0,2
62,19850321,8500,8680,8500,8650,20800,6,0,0.00,0,0,2
63,19850322,8650,8660,8550,8600,8860,2,0,0.00,0,0,5
64,19850323,8600,8600,8500,8500,2250,1,0,0.00,0,0,5
65,19850325,8500,8550,8420,8550,7560,2,0,0.00,0,0,2
66,19850326,8550,8580,8510,8510,9860,3,0,0.00,0,0,5
67,19850327,8410,8440,8350,8440,9560,3,0,0.00,0,0,5
68,19850328,8360,8400,8320,8400,6950,2,0,0.00,0,0,5
69,19850329,8400,8400,8320,8390,950,0,0,0.00,0,0,5
70,19850330,8440,8550,8400,8550,10620,3,0,0.00,0,0,2
71,19850401,8770,8770,8440,8500,7080,2,0,0.00,0,0,5
72,19850402,8440,8460,8440,8440,3650,1,0,0.00,0,0,5
73,19850403,8440,8560,8440,8550,5990,2,0,0.00,0,0,2
74,19850404,8540,8650,8500,8500,8250,2,0,0.00,0,0,5
75,19850406,8500,8500,8440,8500,4180,1,0,0.00,0,0,3
76,19850408,8500,8500,8440,8450,16330,4,0,0.00,0,0,5
77,19850409,8440,8450,8400,8430,6480,2,0,0.00,0,0,5
78,19850410,8400,8400,8350,8400,3420,1,0,0.00,0,0,5
79,19850411,8390,8720,8390,8720,26770,7,0,0.00,0,0,2
80,19850412,8730,8900,8600,8690,43480,12,0,0.00,0,0,5
81,19850413,8610,8640,8500,8500,7570,2,0,0.00,0,0,5
82,19850415,8450,8500,8360,8370,5840,2,0,0.00,0,0,5
83,19850416,8370,8510,8370,8410,9230,3,0,0.00,0,0,2
84,19850417,8420,8500,8400,8500,8340,2,0,0.00,0,0,2
85,19850418,8400,8500,8400,8400,7960,2,0,0.00,0,0,5
86,19850419,8400,8500,8400,8400,2380,1,0,0.00,0,0,3
87,19850420,8420,8500,8400,8400,3530,1,0,0.00,0,0,3
88,19850422,8400,8410,8400,8400,6940,2,0,0.00,0,0,3
89,19850423,8400,8420,8400,8400,8290,2,0,0.00,0,0,3
90,19850424,8400,8400,8320,8400,3590,1,0,0.00,0,0,3
91,19850425,8400,8410,8400,8400,5250,1,0,0.00,0,0,3
92,19850426,8410,8450,8400,8400,7640,2,0,0.00,0,0,3
93,19850427,8400,8450,8400,8400,10500,3,0,0.00,0,0,3
94,19850429,8400,8400,8200,8200,3910,1,0,0.00,0,0,5
95,19850430,8200,8210,7950,8150,9550,3,0,0.00,0,0,5
96,19850501,8010,8200,8010,8200,7150,2,0,0.00,0,0,2
97,19850502,8200,8200,8150,8150,16000,4,0,0.00,0,0,5
98,19850503,8150,8150,8000,8000,3780,1,0,0.00,0,0,5
99,19850504,8000,8050,7800,8000,26070,7,0,0.00,0,0,3
100,19850506,7950,7950,7900,7950,4170,1,0,0.00,0,0,5
101,19850507,7950,7950,7900,7900,3280,1,0,0.00,0,0,5
102,19850508,7910,7950,7900,7950,12060,3,0,0.00,0,0,2
103,19850509,7900,7950,7900,7950,12650,3,0,0.00,0,0,3
104,19850510,7940,7960,7900,7960,5520,1,0,0.00,0,0,2
105,19850511,7970,8090,7970,8000,7010,2,0,0.00,0,0,2
106,19850513,8000,8000,7950,7950,2730,1,0,0.00,0,0,5
107,19850514,7950,7980,7950,7950,3560,1,0,0.00,0,0,3
108,19850515,7950,8000,7950,8000,3850,1,0,0.00,0,0,2
109,19850516,8000,8050,7950,7950,6350,2,0,0.00,0,0,5
110,19850517,7950,7950,7950,7950,4910,1,0,0.00,0,0,3
111,19850518,7950,8040,7950,8040,8130,2,0,0.00,0,0,2
112,19850520,7950,8000,7950,8000,5010,1,0,0.00,0,0,5
113,19850521,7950,8000,7950,8000,5470,1,0,0.00,0,0,3
114,19850522,8000,8040,7950,8010,12870,3,0,0.00,0,0,2
115,19850523,8000,8050,7950,8050,12880,3,0,0.00,0,0,2
116,19850524,8000,8000,8000,8000,3500,1,0,0.00,0,0,5
117,19850525,7990,7990,7950,7970,410,0,0,0.00,0,0,5
118,19850528,8000,8000,7900,7900,8110,2,0,0.00,0,0,5
119,19850529,7850,7850,7850,7850,2910,1,0,0.00,0,0,5
120,19850530,7850,7850,7830,7830,2330,1,0,0.00,0,0,5
121,19850531,7850,7850,7830,7830,5800,1,0,0.00,0,0,3
122,19850601,7830,7890,7830,7830,7760,2,0,0.00,0,0,3
123,19850603,7830,7850,7830,7830,7400,2,0,0.00,0,0,3
124,19850604,7830,7830,7790,7790,4050,1,0,0.00,0,0,5
125,19850605,7750,7790,7520,7700,2160,1,0,0.00,0,0,5
126,19850607,7700,7700,7700,7700,8660,2,0,0.00,0,0,3
127,19850608,7750,7750,7660,7660,8250,2,0,0.00,0,0,5
128,19850610,7650,7700,7650,7660,7360,2,0,0.00,0,0,3
129,19850611,7760,8000,7760,7990,10550,3,0,0.00,0,0,2
130,19850612,8110,8280,8110,8110,12040,3,0,0.00,0,0,2
131,19850613,8100,8200,7910,8110,7000,2,0,0.00,0,0,3
132,19850614,8130,8280,8120,8280,22750,6,0,0.00,0,0,2
133,19850615,8250,8250,8170,8170,1750,0,0,0.00,0,0,5
134,19850617,8210,8370,8190,8190,10630,3,0,0.00,0,0,2
135,19850618,8170,8170,8080,8100,7110,2,0,0.00,0,0,5
136,19850619,8050,8050,7990,8000,4230,1,0,0.00,0,0,5
137,19850620,8020,8050,7800,7820,9080,2,0,0.00,0,0,5
138,19850621,7850,8000,7810,8000,1600,0,0,0.00,0,0,2
139,19850622,8050,8050,7820,7820,6110,2,0,0.00,0,0,5
140,19850624,7890,7900,7890,7900,850,0,0,0.00,0,0,2
141,19850625,7960,7990,7910,7950,2930,1,0,0.00,0,0,2
142,19850626,7960,7960,7900,7900,5600,1,0,0.00,0,0,5
143,19850627,7700,7840,7500,7700,35210,9,0,0.00,0,0,5
144,19850628,7800,7900,7590,7590,23390,6,0,0.00,0,0,5
145,19850629,7620,7780,7610,7690,25260,6,0,0.00,0,0,2
146,19850701,7600,7700,7600,7680,4840,1,0,0.00,0,0,5
147,19850702,7650,7680,7600,7600,7790,2,0,0.00,0,0,5
148,19850703,7580,7580,7520,7560,12210,3,0,0.00,0,0,5
149,19850704,7550,7600,7540,7600,9610,2,0,0.00,0,0,2
150,19850705,7600,7600,7550,7550,2200,1,0,0.00,0,0,5
151,19850706,7550,7600,7550,7600,1110,0,0,0.00,0,0,2
152,19850708,7600,7600,7570,7600,4980,1,0,0.00,0,0,3
153,19850709,7610,7650,7610,7650,1480,0,0,0.00,0,0,2
154,19850710,7620,7800,7620,7700,2740,1,0,0.00,0,0,2
155,19850711,7720,7790,7720,7780,4250,1,0,0.00,0,0,2
156,19850712,7800,7800,7750,7750,3830,1,0,0.00,0,0,5
157,19850713,7750,7770,7750,7750,1330,0,0,0.00,0,0,3
158,19850715,7770,7770,7650,7650,2530,1,0,0.00,0,0,5
159,19850716,7550,7650,7550,7600,1160,0,0,0.00,0,0,5
160,19850718,7550,7600,7550,7600,2340,1,0,0.00,0,0,3
161,19850719,7600,7610,7600,7610,3470,1,0,0.00,0,0,2
162,19850720,7610,7690,7610,7690,990,0,0,0.00,0,0,2
163,19850722,7690,7690,7600,7600,1390,0,0,0.00,0,0,5
164,19850723,7630,7690,7600,7610,980,0,0,0.00,0,0,2
165,19850724,7650,7670,7650,7660,10230,3,0,0.00,0,0,2
166,19850725,7670,7900,7670,7790,1700,0,0,0.00,0,0,2
167,19850726,7800,7930,7800,7850,34150,9,0,0.00,0,0,2
168,19850727,7900,7970,7900,7950,33290,9,0,0.00,0,0,2
169,19850729,7960,8350,7960,8350,14720,4,0,0.00,0,0,2
170,19850730,8300,8400,8150,8150,9230,2,0,0.00,0,0,5
171,19850731,8130,8290,8130,8200,13610,4,0,0.00,0,0,2
172,19850801,8070,8200,8070,8150,2520,1,0,0.00,0,0,5
173,19850802,8150,8300,8150,8200,2780,1,0,0.00,0,0,2
174,19850803,8300,8400,8300,8300,17940,5,0,0.00,0,0,2
175,19850805,8350,8350,8200,8250,3040,1,0,0.00,0,0,5
176,19850806,8200,8240,8180,8180,5460,1,0,0.00,0,0,5
177,19850807,8170,8280,8170,8250,12990,3,0,0.00,0,0,2
178,19850808,8260,8300,8150,8150,9470,3,0,0.00,0,0,5
179,19850809,8050,8050,8000,8040,2800,1,0,0.00,0,0,5
180,19850810,7840,7840,7820,7840,3310,1,0,0.00,0,0,5
181,19850812,7900,7900,7880,7900,1050,0,0,0.00,0,0,2
182,19850813,7950,7950,7900,7910,1310,0,0,0.00,0,0,2
183,19850814,7950,7970,7940,7970,1630,0,0,0.00,0,0,2
184,19850816,8120,8200,8050,8100,11260,3,0,0.00,0,0,2
185,19850817,8080,8100,8080,8100,2470,1,0,0.00,0,0,3
186,19850819,8100,8190,8100,8130,3070,1,0,0.00,0,0,2
187,19850820,8200,8230,8010,8120,4890,1,0,0.00,0,0,5
188,19850821,8120,8200,8100,8200,13740,4,0,0.00,0,0,2
189,19850822,8100,8110,8010,8050,3210,1,0,0.00,0,0,5
190,19850823,8050,8090,8030,8070,5120,1,0,0.00,0,0,2
191,19850824,8050,8070,8050,8050,1560,0,0,0.00,0,0,5
192,19850826,8050,8090,8050,8090,3250,1,0,0.00,0,0,2
193,19850827,8110,8350,8110,8150,11390,3,0,0.00,0,0,2
194,19850828,8200,8200,8150,8150,4760,1,0,0.00,0,0,3
195,19850829,8170,8190,8100,8100,8880,2,0,0.00,0,0,5
196,19850830,8100,8140,8100,8140,5130,1,0,0.00,0,0,2
197,19850831,8140,8150,8140,8140,2350,1,0,0.00,0,0,3
198,19850902,8140,8140,8100,8100,2650,1,0,0.00,0,0,5
199,19850903,8100,8160,8100,8130,2330,1,0,0.00,0,0,2
200,19850904,8190,8300,8190,8200,6150,2,0,0.00,0,0,2
201,19850905,8120,8200,8110,8200,5900,2,0,0.00,0,0,3
202,19850906,8250,8300,8240,8240,8070,2,0,0.00,0,0,2
203,19850907,8210,8300,8150,8300,6210,2,0,0.00,0,0,2
204,19850909,8300,8300,8150,8200,1950,1,0,0.00,0,0,5
205,19850910,8200,8300,8200,8300,4490,1,0,0.00,0,0,2
206,19850911,8350,8450,8350,8360,19680,5,0,0.00,0,0,2
207,19850912,8360,8360,8300,8300,8580,2,0,0.00,0,0,5
208,19850913,8270,8270,8200,8250,2100,1,0,0.00,0,0,5
209,19850914,8200,8300,8200,8300,1730,0,0,0.00,0,0,2
210,19850916,8200,8290,8200,8250,1180,0,0,0.00,0,0,5
211,19850917,8160,8200,8160,8200,1900,1,0,0.00,0,0,5
212,19850918,8230,8300,8230,8250,4890,1,0,0.00,0,0,2
213,19850919,8250,8290,8250,8290,10680,3,0,0.00,0,0,2
214,19850920,8270,8270,8250,8270,3680,1,0,0.00,0,0,5
215,19850921,8270,8300,8270,8270,2780,1,0,0.00,0,0,3
216,19850923,8260,8290,8250,8290,4700,1,0,0.00,0,0,2
217,19850924,8270,8290,8270,8270,2310,1,0,0.00,0,0,5
218,19850925,8260,8260,8250,8250,4180,1,0,0.00,0,0,5
219,19850926,8260,8300,8260,8260,4440,1,0,0.00,0,0,2
220,19850927,8260,8320,8260,8300,5220,1,0,0.00,0,0,2
221,19850928,8340,8410,8300,8410,8310,2,0,0.00,0,0,2
222,19850930,8350,8410,8340,8340,1510,0,0,0.00,0,0,5
223,19851002,8350,8450,8350,8400,6170,2,0,0.00,0,0,2
224,19851004,8400,8590,8400,8580,7580,2,0,0.00,0,0,2
225,19851005,8580,8580,8480,8540,2740,1,0,0.00,0,0,5
226,19851007,8540,8540,8420,8440,4340,1,0,0.00,0,0,5
227,19851008,8420,8420,8350,8360,3140,1,0,0.00,0,0,5
228,19851010,8360,8360,8330,8350,7990,2,0,0.00,0,0,5
229,19851011,8350,8400,8350,8350,13000,4,0,0.00,0,0,3
230,19851012,8350,8370,8350,8370,2470,1,0,0.00,0,0,2
231,19851014,8380,8450,8380,8420,5700,2,0,0.00,0,0,2
232,19851015,8490,8600,8480,8570,43360,12,0,0.00,0,0,2
233,19851016,8670,9070,8670,9070,130360,37,0,0.00,0,0,2
234,19851017,9250,9400,9250,9380,142970,43,0,0.00,0,0,2
235,19851018,9600,9680,9530,9680,172260,54,0,0.00,0,0,2
236,19851019,9810,9880,9750,9860,99640,32,0,0.00,0,0,2
237,19851021,9960,9990,9850,9950,90590,29,0,0.00,0,0,2
238,19851022,9950,9950,9710,9830,61470,20,0,0.00,0,0,5
239,19851023,9810,9930,9770,9850,82090,26,0,0.00,0,0,2
240,19851024,9890,10350,9880,10350,107250,35,0,0.00,0,0,2
241,19851025,10610,10650,10500,10500,134810,46,0,0.00,0,0,2
242,19851026,10640,10640,10400,10450,51400,18,0,0.00,0,0,5
243,19851028,10490,10490,10400,10400,62220,21,0,0.00,0,0,5
244,19851029,10370,10500,10340,10450,103930,35,0,0.00,0,0,2
245,19851030,10600,10980,10560,10810,165190,58,0,0.00,0,0,2
246,19851031,10890,10900,10630,10690,86580,30,0,0.00,0,0,5
247,19851101,10710,10770,10430,10600,38930,13,0,0.00,0,0,5
248,19851102,10600,10710,10590,10630,38420,13,0,0.00,0,0,2
249,19851104,10650,10680,10520,10630,55110,19,0,0.00,0,0,3
250,19851105,10650,10680,10540,10550,50490,17,0,0.00,0,0,5
251,19851106,10570,10850,10570,10850,67090,23,0,0.00,0,0,2
252,19851107,10980,11070,10900,10950,121850,43,0,0.00,0,0,2
253,19851108,10950,11010,10700,10870,58860,21,0,0.00,0,0,5
254,19851109,10900,10900,10800,10900,42630,15,0,0.00,0,0,2
255,19851111,11000,11110,10850,10920,89330,32,0,0.00,0,0,2
256,19851112,11000,11620,10890,11620,156590,57,0,0.00,0,0,2
257,19851113,12010,12320,12000,12320,215350,85,0,0.00,0,0,2
258,19851114,12450,12510,12200,12240,155220,62,0,0.00,0,0,5
259,19851115,12200,12610,12010,12610,100780,40,0,0.00,0,0,2
260,19851116,12850,13270,12850,13100,86260,36,0,0.00,0,0,2
261,19851118,13280,13550,12900,12900,275160,118,0,0.00,0,0,5
262,19851119,12650,13000,12630,12650,82770,34,0,0.00,0,0,5
263,19851120,12460,12550,12300,12350,54590,22,0,0.00,0,0,5
264,19851121,12360,12600,12000,12080,90520,36,0,0.00,0,0,5
265,19851122,12300,12690,12230,12670,77960,31,0,0.00,0,0,2
266,19851123,12670,12670,12170,12320,38400,16,0,0.00,0,0,5
267,19851125,12440,12530,12200,12230,30070,12,0,0.00,0,0,5
268,19851126,12310,12320,12080,12300,70630,28,0,0.00,0,0,2
269,19851127,12500,12700,12450,12700,118630,48,0,0.00,0,0,2
270,19851128,12720,12800,12510,12720,98560,41,0,0.00,0,0,2
271,19851129,12790,12800,12550,12800,178450,74,0,0.00,0,0,2
272,19851130,12850,12970,12820,12950,107730,45,0,0.00,0,0,2
273,19851202,12890,12900,12660,12890,168090,70,0,0.00,0,0,5
274,19851203,12800,12800,12500,12510,169050,70,0,0.00,0,0,5
275,19851204,12550,12600,12300,12350,69690,28,0,0.00,0,0,5
276,19851205,12360,12770,12280,12770,363580,148,0,0.00,0,0,2
277,19851206,12770,12800,12350,12400,107840,44,0,0.00,0,0,5
278,19851207,12180,12200,11990,12000,28690,11,0,0.00,0,0,5
279,19851209,11940,11940,11560,11800,62830,24,0,0.00,0,0,5
280,19851210,11650,11670,11500,11600,54290,20,0,0.00,0,0,5
281,19851211,11720,12200,11700,12080,88450,34,0,0.00,0,0,2
282,19851212,11880,12600,11740,12120,84300,33,0,0.00,0,0,2
283,19851213,12330,12820,12330,12550,202690,82,0,0.00,0,0,2
284,19851214,12450,12480,12000,12000,29820,12,0,0.00,0,0,5
285,19851216,11740,12640,11680,12400,42260,17,0,0.00,0,0,2
286,19851217,12470,12470,11710,11750,35260,14,0,0.00,0,0,5
287,19851218,11310,11550,11210,11400,50980,19,0,0.00,0,0,5
288,19851219,11260,11800,11260,11540,40850,15,0,0.00,0,0,2
289,19851220,11700,11900,11450,11450,30420,12,0,0.00,0,0,5
290,19851221,11450,11650,11450,11520,18920,7,0,0.00,0,0,2
291,19851223,11650,11860,11650,11860,40460,15,0,0.00,0,0,2
292,19851224,12010,12560,12010,12560,56790,23,0,0.00,0,0,2
293,19851226,12970,12970,12000,12500,74610,31,0,0.00,0,0,5
294,19860104,12250,12300,12000,12000,7430,3,0,0.00,0,0,5
295,19860106,12000,12000,11580,11610,7490,3,0,0.00,0,0,5
296,19860107,11700,12310,11700,11900,38760,15,0,0.00,0,0,2
297,19860108,12000,12100,11800,11900,24500,10,0,0.00,0,0,3
298,19860109,12010,12100,11850,12000,52330,20,0,0.00,0,0,2
299,19860110,12180,12700,12150,12700,147980,59,0,0.00,0,0,2
300,19860111,13390,13400,13250,13400,195230,85,0,0.00,0,0,2
301,19860113,13500,13500,12910,13300,137940,60,0,0.00,0,0,5
302,19860114,13000,13100,12600,12600,82960,35,0,0.00,0,0,5
303,19860115,12500,12690,12210,12350,65550,27,0,0.00,0,0,5
304,19860116,12400,12520,12100,12300,29250,12,0,0.00,0,0,5
305,19860117,12460,12950,12350,12950,33210,14,0,0.00,0,0,2
306,19860118,12900,12900,12610,12700,32920,14,0,0.00,0,0,5
307,19860120,12720,13040,12720,13000,62650,26,0,0.00,0,0,2
308,19860121,13110,13180,12800,12850,82610,35,0,0.00,0,0,5
309,19860122,12790,13050,12660,13000,54130,23,0,0.00,0,0,2
310,19860123,13110,13260,12950,13100,94380,40,0,0.00,0,0,2
311,19860124,13300,13600,13210,13600,152330,66,0,0.00,0,0,2
312,19860125,13990,14300,13960,14300,179210,82,0,0.00,0,0,2
313,19860127,14650,15000,14450,15000,339400,162,0,0.00,0,0,2
314,19860128,15350,15700,15260,15260,318870,160,0,0.00,0,0,2
315,19860129,14900,15500,14800,15270,244260,120,0,0.00,0,0,2
316,19860130,15170,15970,15100,15970,318130,160,0,0.00,0,0,2
317,19860131,16350,16450,16000,16000,317797,168,0,0.00,0,0,2
318,19860201,16000,16350,15910,16200,101450,53,0,0.00,0,0,2
319,19860203,16310,16790,16260,16750,120240,64,0,0.00,0,0,2
320,19860204,16680,16690,16100,16490,86220,46,0,0.00,0,0,5
321,19860205,16000,16300,15790,16100,131000,68,0,0.00,0,0,5
322,19860206,16300,16540,16100,16250,136660,72,0,0.00,0,0,2
323,19860207,16250,16550,16250,16510,104010,55,0,0.00,0,0,2
324,19860208,16510,17020,16510,16990,130420,71,0,0.00,0,0,2
325,19860210,16780,17050,16610,16610,89880,49,0,0.00,0,0,5
326,19860211,16310,16450,16250,16410,28660,15,0,0.00,0,0,5
327,19860212,16610,16940,16410,16610,35350,19,0,0.00,0,0,2
328,19860213,16900,17090,16750,16850,64240,35,0,0.00,0,0,2
329,19860214,16900,17050,16400,16700,66160,36,0,0.00,0,0,5
330,19860215,16480,16590,16460,16590,35460,19,0,0.00,0,0,5
331,19860217,16820,17000,16720,16900,48340,26,0,0.00,0,0,2
332,19860218,17100,17300,16910,16910,80490,45,0,0.00,0,0,2
333,19860219,17000,17030,16890,17010,88220,49,0,0.00,0,0,2
334,19860220,17360,17710,17360,17710,67050,38,0,0.00,0,0,2
335,19860221,18150,18300,17880,18190,130610,77,0,0.00,0,0,2
336,19860222,17970,18040,17890,18010,117100,68,0,0.00,0,0,5
337,19860224,17840,18400,17810,18300,45360,27,0,0.00,0,0,2
338,19860225,17910,18160,17710,17800,55330,32,0,0.00,0,0,5
339,19860226,17490,17600,17290,17290,43310,25,0,0.00,0,0,5
340,19860227,17290,17550,17100,17210,139420,78,0,0.00,0,0,5
341,19860228,17390,17750,17300,17600,51520,29,0,0.00,0,0,2
342,19860303,17700,18240,17700,18240,129930,76,0,0.00,0,0,2
343,19860304,18240,18500,17970,18200,176550,105,0,0.00,0,0,5
344,19860305,17620,18300,17620,18200,92260,54,0,0.00,0,0,3
345,19860306,17900,18880,17900,18300,277360,164,0,0.00,0,0,2
346,19860307,18610,19000,18610,19000,121750,74,0,0.00,0,0,2
347,19860308,18300,18700,18300,18700,28280,17,0,0.00,0,0,5
348,19860311,19050,19400,19050,19400,71500,45,0,0.00,0,0,2
349,19860312,19350,19350,18700,18700,46680,29,0,0.00,0,0,5
350,19860313,18100,18500,18010,18040,79180,47,0,0.00,0,0,5
351,19860314,18220,18450,18000,18250,28710,17,0,0.00,0,0,2
352,19860315,18460,18650,18460,18600,19640,12,0,0.00,0,0,2
353,19860317,18800,18800,18210,18400,17550,11,0,0.00,0,0,5
354,19860318,18400,18420,18000,18050,26250,16,0,0.00,0,0,5
355,19860319,17820,18070,17500,18020,31210,18,0,0.00,0,0,5
356,19860320,18100,18300,17800,18100,28380,17,0,0.00,0,0,2
357,19860321,18500,18500,18160,18200,38050,23,0,0.00,0,0,2
358,19860322,18310,18400,18200,18250,26510,16,0,0.00,0,0,2
359,19860324,18250,18510,18180,18450,71440,43,0,0.00,0,0,2
360,19860325,18850,19000,18700,18950,41380,25,0,0.00,0,0,2
361,19860326,18950,19650,18950,19650,42010,26,0,0.00,0,0,2
362,19860327,20350,20350,20350,20350,47020,31,0,0.00,0,0,2
363,19860328,21200,21250,20710,20900,80910,55,0,0.00,0,0,2
364,19860329,21250,21800,21250,21480,46990,33,0,0.00,0,0,2
365,19860331,21280,21410,21000,21000,42800,30,0,0.00,0,0,5
366,19860401,21110,21500,20800,20990,35880,25,0,0.00,0,0,5
367,19860402,20700,21400,20500,21000,46270,31,0,0.00,0,0,2
368,19860403,21280,21320,20100,20400,62050,42,0,0.00,0,0,5
369,19860404,20400,21400,20400,21400,60020,41,0,0.00,0,0,2
370,19860407,21400,21690,20700,21200,46220,32,0,0.00,0,0,5
371,19860408,21010,21200,20800,20830,49990,34,0,0.00,0,0,5
372,19860409,20890,20990,20550,20660,30020,20,0,0.00,0,0,5
373,19860410,20750,21400,20660,21400,33750,23,0,0.00,0,0,2
374,19860411,21800,22000,21300,21900,66620,47,0,0.00,0,0,2
375,19860412,21900,22150,21750,21860,35919,26,0,0.00,0,0,5
376,19860414,21500,22100,20910,22000,28880,20,0,0.00,0,0,2
377,19860415,22600,23000,22300,23000,36700,27,0,0.00,0,0,2
378,19860416,23450,23700,22300,23050,47910,36,0,0.00,0,0,2
379,19860417,22690,23000,22500,23000,30000,22,0,0.00,0,0,5
380,19860418,23000,23000,22400,22400,20720,15,0,0.00,0,0,5
381,19860419,21910,22010,21740,21900,34240,24,0,0.00,0,0,5
382,19860421,21700,21800,21400,21500,39120,27,0,0.00,0,0,5
383,19860422,21500,22020,21500,21900,18440,13,0,0.00,0,0,2
384,19860423,21890,21890,20900,20900,43720,31,0,0.00,0,0,5
385,19860424,20420,20500,19900,19900,61600,41,0,0.00,0,0,5
386,19860425,20200,20300,19500,19920,98960,64,0,0.00,0,0,2
387,19860426,19920,20600,19920,20600,47640,31,0,0.00,0,0,2
388,19860428,20570,21110,20540,20950,56680,38,0,0.00,0,0,2
389,19860429,21000,21160,20700,20710,48680,33,0,0.00,0,0,5
390,19860430,20660,21000,20500,20750,34820,23,0,0.00,0,0,2
391,19860501,20980,20980,20400,20790,50980,34,0,0.00,0,0,2
392,19860502,20740,21790,20740,21000,64390,44,0,0.00,0,0,2
393,19860503,20500,20700,20300,20400,29260,19,0,0.00,0,0,5
394,19860506,20100,20450,20100,20270,34370,23,0,0.00,0,0,5
395,19860507,20220,20220,20090,20200,46120,30,0,0.00,0,0,5
396,19860508,20220,20310,20200,20300,17840,12,0,0.00,0,0,2
397,19860509,20000,20280,19900,20000,26730,17,0,0.00,0,0,5
