date,time,open,high,low,close,qty,value,sign,jongchk,rate,
20230109,090100,67700,67700,67600,67700,8182,554,2,0,0.0,
20230109,090200,67600,67700,67300,67400,4080,0,2,0,0.0,
20230109,090300,67300,67400,67100,67300,4744,0,2,0,0.0,
20230109,090400,67300,67500,67100,67100,7996,0,2,0,0.0,
20230109,090500,67200,67300,67100,67200,3248,0,2,0,0.0,
20230109,090600,67200,67300,67100,67300,2575,0,2,0,0.0,
20230109,090700,67200,67400,67200,67300,2421,0,2,0,0.0,
20230109,090800,67300,67900,67300,67800,4303,0,2,0,0.0,
20230109,090900,67800,68000,67700,67900,3146,0,2,0,0.0,
20230109,091000,67900,68000,67700,67700,3681,0,2,0,0.0,
20230109,091100,67800,67800,67600,67700,1530,0,2,0,0.0,
20230109,091200,67700,67800,67700,67800,441,0,2,0,0.0,
20230109,091300,67700,67800,67500,67600,3488,0,2,0,0.0,
20230109,091400,67600,67600,67500,67600,244,0,2,0,0.0,
20230109,091500,67600,67600,67500,67500,1802,0,2,0,0.0,
20230109,091600,67600,67800,67600,67700,2017,0,2,0,0.0,
20230109,091700,67700,67700,67600,67600,417,0,2,0,0.0,
20230109,091800,67700,67700,67500,67500,3124,0,2,0,0.0,
20230109,091900,67600,67600,67500,67500,1210,0,2,0,0.0,
20230109,092000,67600,67600,67500,67600,1917,0,2,0,0.0,
20230109,092100,67600,67800,67600,67800,3238,0,2,0,0.0,
20230109,092200,67800,67800,67700,67800,1063,0,2,0,0.0,
20230109,092300,67700,67900,67700,67900,2206,0,2,0,0.0,
20230109,092400,67900,68000,67800,68000,3935,0,2,0,0.0,
20230109,092500,68000,68000,67800,67800,3878,0,2,0,0.0,
20230109,092600,67900,67900,67800,67800,694,0,2,0,0.0,
20230109,092700,67900,67900,67800,67900,951,0,2,0,0.0,
20230109,092800,67900,67900,67800,67800,542,0,2,0,0.0,
20230109,092900,67800,67800,67500,67600,7593,0,2,0,0.0,
20230109,093000,67600,67600,67500,67600,1079,0,2,0,0.0,
20230109,093100,67500,67700,67500,67700,788,0,2,0,0.0,
20230109,093200,67700,67900,67600,67900,5138,0,2,0,0.0,
20230109,093300,67900,67900,67800,67800,180,0,2,0,0.0,
20230109,093400,67800,67900,67800,67800,865,0,2,0,0.0,
20230109,093500,67900,67900,67800,67900,1314,0,2,0,0.0,
20230109,093600,67800,67900,67700,67800,3393,0,2,0,0.0,
20230109,093700,67900,67900,67700,67800,2086,0,2,0,0.0,
20230109,093800,67800,68100,67800,68100,7438,0,2,0,0.0,
20230109,093900,68100,68100,67900,68000,1986,0,2,0,0.0,
20230109,094000,68000,68000,67900,68000,340,0,2,0,0.0,
20230109,094100,68000,68000,67800,67800,4231,0,2,0,0.0,
20230109,094200,67900,68200,67900,68100,8405,0,2,0,0.0,
20230109,094300,68100,68200,68000,68100,2807,0,2,0,0.0,
20230109,094400,68200,68300,68100,68200,6431,0,2,0,0.0,
20230109,094500,68200,68500,68200,68400,9203,0,2,0,0.0,
20230109,094600,68400,68500,68300,68300,2422,0,2,0,0.0,
20230109,094700,68300,68500,68300,68500,1877,0,2,0,0.0,
20230109,094800,68500,68600,68400,68600,7070,0,2,0,0.0,
20230109,094900,68600,68600,68400,68400,4175,0,2,0,0.0,
20230109,095000,68400,68500,68300,68400,1156,0,2,0,0.0,
20230109,095100,68300,68500,68300,68400,2426,0,2,0,0.0,
20230109,095200,68400,68500,68300,68400,525,0,2,0,0.0,
20230109,095300,68400,68400,68200,68200,3643,0,2,0,0.0,
20230109,095400,68200,68300,68100,68300,1672,0,2,0,0.0,
20230109,095500,68300,68400,68200,68300,997,0,2,0,0.0,
20230109,095600,68300,68300,68200,68300,182,0,2,0,0.0,
20230109,095700,68200,68300,68200,68200,1210,0,2,0,0.0,
20230109,095800,68300,68300,68200,68200,1368,0,2,0,0.0,
20230109,095900,68300,68400,68200,68400,1981,0,2,0,0.0,
20230109,100000,68400,68500,68200,68500,8104,0,2,0,0.0,
20230109,100100,68500,68500,68400,68500,1220,0,2,0,0.0,
20230109,100200,68500,68500,68200,68300,8522,0,2,0,0.0,
20230109,100300,68300,68300,68200,68200,1659,0,2,0,0.0,
20230109,100400,68200,68300,68100,68200,3790,0,2,0,0.0,
